T [K],Y(N2),Y(O2),Y(NO),Y(N),Y(O)
1078.53926963,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1088.39419710,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1098.24912456,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1108.10405203,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1117.95897949,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1127.81390695,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1137.66883442,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1147.52376188,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1157.37868934,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1167.23361681,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1177.08854427,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1186.94347174,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1196.79839920,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1206.65332666,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1216.50825413,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1226.36318159,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1236.21810905,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1246.07303652,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1255.92796398,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1265.78289145,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1275.63781891,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1285.49274637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1295.34767384,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1305.20260130,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1315.05752876,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1324.91245623,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1334.76738369,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1344.62231116,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1354.47723862,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1364.33216608,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1374.18709355,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1384.04202101,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1393.89694847,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1403.75187594,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1413.60680340,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1423.46173087,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1433.31665833,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1443.17158579,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1453.02651326,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1462.88144072,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1472.73636818,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1482.59129565,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1492.44622311,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1502.30115058,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1512.15607804,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1522.01100550,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1531.86593297,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1541.72086043,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1551.57578789,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1561.43071536,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1571.28564282,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1581.14057029,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1590.99549775,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1600.85042521,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1610.70535268,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1620.56028014,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1630.41520760,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1640.27013507,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1650.12506253,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1659.97998999,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1669.83491746,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1679.68984492,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1689.54477239,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1699.39969985,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1709.25462731,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1719.10955478,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1728.96448224,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1738.81940970,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1748.67433717,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1758.52926463,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1768.38419210,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1778.23911956,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1788.09404702,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1797.94897449,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1807.80390195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1817.65882941,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1827.51375688,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1837.36868434,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1847.22361181,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1857.07853927,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1866.93346673,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1876.78839420,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1886.64332166,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1896.49824912,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1906.35317659,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1916.20810405,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1926.06303152,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1935.91795898,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1945.77288644,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1955.62781391,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1965.48274137,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1975.33766883,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1985.19259630,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1995.04752376,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2004.90245123,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2014.75737869,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2024.61230615,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2034.46723362,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2044.32216108,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2054.17708854,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2064.03201601,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2073.88694347,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2083.74187094,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2093.59679840,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2103.45172586,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2113.30665333,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2123.16158079,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2133.01650825,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2142.87143572,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2152.72636318,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2162.58129065,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2172.43621811,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2182.29114557,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2192.14607304,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2202.00100050,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2211.85592796,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2221.71085543,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2231.56578289,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2241.42071036,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2251.27563782,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2261.13056528,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2270.98549275,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2280.84042021,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2290.69534767,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2300.55027514,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2310.40520260,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2320.26013007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2330.11505753,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2339.96998499,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2349.82491246,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2359.67983992,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2369.53476738,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2379.38969485,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2389.24462231,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2399.09954977,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2408.95447724,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2418.80940470,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2428.66433217,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2438.51925963,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2448.37418709,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2458.22911456,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2468.08404202,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2477.93896948,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2487.79389695,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2497.64882441,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2507.50375188,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2517.35867934,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2527.21360680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2537.06853427,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2546.92346173,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2556.77838919,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2566.63331666,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2576.48824412,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2586.34317159,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2596.19809905,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2606.05302651,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2615.90795398,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2625.76288144,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2635.61780890,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2645.47273637,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2655.32766383,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2665.18259130,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2675.03751876,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2684.89244622,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2694.74737369,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2704.60230115,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2714.45722861,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2724.31215608,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2734.16708354,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2744.02201101,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2753.87693847,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2763.73186593,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2773.58679340,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2783.44172086,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2793.29664832,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2803.15157579,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2813.00650325,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2822.86143072,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2832.71635818,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2842.57128564,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2852.42621311,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2862.28114057,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2872.13606803,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2881.99099550,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2891.84592296,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2901.70085043,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2911.55577789,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2921.41070535,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2931.26563282,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2941.12056028,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2950.97548774,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2960.83041521,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2970.68534267,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2980.54027014,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2990.39519760,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3000.25012506,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3010.10505253,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3019.95997999,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3029.81490745,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3039.66983492,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3049.52476238,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3059.37968984,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3069.23461731,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3079.08954477,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3088.94447224,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3098.79939970,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3108.65432716,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3118.50925463,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3128.36418209,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3138.21910955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3148.07403702,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3157.92896448,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3167.78389195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3177.63881941,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3187.49374687,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3197.34867434,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3207.20360180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3217.05852926,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3226.91345673,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3236.76838419,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3246.62331166,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3256.47823912,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3266.33316658,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3276.18809405,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3286.04302151,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3295.89794897,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3305.75287644,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3315.60780390,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3325.46273137,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3335.31765883,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3345.17258629,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3355.02751376,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3364.88244122,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3374.73736868,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3384.59229615,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3394.44722361,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3404.30215108,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3414.15707854,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3424.01200600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3433.86693347,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3443.72186093,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3453.57678839,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3463.43171586,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3473.28664332,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3483.14157079,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3492.99649825,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3502.85142571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3512.70635318,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3522.56128064,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3532.41620810,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3542.27113557,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3552.12606303,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3561.98099050,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3571.83591796,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3581.69084542,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3591.54577289,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3601.40070035,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3611.25562781,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3621.11055528,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3630.96548274,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3640.82041021,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3650.67533767,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3660.53026513,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3670.38519260,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3680.24012006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3690.09504752,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3699.94997499,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3709.80490245,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3719.65982991,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3729.51475738,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3739.36968484,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3749.22461231,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3759.07953977,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3768.93446723,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3778.78939470,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3788.64432216,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3798.49924962,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3808.35417709,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3818.20910455,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3828.06403202,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3837.91895948,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3847.77388694,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3857.62881441,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3867.48374187,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3877.33866933,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3887.19359680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3897.04852426,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3906.90345173,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3916.75837919,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3926.61330665,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3936.46823412,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3946.32316158,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3956.17808904,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3966.03301651,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3975.88794397,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3985.74287144,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
3995.59779890,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4005.45272636,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4015.30765383,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
