T [K],Y(N2),Y(O2),Y(NO),Y(N),Y(O)
4025.16258129,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4035.01750875,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4044.87243622,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4054.72736368,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4064.58229115,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4074.43721861,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4084.29214607,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4094.14707354,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4104.00200100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4113.85692846,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4123.71185593,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4133.56678339,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4143.42171086,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4153.27663832,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4163.13156578,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4172.98649325,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4182.84142071,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4192.69634817,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4202.55127564,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4212.40620310,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4222.26113057,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4232.11605803,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4241.97098549,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4251.82591296,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4261.68084042,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4271.53576788,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4281.39069535,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4291.24562281,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4301.10055028,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4310.95547774,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4320.81040520,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4330.66533267,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4340.52026013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4350.37518759,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4360.23011506,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4370.08504252,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4379.93996998,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4389.79489745,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4399.64982491,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4409.50475238,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4419.35967984,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4429.21460730,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4439.06953477,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4448.92446223,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4458.77938969,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4468.63431716,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4478.48924462,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4488.34417209,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4498.19909955,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4508.05402701,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4517.90895448,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4527.76388194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4537.61880940,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4547.47373687,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4557.32866433,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4567.18359180,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4577.03851926,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4586.89344672,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4596.74837419,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4606.60330165,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4616.45822911,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4626.31315658,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4636.16808404,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4646.02301151,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4655.87793897,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4665.73286643,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4675.58779390,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4685.44272136,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4695.29764882,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4705.15257629,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4715.00750375,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4724.86243122,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4734.71735868,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4744.57228614,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4754.42721361,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4764.28214107,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4774.13706853,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4783.99199600,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4793.84692346,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4803.70185093,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4813.55677839,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4823.41170585,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4833.26663332,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4843.12156078,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4852.97648824,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4862.83141571,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4872.68634317,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4882.54127064,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4892.39619810,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4902.25112556,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4912.10605303,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4921.96098049,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4931.81590795,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4941.67083542,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4951.52576288,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4961.38069035,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4971.23561781,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4981.09054527,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
4990.94547274,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5000.80040020,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5010.65532766,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5020.51025513,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5030.36518259,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5040.22011006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5050.07503752,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5059.92996498,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5069.78489245,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5079.63981991,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5089.49474737,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5099.34967484,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5109.20460230,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5119.05952976,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5128.91445723,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5138.76938469,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5148.62431216,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5158.47923962,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5168.33416708,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5178.18909455,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5188.04402201,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5197.89894947,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5207.75387694,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5217.60880440,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5227.46373187,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5237.31865933,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5247.17358679,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5257.02851426,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5266.88344172,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5276.73836918,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5286.59329665,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5296.44822411,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5306.30315158,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5316.15807904,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5326.01300650,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5335.86793397,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5345.72286143,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5355.57778889,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5365.43271636,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5375.28764382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5385.14257129,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5394.99749875,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5404.85242621,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5414.70735368,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5424.56228114,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5434.41720860,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5444.27213607,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5454.12706353,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5463.98199100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5473.83691846,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5483.69184592,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5493.54677339,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5503.40170085,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5513.25662831,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5523.11155578,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5532.96648324,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5542.82141071,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5552.67633817,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5562.53126563,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5572.38619310,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5582.24112056,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5592.09604802,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5601.95097549,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5611.80590295,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5621.66083042,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5631.51575788,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5641.37068534,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5651.22561281,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5661.08054027,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5670.93546773,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5680.79039520,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5690.64532266,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5700.50025013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5710.35517759,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5720.21010505,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5730.06503252,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5739.91995998,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5749.77488744,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5759.62981491,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5769.48474237,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5779.33966983,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5789.19459730,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5799.04952476,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5808.90445223,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5818.75937969,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5828.61430715,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5838.46923462,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5848.32416208,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5858.17908954,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5868.03401701,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5877.88894447,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5887.74387194,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5897.59879940,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5907.45372686,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5917.30865433,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5927.16358179,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5937.01850925,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5946.87343672,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5956.72836418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5966.58329165,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5976.43821911,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5986.29314657,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
5996.14807404,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6006.00300150,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6015.85792896,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6025.71285643,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6035.56778389,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6045.42271136,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6055.27763882,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6065.13256628,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6074.98749375,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6084.84242121,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6094.69734867,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6104.55227614,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6114.40720360,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6124.26213107,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6134.11705853,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6143.97198599,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6153.82691346,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6163.68184092,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6173.53676838,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6183.39169585,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6193.24662331,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6203.10155078,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6212.95647824,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6222.81140570,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6232.66633317,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6242.52126063,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6252.37618809,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6262.23111556,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6272.08604302,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6281.94097049,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6291.79589795,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6301.65082541,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6311.50575288,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6321.36068034,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6331.21560780,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6341.07053527,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6350.92546273,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6360.78039020,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6370.63531766,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6380.49024512,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6390.34517259,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6400.20010005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6410.05502751,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6419.90995498,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6429.76488244,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6439.61980990,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6449.47473737,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6459.32966483,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6469.18459230,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6479.03951976,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6488.89444722,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6498.74937469,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6508.60430215,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6518.45922961,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6528.31415708,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6538.16908454,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6548.02401201,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6557.87893947,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6567.73386693,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6577.58879440,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6587.44372186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6597.29864932,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6607.15357679,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6617.00850425,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6626.86343172,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6636.71835918,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6646.57328664,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6656.42821411,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6666.28314157,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6676.13806903,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6685.99299650,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6695.84792396,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6705.70285143,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6715.55777889,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6725.41270635,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6735.26763382,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6745.12256128,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6754.97748874,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6764.83241621,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6774.68734367,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6784.54227114,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6794.39719860,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6804.25212606,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6814.10705353,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6823.96198099,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6833.81690845,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6843.67183592,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6853.52676338,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6863.38169085,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6873.23661831,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6883.09154577,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6892.94647324,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6902.80140070,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6912.65632816,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6922.51125563,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6932.36618309,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6942.22111056,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6952.07603802,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6961.93096548,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6971.78589295,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6981.64082041,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
6991.49574787,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7001.35067534,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7011.20560280,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7021.06053027,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7030.91545773,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7040.77038519,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7050.62531266,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7060.48024012,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7070.33516758,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7080.19009505,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7090.04502251,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7099.89994997,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7109.75487744,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7119.60980490,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7129.46473237,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7139.31965983,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7149.17458729,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7159.02951476,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7168.88444222,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7178.73936968,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7188.59429715,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7198.44922461,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7208.30415208,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7218.15907954,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7228.01400700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7237.86893447,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7247.72386193,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7257.57878939,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7267.43371686,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7277.28864432,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7287.14357179,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7296.99849925,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7306.85342671,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7316.70835418,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7326.56328164,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7336.41820910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7346.27313657,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7356.12806403,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7365.98299150,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7375.83791896,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7385.69284642,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7395.54777389,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7405.40270135,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7415.25762881,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7425.11255628,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7434.96748374,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7444.82241121,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7454.67733867,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7464.53226613,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7474.38719360,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7484.24212106,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7494.09704852,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7503.95197599,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7513.80690345,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7523.66183092,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7533.51675838,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7543.37168584,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7553.22661331,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7563.08154077,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7572.93646823,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7582.79139570,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7592.64632316,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7602.50125063,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7612.35617809,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7622.21110555,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7632.06603302,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7641.92096048,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7651.77588794,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7661.63081541,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7671.48574287,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7681.34067034,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7691.19559780,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7701.05052526,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7710.90545273,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7720.76038019,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
7730.61530765,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
