T [K],Y(N2),Y(O2),Y(NO),Y(N),Y(O),Y(N2+),Y(O2+),Y(NO+),Y(N+),Y(O+),Y(e-)
416.00077428,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
422.82226650,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
429.63135048,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
436.43090147,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
443.22088106,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
450.00098246,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
456.77097902,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
463.53063527,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
470.27972859,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
477.01808852,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
483.74542379,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
490.46158994,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
497.16640842,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
503.85971209,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
510.54134518,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
517.21116320,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
523.86903277,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
530.51483149,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
537.14844778,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
543.76978061,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
550.37873938,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
556.97524359,0.75720000,0.24280000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
563.55922267,0.75720000,0.24280000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
570.13061564,0.75720000,0.24280000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
576.68937092,0.75720000,0.24279999,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
583.23544602,0.75719999,0.24279999,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
589.76880720,0.75719999,0.24279999,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
596.28942928,0.75719999,0.24279999,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
602.79729525,0.75719999,0.24279999,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
609.29239604,0.75719999,0.24279998,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
615.77473018,0.75719998,0.24279998,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
622.24430349,0.75719998,0.24279998,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
628.70112883,0.75719998,0.24279997,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
635.14522574,0.75719997,0.24279997,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
641.57662018,0.75719997,0.24279996,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
647.99534422,0.75719996,0.24279995,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
654.40143574,0.75719995,0.24279995,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
660.79493815,0.75719995,0.24279994,0.00000012,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
667.17590011,0.75719994,0.24279993,0.00000014,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
673.54437523,0.75719993,0.24279991,0.00000016,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
679.90042179,0.75719991,0.24279990,0.00000019,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
686.24405780,0.75719990,0.24279988,0.00000022,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
692.57543639,0.75719988,0.24279987,0.00000025,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
698.89463765,0.75719986,0.24279985,0.00000029,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
705.20163716,0.75719984,0.24279982,0.00000033,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
711.49656047,0.75719982,0.24279980,0.00000038,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
717.77948845,0.75719980,0.24279977,0.00000044,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
724.05050486,0.75719977,0.24279973,0.00000050,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
730.30969611,0.75719973,0.24279970,0.00000057,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
736.55715107,0.75719970,0.24279965,0.00000065,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
742.79296081,0.75719966,0.24279961,0.00000074,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
749.01721841,0.75719961,0.24279956,0.00000083,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
755.23001875,0.75719956,0.24279950,0.00000094,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
761.43145831,0.75719951,0.24279944,0.00000106,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
767.62163496,0.75719945,0.24279937,0.00000119,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
773.80064778,0.75719938,0.24279929,0.00000133,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
779.96859689,0.75719931,0.24279921,0.00000149,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
786.12558323,0.75719922,0.24279911,0.00000166,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
792.27170843,0.75719914,0.24279901,0.00000185,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
798.40707464,0.75719904,0.24279890,0.00000206,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
804.53178432,0.75719893,0.24279878,0.00000229,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
810.64594014,0.75719882,0.24279865,0.00000254,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
816.74964480,0.75719869,0.24279850,0.00000281,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
822.84300087,0.75719855,0.24279835,0.00000310,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
828.92611068,0.75719840,0.24279818,0.00000342,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
834.99907614,0.75719824,0.24279799,0.00000377,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
841.06199866,0.75719807,0.24279779,0.00000414,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
847.11497895,0.75719788,0.24279758,0.00000455,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
853.15811697,0.75719767,0.24279734,0.00000499,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
859.19151175,0.75719745,0.24279709,0.00000546,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
865.21526129,0.75719722,0.24279682,0.00000597,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
871.22946246,0.75719696,0.24279653,0.00000651,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
877.23421088,0.75719669,0.24279621,0.00000710,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
883.22960079,0.75719639,0.24279588,0.00000773,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
889.21572498,0.75719608,0.24279552,0.00000841,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
895.19267469,0.75719574,0.24279513,0.00000913,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
901.16053947,0.75719538,0.24279472,0.00000990,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
907.11940714,0.75719499,0.24279428,0.00001073,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
913.06936366,0.75719458,0.24279381,0.00001161,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
919.01049304,0.75719414,0.24279331,0.00001255,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
924.94287730,0.75719367,0.24279277,0.00001355,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
930.86659634,0.75719318,0.24279221,0.00001462,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
936.78172785,0.75719265,0.24279160,0.00001575,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
942.68834729,0.75719209,0.24279096,0.00001695,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
948.58652777,0.75719149,0.24279028,0.00001823,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
954.47633997,0.75719086,0.24278956,0.00001958,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
960.35785210,0.75719019,0.24278880,0.00002101,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
966.23112981,0.75718949,0.24278799,0.00002252,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
972.09623613,0.75718874,0.24278714,0.00002413,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
977.95323139,0.75718795,0.24278623,0.00002582,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
983.80217318,0.75718712,0.24278528,0.00002760,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
989.64311629,0.75718624,0.24278428,0.00002948,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
995.47611263,0.75718531,0.24278322,0.00003147,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1000.11754093,0.75718456,0.24278236,0.00003308,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1005.91569385,0.75718355,0.24278121,0.00003525,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1011.70593336,0.75718248,0.24277999,0.00003752,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1017.48831899,0.75718137,0.24277872,0.00003991,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1023.26292893,0.75718020,0.24277738,0.00004242,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1029.02983953,0.75717897,0.24277598,0.00004506,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1034.78912534,0.75717768,0.24277450,0.00004782,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1040.54085913,0.75717633,0.24277296,0.00005071,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1046.28511196,0.75717491,0.24277135,0.00005374,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1052.02195318,0.75717343,0.24276966,0.00005691,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1057.75145050,0.75717189,0.24276789,0.00006022,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1063.47367000,0.75717027,0.24276604,0.00006369,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1069.18867619,0.75716858,0.24276411,0.00006731,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1074.89653202,0.75716682,0.24276210,0.00007109,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1080.59729892,0.75716498,0.24275999,0.00007503,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1086.29103687,0.75716306,0.24275780,0.00007914,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1091.97780438,0.75716106,0.24275552,0.00008342,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1097.65765855,0.75715898,0.24275314,0.00008789,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1103.33065508,0.75715681,0.24275066,0.00009253,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1108.99684837,0.75715455,0.24274808,0.00009736,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1114.65629143,0.75715220,0.24274540,0.00010239,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1120.30903604,0.75714976,0.24274262,0.00010762,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1125.95513268,0.75714723,0.24273972,0.00011305,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1131.59463062,0.75714460,0.24273672,0.00011869,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1137.22757791,0.75714187,0.24273359,0.00012454,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1142.85402144,0.75713903,0.24273036,0.00013061,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1148.47400693,0.75713609,0.24272700,0.00013691,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1154.08757901,0.75713305,0.24272352,0.00014343,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1159.69478118,0.75712989,0.24271991,0.00015020,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1165.29565590,0.75712662,0.24271618,0.00015720,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1170.89024457,0.75712324,0.24271231,0.00016445,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1176.47858758,0.75711973,0.24270831,0.00017195,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1182.06072431,0.75711611,0.24270417,0.00017971,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1187.63669318,0.75711237,0.24269990,0.00018774,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1193.20653167,0.75710849,0.24269547,0.00019603,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1198.77027633,0.75710450,0.24269091,0.00020460,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1204.32796280,0.75710037,0.24268619,0.00021344,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1209.87962585,0.75709610,0.24268132,0.00022258,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1215.42529940,0.75709170,0.24267629,0.00023200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1220.96501650,0.75708716,0.24267111,0.00024172,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1226.49880943,0.75708249,0.24266576,0.00025175,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1232.02670965,0.75707766,0.24266025,0.00026208,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1237.54874784,0.75707269,0.24265457,0.00027273,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1243.06495394,0.75706757,0.24264872,0.00028370,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1248.57535714,0.75706230,0.24264270,0.00029499,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1254.07998593,0.75705687,0.24263650,0.00030662,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1259.57886808,0.75705129,0.24263012,0.00031859,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1265.07203069,0.75704554,0.24262355,0.00033090,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1270.55950020,0.75703963,0.24261680,0.00034355,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1276.04130241,0.75703356,0.24260986,0.00035657,0.00000000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1281.51746246,0.75702731,0.24260273,0.00036994,0.00000000,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1286.98800492,0.75702090,0.24259540,0.00038368,0.00000000,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1292.45295373,0.75701431,0.24258787,0.00039780,0.00000000,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1297.91233227,0.75700754,0.24258014,0.00041229,0.00000000,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1303.36616334,0.75700060,0.24257221,0.00042717,0.00000000,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1308.81446920,0.75699347,0.24256407,0.00044244,0.00000000,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1314.25727157,0.75698616,0.24255571,0.00045810,0.00000000,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1319.69459166,0.75697866,0.24254714,0.00047417,0.00000000,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1325.12645016,0.75697097,0.24253836,0.00049064,0.00000000,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1330.55286727,0.75696309,0.24252935,0.00050753,0.00000000,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1335.97386272,0.75695501,0.24252012,0.00052483,0.00000000,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1341.38945576,0.75694674,0.24251066,0.00054256,0.00000000,0.00000004,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1346.79966520,0.75693826,0.24250097,0.00056072,0.00000000,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1352.20450940,0.75692958,0.24249105,0.00057932,0.00000000,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1357.60400629,0.75692069,0.24248090,0.00059836,0.00000000,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1362.99817339,0.75691159,0.24247050,0.00061785,0.00000000,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1368.38702781,0.75690228,0.24245986,0.00063779,0.00000000,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1373.77058628,0.75689276,0.24244898,0.00065818,0.00000000,0.00000007,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1379.14886511,0.75688302,0.24243785,0.00067905,0.00000000,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1384.52188028,0.75687307,0.24242647,0.00070038,0.00000000,0.00000009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1389.88964738,0.75686289,0.24241483,0.00072219,0.00000000,0.00000009,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1395.25218165,0.75685248,0.24240294,0.00074448,0.00000000,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1400.60949801,0.75684185,0.24239079,0.00076725,0.00000000,0.00000011,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1405.96161103,0.75683099,0.24237837,0.00079052,0.00000000,0.00000012,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1411.30853494,0.75681990,0.24236569,0.00081429,0.00000000,0.00000013,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1416.65028369,0.75680857,0.24235274,0.00083855,0.00000000,0.00000014,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1421.98687089,0.75679700,0.24233952,0.00086333,0.00000000,0.00000015,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1427.31830989,0.75678520,0.24232602,0.00088861,0.00000000,0.00000017,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1432.64461370,0.75677315,0.24231225,0.00091442,0.00000000,0.00000018,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1437.96579510,0.75676086,0.24229819,0.00094075,0.00000000,0.00000019,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1443.28186656,0.75674833,0.24228386,0.00096761,0.00000000,0.00000021,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1448.59284029,0.75673554,0.24226924,0.00099500,0.00000000,0.00000023,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1453.89872825,0.75672250,0.24225432,0.00102293,0.00000000,0.00000024,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1459.19954215,0.75670921,0.24223912,0.00105141,0.00000000,0.00000026,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1464.49529343,0.75669566,0.24222363,0.00108043,0.00000000,0.00000028,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1469.78599332,0.75668185,0.24220784,0.00111001,0.00000000,0.00000030,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1475.07165278,0.75666779,0.24219174,0.00114014,0.00000000,0.00000033,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1480.35228258,0.75665346,0.24217535,0.00117084,0.00000000,0.00000035,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1485.62789324,0.75663886,0.24215865,0.00120211,0.00000000,0.00000038,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1490.89849507,0.75662400,0.24214165,0.00123395,0.00000000,0.00000040,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1496.16409818,0.75660887,0.24212433,0.00126637,0.00000000,0.00000043,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1501.42471246,0.75659346,0.24210670,0.00129937,0.00000000,0.00000047,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1506.68034759,0.75657778,0.24208876,0.00133296,0.00000000,0.00000050,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1511.93101307,0.75656183,0.24207050,0.00136714,0.00000000,0.00000053,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1517.17671819,0.75654559,0.24205192,0.00140191,0.00000000,0.00000057,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1522.41747207,0.75652908,0.24203302,0.00143729,0.00000000,0.00000061,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1527.65328363,0.75651229,0.24201379,0.00147327,0.00000000,0.00000065,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1532.88416162,0.75649521,0.24199424,0.00150986,0.00000000,0.00000070,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
1538.11011458,0.75647784,0.24197435,0.00154706,0.00000000,0.00000075,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
