T,P,N2,O2,NO,N,O,NO+,e-
300.000000,101325.000000,7.80800000e-01,2.19200000e-01,2.35189547e-16,4.44382413e-80,2.17935908e-41,1.24213594e-86,1.24213594e-86
308.000000,101325.000000,7.80800000e-01,2.19200000e-01,6.08412069e-16,6.10303500e-78,2.91996317e-40,2.16194431e-84,2.16194431e-84
316.000000,101325.000000,7.80800000e-01,2.19200000e-01,1.50001963e-15,6.53590243e-76,3.43245962e-39,2.90016411e-82,2.90016411e-82
324.000000,101325.000000,7.80800000e-01,2.19200000e-01,3.53720694e-15,5.55946192e-74,3.57448706e-38,3.05683399e-80,3.05683399e-80
332.000000,101325.000000,7.80800000e-01,2.19200000e-01,8.00358786e-15,3.81903576e-72,3.32658420e-37,2.57605223e-78,2.57605223e-78
340.000000,101325.000000,7.80800000e-01,2.19200000e-01,1.74274849e-14,2.15087327e-70,2.78868303e-36,1.76328272e-76,1.76328272e-76
348.000000,101325.000000,7.80800000e-01,2.19200000e-01,3.66150206e-14,1.00684045e-68,2.12099210e-35,9.94477670e-75,9.94477670e-75
356.000000,101325.000000,7.80800000e-01,2.19200000e-01,7.44053357e-14,3.96644702e-67,1.47319819e-34,4.68205307e-73,4.68205307e-73
364.000000,101325.000000,7.80800000e-01,2.19200000e-01,1.46562523e-13,1.33006476e-65,9.40067098e-34,1.86213323e-71,1.86213323e-71
372.000000,101325.000000,7.80800000e-01,2.19200000e-01,2.80406256e-13,3.83605334e-64,5.54118389e-33,6.32468903e-70,6.32468903e-70
380.000000,101325.000000,7.80800000e-01,2.19200000e-01,5.22031711e-13,9.60656431e-63,3.03223886e-32,1.85287105e-68,1.85287105e-68
388.000000,101325.000000,7.80800000e-01,2.19200000e-01,9.47290565e-13,2.10723747e-61,1.54751064e-31,4.72493710e-67,4.72493710e-67
396.000000,101325.000000,7.80800000e-01,2.19200000e-01,1.67810930e-12,4.08136033e-60,7.39681446e-31,1.05764164e-65,1.05764164e-65
404.000000,101325.000000,7.80800000e-01,2.19200000e-01,2.90621841e-12,7.03154480e-59,3.32417000e-30,2.09426150e-64,2.09426150e-64
412.000000,101325.000000,7.80800000e-01,2.19200000e-01,4.92696368e-12,1.08495093e-57,1.40962920e-29,3.69462767e-63,3.69462767e-63
420.000000,101325.000000,7.80800000e-01,2.19200000e-01,8.18657351e-12,1.50874829e-56,5.65909616e-29,5.84547163e-62,5.84547163e-62
428.000000,101325.000000,7.80800000e-01,2.19200000e-01,1.33470647e-11,1.90195541e-55,2.15744544e-28,8.34498278e-61,8.34498278e-61
436.000000,101325.000000,7.80800000e-01,2.19200000e-01,2.13738814e-11,2.18526767e-54,7.83277562e-28,1.08104071e-59,1.08104071e-59
444.000000,101325.000000,7.80800000e-01,2.19200000e-01,3.36523702e-11,2.29987788e-53,2.71530429e-27,1.27745723e-58,1.27745723e-58
452.000000,101325.000000,7.80800000e-01,2.19200000e-01,5.21402852e-11,2.22752136e-52,9.00971931e-27,1.38373946e-57,1.38373946e-57
460.000000,101325.000000,7.80800000e-01,2.19200000e-01,7.95646788e-11,1.99405228e-51,2.86802601e-26,1.38017694e-56,1.38017694e-56
468.000000,101325.000000,7.80800000e-01,2.19200000e-01,1.19672739e-10,1.65653583e-50,8.77719167e-26,1.27298131e-55,1.27298131e-55
476.000000,101325.000000,7.80800000e-01,2.19200000e-01,1.77547363e-10,1.28188507e-49,2.58754844e-25,1.09000183e-54,1.09000183e-54
484.000000,101325.000000,7.80800000e-01,2.19200000e-01,2.59999495e-10,9.27273044e-49,7.36181312e-25,8.69657913e-54,8.69657913e-54
492.000000,101325.000000,7.80800000e-01,2.19200000e-01,3.76050416e-10,6.29076661e-48,2.02486148e-24,6.48753841e-53,6.48753841e-53
500.000000,101325.000000,7.80800000e-01,2.19200000e-01,5.37518350e-10,4.01488132e-47,5.39290708e-24,4.53962925e-52,4.53962925e-52
508.000000,101325.000000,7.80800000e-01,2.19200000e-01,7.59724740e-10,2.41750154e-46,1.39292041e-23,2.98868709e-51,2.98868709e-51
516.000000,101325.000000,7.80799999e-01,2.19200000e-01,1.06233647e-09,1.37708209e-45,3.49400314e-23,1.85647706e-50,1.85647706e-50
524.000000,101325.000000,7.80799999e-01,2.19199999e-01,1.47036108e-09,7.43968221e-45,8.52303182e-23,1.09094348e-49,1.09094348e-49
532.000000,101325.000000,7.80799999e-01,2.19199999e-01,2.01531255e-09,3.82108407e-44,2.02434312e-22,6.07999913e-49,6.07999913e-49
540.000000,101325.000000,7.80799999e-01,2.19199999e-01,2.73656567e-09,1.86995546e-43,4.68712399e-22,3.22117424e-48,3.22117424e-48
548.000000,101325.000000,7.80799998e-01,2.19199998e-01,3.68291710e-09,8.73788463e-43,1.05911778e-21,1.62590677e-47,1.62590677e-47
556.000000,101325.000000,7.80799997e-01,2.19199998e-01,4.91437111e-09,3.90640113e-42,2.33804575e-21,7.83526693e-47,7.83526693e-47
564.000000,101325.000000,7.80799997e-01,2.19199997e-01,6.50416781e-09,1.67401333e-41,5.04733731e-21,3.61196349e-46,3.61196349e-46
572.000000,101325.000000,7.80799996e-01,2.19199996e-01,8.54107096e-09,6.88847301e-41,1.06654180e-20,1.59577334e-45,1.59577334e-45
580.000000,101325.000000,7.80799994e-01,2.19199995e-01,1.11319316e-08,2.72644621e-40,2.20791816e-20,6.76861453e-45,6.76861453e-45
588.000000,101325.000000,7.80799993e-01,2.19199993e-01,1.44045428e-08,1.03960698e-39,4.48167228e-20,2.76089610e-44,2.76089610e-44
596.000000,101325.000000,7.80799991e-01,2.19199991e-01,1.85107995e-08,3.82464508e-39,8.92672838e-20,1.08468682e-43,1.08468682e-43
604.000000,101325.000000,7.80799988e-01,2.19199988e-01,2.36301756e-08,1.35950161e-38,1.74608175e-19,4.11063466e-43,4.11063466e-43
612.000000,101325.000000,7.80799985e-01,2.19199985e-01,2.99735295e-08,4.67540932e-38,3.35633133e-19,1.50479059e-42,1.50479059e-42
620.000000,101325.000000,7.80799981e-01,2.19199981e-01,3.77872460e-08,1.55763399e-37,6.34432161e-19,5.32827711e-42,5.32827711e-42
628.000000,101325.000000,7.80799976e-01,2.19199977e-01,4.73577222e-08,5.03319033e-37,1.18005682e-18,1.82722656e-41,1.82722656e-41
636.000000,101325.000000,7.80799970e-01,2.19199971e-01,5.90162013e-08,1.57925876e-36,2.16113229e-18,6.07598178e-41,6.07598178e-41
644.000000,101325.000000,7.80799963e-01,2.19199964e-01,7.31439564e-08,4.81692911e-36,3.89915735e-18,1.96135683e-40,1.96135683e-40
652.000000,101325.000000,7.80799954e-01,2.19199955e-01,9.01778248e-08,1.42970343e-35,6.93440451e-18,6.15298803e-40,6.15298803e-40
660.000000,101325.000000,7.80799944e-01,2.19199945e-01,1.10616089e-07,4.13342670e-35,1.21625066e-17,1.87782513e-39,1.87782513e-39
668.000000,101325.000000,7.80799932e-01,2.19199933e-01,1.35024702e-07,1.16512458e-34,2.10488411e-17,5.58075050e-39,5.58075050e-39
676.000000,101325.000000,7.80799917e-01,2.19199919e-01,1.64043844e-07,3.20495720e-34,3.59608516e-17,1.61661625e-38,1.61661625e-38
684.000000,101325.000000,7.80799900e-01,2.19199902e-01,1.98394807e-07,8.61056256e-34,6.06770314e-17,4.56864644e-38,4.56864644e-38
692.000000,101325.000000,7.80799880e-01,2.19199882e-01,2.38887192e-07,2.26128211e-33,1.01157508e-16,1.26068289e-37,1.26068289e-37
700.000000,101325.000000,7.80799856e-01,2.19199858e-01,2.86426404e-07,5.80938564e-33,1.66697735e-16,3.39951005e-37,3.39951005e-37
708.000000,101325.000000,7.80799828e-01,2.19199830e-01,3.42021424e-07,1.46110336e-32,2.71637269e-16,8.96514713e-37,8.96514713e-37
716.000000,101325.000000,7.80799795e-01,2.19199798e-01,4.06792855e-07,3.60010824e-32,4.37864560e-16,2.31394212e-36,2.31394212e-36
724.000000,101325.000000,7.80799757e-01,2.19199761e-01,4.81981196e-07,8.69619042e-32,6.98451975e-16,5.84939057e-36,5.84939057e-36
732.000000,101325.000000,7.80799714e-01,2.19199718e-01,5.68955350e-07,2.06064646e-31,1.10288027e-15,1.44919690e-35,1.44919690e-35
740.000000,101325.000000,7.80799663e-01,2.19199668e-01,6.69221313e-07,4.79301523e-31,1.72447768e-15,3.52115906e-35,3.52115906e-35
748.000000,101325.000000,7.80799605e-01,2.19199610e-01,7.84431051e-07,1.09497292e-30,2.67091730e-15,8.39568427e-35,8.39568427e-35
756.000000,101325.000000,7.80799539e-01,2.19199545e-01,9.16391506e-07,2.45829868e-30,4.09890129e-15,1.96561319e-34,1.96561319e-34
764.000000,101325.000000,7.80799463e-01,2.19199470e-01,1.06707372e-06,5.42674869e-30,6.23452951e-15,4.52126506e-34,4.52126506e-34
772.000000,101325.000000,7.80799377e-01,2.19199384e-01,1.23862208e-06,1.17854411e-29,9.40132355e-15,1.02230385e-33,1.02230385e-33
780.000000,101325.000000,7.80799279e-01,2.19199287e-01,1.43336354e-06,2.51924850e-29,1.40584803e-14,2.27345599e-33,2.27345599e-33
788.000000,101325.000000,7.80799169e-01,2.19199177e-01,1.65381698e-06,5.30303299e-29,2.08526924e-14,4.97506517e-33,4.97506517e-33
796.000000,101325.000000,7.80799044e-01,2.19199053e-01,1.90270250e-06,1.09978179e-28,3.06878296e-14,1.07183273e-32,1.07183273e-32
804.000000,101325.000000,7.80798903e-01,2.19198914e-01,2.18295066e-06,2.24807264e-28,4.48179697e-14,2.27443358e-32,2.27443358e-32
812.000000,101325.000000,7.80798745e-01,2.19198757e-01,2.49771175e-06,4.53128031e-28,6.49707445e-14,4.75588721e-32,4.75588721e-32
820.000000,101325.000000,7.80798568e-01,2.19198581e-01,2.85036489e-06,9.00982239e-28,9.35097851e-14,9.80366249e-32,9.80366249e-32
828.000000,101325.000000,7.80798371e-01,2.19198385e-01,3.24452705e-06,1.76793914e-27,1.33647272e-13,1.99307185e-31,1.99307185e-31
836.000000,101325.000000,7.80798150e-01,2.19198166e-01,3.68406189e-06,3.42482750e-27,1.89720292e-13,3.99767777e-31,3.99767777e-31
844.000000,101325.000000,7.80797905e-01,2.19197922e-01,4.17308849e-06,6.55222345e-27,2.67547971e-13,7.91423134e-31,7.91423134e-31
852.000000,101325.000000,7.80797633e-01,2.19197651e-01,4.71598980e-06,1.23842486e-26,3.74890247e-13,1.54698285e-30,1.54698285e-30
860.000000,101325.000000,7.80797331e-01,2.19197351e-01,5.31742096e-06,2.31328046e-26,5.22033834e-13,2.98670140e-30,2.98670140e-30
868.000000,101325.000000,7.80796998e-01,2.19197020e-01,5.98231722e-06,4.27175044e-26,7.22536467e-13,5.69738730e-30,5.69738730e-30
876.000000,101325.000000,7.80796630e-01,2.19196654e-01,6.71590178e-06,7.80078945e-26,9.94167050e-13,1.07418726e-29,1.07418726e-29
884.000000,101325.000000,7.80796226e-01,2.19196251e-01,7.52369314e-06,1.40915107e-25,1.36008704e-12,2.00235967e-29,2.00235967e-29
892.000000,101325.000000,7.80795781e-01,2.19195808e-01,8.41151227e-06,2.51877509e-25,1.85032736e-12,3.69142989e-29,3.69142989e-29
900.000000,101325.000000,7.80795293e-01,2.19195322e-01,9.38548938e-06,4.45611185e-25,2.50362566e-12,6.73233146e-29,6.73233146e-29
908.000000,101325.000000,7.80794758e-01,2.19194790e-01,1.04520703e-05,7.80504415e-25,3.36970071e-12,1.21500504e-28,1.21500504e-28
916.000000,101325.000000,7.80794174e-01,2.19194208e-01,1.16180226e-05,1.35381978e-24,4.51205480e-12,2.17045845e-28,2.17045845e-28
924.000000,101325.000000,7.80793537e-01,2.19193573e-01,1.28904413e-05,2.32606716e-24,6.01141100e-12,3.83884566e-28,3.83884566e-28
932.000000,101325.000000,7.80792842e-01,2.19192881e-01,1.42767538e-05,3.95972912e-24,7.96991029e-12,6.72413821e-28,6.72413821e-28
940.000000,101325.000000,7.80792087e-01,2.19192129e-01,1.57847252e-05,6.68025237e-24,1.05162144e-11,1.16672007e-27,1.16672007e-27
948.000000,101325.000000,7.80791266e-01,2.19191311e-01,1.74224623e-05,1.11712895e-23,1.38116842e-11,2.00583130e-27,2.00583130e-27
956.000000,101325.000000,7.80790377e-01,2.19190425e-01,1.91984178e-05,1.85221912e-23,1.80578285e-11,3.41759037e-27,3.41759037e-27
964.000000,101325.000000,7.80789414e-01,2.19189465e-01,2.11213939e-05,3.04545681e-23,2.35052506e-11,5.77218624e-27,5.77218624e-27
972.000000,101325.000000,7.80788373e-01,2.19188427e-01,2.32005450e-05,4.96675712e-23,3.04643505e-11,9.66605041e-27,9.66605041e-27
980.000000,101325.000000,7.80787249e-01,2.19187306e-01,2.54453808e-05,8.03600596e-23,3.93180795e-11,1.60522822e-26,1.60522822e-26
988.000000,101325.000000,7.80786037e-01,2.19186098e-01,2.78657682e-05,1.29014370e-22,5.05370851e-11,2.64418118e-26,2.64418118e-26
996.000000,101325.000000,7.80784732e-01,2.19184796e-01,3.04719330e-05,2.05564162e-22,6.46976295e-11,4.32112869e-26,4.32112869e-26
1004.000000,101325.000000,7.80783350e-01,2.19183416e-01,3.32340215e-05,3.26376299e-22,8.25768085e-11,6.99927249e-26,6.99927249e-26
1012.000000,101325.000000,7.80781844e-01,2.19181916e-01,3.62393144e-05,5.12526128e-22,1.04903022e-10,1.12641111e-25,1.12641111e-25
1020.000000,101325.000000,7.80780231e-01,2.19180307e-01,3.94627892e-05,7.99195702e-22,1.32769602e-10,1.79941462e-25,1.79941462e-25
1028.000000,101325.000000,7.80778502e-01,2.19178582e-01,4.29160802e-05,1.23765972e-21,1.67427847e-10,2.85384606e-25,2.85384606e-25
1036.000000,101325.000000,7.80776652e-01,2.19176737e-01,4.66111803e-05,1.90383552e-21,2.10383464e-10,4.49435327e-25,4.49435327e-25
1044.000000,101325.000000,7.80774675e-01,2.19174764e-01,5.05604390e-05,2.90940775e-21,2.63442440e-10,7.02928904e-25,7.02928904e-25
1052.000000,101325.000000,7.80772565e-01,2.19172658e-01,5.47765619e-05,4.41765367e-21,3.28764110e-10,1.09202145e-24,1.09202145e-24
1060.000000,101325.000000,7.80770314e-01,2.19170413e-01,5.92726077e-05,6.66582041e-21,4.08922348e-10,1.68535926e-24,1.68535926e-24
1068.000000,101325.000000,7.80767917e-01,2.19168020e-01,6.40619866e-05,9.99658111e-21,5.06975931e-10,2.58439795e-24,2.58439795e-24
1076.000000,101325.000000,7.80765421e-01,2.19165420e-01,6.91584504e-05,1.49020028e-20,6.26549209e-10,3.93816575e-24,3.93816575e-24
1084.000000,101325.000000,7.80762712e-01,2.19162711e-01,7.45761137e-05,2.20846464e-20,7.71924439e-10,5.96425962e-24,5.96425962e-24
1092.000000,101325.000000,7.80759835e-01,2.19159835e-01,8.03294151e-05,3.25420427e-20,9.48146935e-10,8.97853695e-24,8.97853695e-24
1100.000000,101325.000000,7.80756783e-01,2.19156783e-01,8.64331358e-05,4.76828200e-20,1.16114483e-09,1.34368638e-23,1.34368638e-23
1108.000000,101325.000000,7.80753548e-01,2.19153548e-01,9.29023894e-05,6.94855440e-20,1.41786492e-09,1.99934960e-23,1.99934960e-23
1116.000000,101325.000000,7.80750123e-01,2.19150123e-01,9.97526174e-05,1.00714857e-19,1.72642637e-09,2.95822808e-23,2.95822808e-23
1124.000000,101325.000000,7.80746499e-01,2.19146499e-01,1.06999584e-04,1.45214124e-19,2.09629433e-09,4.35290045e-23,4.35290045e-23
1132.000000,101325.000000,7.80742669e-01,2.19142669e-01,1.14659369e-04,2.08299726e-19,2.53847547e-09,6.37060368e-23,6.37060368e-23
1140.000000,101325.000000,7.80738625e-01,2.19138624e-01,1.22748365e-04,2.97289788e-19,3.06573772e-09,9.27441245e-23,9.27441245e-23
1148.000000,101325.000000,7.80734357e-01,2.19134356e-01,1.31283267e-04,4.22209854e-19,3.69285667e-09,1.34321029e-22,1.34321029e-22
1156.000000,101325.000000,7.80729858e-01,2.19129857e-01,1.40281072e-04,5.96730428e-19,4.43689121e-09,1.93552995e-22,1.93552995e-22
1164.000000,101325.000000,7.80725118e-01,2.19125117e-01,1.49759064e-04,8.39407017e-19,5.31749130e-09,2.77523197e-22,2.77523197e-22
1172.000000,101325.000000,7.80720130e-01,2.19120129e-01,1.59734815e-04,1.17531309e-18,6.35724072e-09,3.95991790e-22,3.95991790e-22
1180.000000,101325.000000,7.80714884e-01,2.19114882e-01,1.70226171e-04,1.63818125e-18,7.58203822e-09,5.62345691e-22,5.62345691e-22
1188.000000,101325.000000,7.80709371e-01,2.19109369e-01,1.81251248e-04,2.27319905e-18,9.02152026e-09,7.94863413e-22,7.94863413e-22
1196.000000,101325.000000,7.80703582e-01,2.19103579e-01,1.92828425e-04,3.14064460e-18,1.07095291e-08,1.11839219e-21,1.11839219e-21
1204.000000,101325.000000,7.80697507e-01,2.19097504e-01,2.04976333e-04,4.32059528e-18,1.26846303e-08,1.56656235e-21,1.56656235e-21
1212.000000,101325.000000,7.80691137e-01,2.19091134e-01,2.17713847e-04,5.91900220e-18,1.49906827e-08,2.18469898e-21,2.18469898e-21
1220.000000,101325.000000,7.80684463e-01,2.19084459e-01,2.31060081e-04,8.07549652e-18,1.76774674e-08,3.03363484e-21,3.03363484e-21
1228.000000,101325.000000,7.80677475e-01,2.19077470e-01,2.45034374e-04,1.09733835e-17,2.08013771e-08,4.19468370e-21,4.19468370e-21
1236.000000,101325.000000,7.80670162e-01,2.19070157e-01,2.59656286e-04,1.48523897e-17,2.44261737e-08,5.77610193e-21,5.77610193e-21
1244.000000,101325.000000,7.80662516e-01,2.19062510e-01,2.74945586e-04,2.00248641e-17,2.86238174e-08,7.92145177e-21,7.92145177e-21
1252.000000,101325.000000,7.80654526e-01,2.19054518e-01,2.90922244e-04,2.68962936e-17,3.34753725e-08,1.08203852e-20,1.08203852e-20
1260.000000,101325.000000,7.80646182e-01,2.19046173e-01,3.07606421e-04,3.59911944e-17,3.90719968e-08,1.47224986e-20,1.47224986e-20
1268.000000,101325.000000,7.80637473e-01,2.19037463e-01,3.25018461e-04,4.79856737e-17,4.55160186e-08,1.99550675e-20,1.99550675e-20
1276.000000,101325.000000,7.80628390e-01,2.19028378e-01,3.43178878e-04,6.37482460e-17,5.29221093e-08,2.69456695e-20,2.69456695e-20
1284.000000,101325.000000,7.80618922e-01,2.19018908e-01,3.62108353e-04,8.43908257e-17,6.14185553e-08,3.62509424e-20,3.62509424e-20
1292.000000,101325.000000,7.80609058e-01,2.19009043e-01,3.81827716e-04,1.11332232e-16,7.11486387e-08,4.85930163e-20,4.85930163e-20
1300.000000,101325.000000,7.80598789e-01,2.18998771e-01,4.02357944e-04,1.46377023e-16,8.22721312e-08,6.49055166e-20,6.49055166e-20
1308.000000,101325.000000,7.80588103e-01,2.18988082e-01,4.23720145e-04,1.91813064e-16,9.49669091e-08,8.63914602e-20,8.63914602e-20
1316.000000,101325.000000,7.80576990e-01,2.18976966e-01,4.45935553e-04,2.50531902e-16,1.09430697e-07,1.14595888e-19,1.14595888e-19
1324.000000,101325.000000,7.80565438e-01,2.18965410e-01,4.69025514e-04,3.26176851e-16,1.25882949e-07,1.51496702e-19,1.51496702e-19
1332.000000,101325.000000,7.80553438e-01,2.18953406e-01,4.93011480e-04,4.23324634e-16,1.44566866e-07,1.99617907e-19,1.99617907e-19
1340.000000,101325.000000,7.80540978e-01,2.18940941e-01,5.17914994e-04,5.47707525e-16,1.65751579e-07,2.62170382e-19,2.62170382e-19
1348.000000,101325.000000,7.80528047e-01,2.18928005e-01,5.43757687e-04,7.06484296e-16,1.89734474e-07,3.43226325e-19,3.43226325e-19
1356.000000,101325.000000,7.80514635e-01,2.18914587e-01,5.70561262e-04,9.08569744e-16,2.16843703e-07,4.47934819e-19,4.47934819e-19
1364.000000,101325.000000,7.80500730e-01,2.18900675e-01,5.98347486e-04,1.16503440e-15,2.47440854e-07,5.82787443e-19,5.82787443e-19
1372.000000,101325.000000,7.80486321e-01,2.18886259e-01,6.27138183e-04,1.48958809e-15,2.81923826e-07,7.55944628e-19,7.55944628e-19
1380.000000,101325.000000,7.80471397e-01,2.18871327e-01,6.56955218e-04,1.89916334e-15,3.20729876e-07,9.77635557e-19,9.77635557e-19
1388.000000,101325.000000,7.80455948e-01,2.18855868e-01,6.87820495e-04,2.41461756e-15,3.64338893e-07,1.26064684e-18,1.26064684e-18
1396.000000,101325.000000,7.80439961e-01,2.18839870e-01,7.19755939e-04,3.06157595e-15,4.13276866e-07,1.62091810e-18,1.62091810e-18
1404.000000,101325.000000,7.80423426e-01,2.18823323e-01,7.52783493e-04,3.87144092e-15,4.68119585e-07,2.07826596e-18,2.07826596e-18
1412.000000,101325.000000,7.80406331e-01,2.18806215e-01,7.86925105e-04,4.88259786e-15,5.29496570e-07,2.65726188e-18,2.65726188e-18
1420.000000,101325.000000,7.80388665e-01,2.18788534e-01,8.22202721e-04,6.14185221e-15,5.98095244e-07,3.38829380e-18,3.38829380e-18
1428.000000,101325.000000,7.80370417e-01,2.18770270e-01,8.58638270e-04,7.70613801e-15,6.74665356e-07,4.30884701e-18,4.30884701e-18
1436.000000,101325.000000,7.80351576e-01,2.18751410e-01,8.96253662e-04,9.64454460e-15,7.60023664e-07,5.46504564e-18,5.46504564e-18
1444.000000,101325.000000,7.80332131e-01,2.18731943e-01,9.35070774e-04,1.20407154e-14,8.55058898e-07,6.91350349e-18,6.91350349e-18
1452.000000,101325.000000,7.80312069e-01,2.18711859e-01,9.75111442e-04,1.49956805e-14,9.60736989e-07,8.72354093e-18,8.72354093e-18
1460.000000,101325.000000,7.80291380e-01,2.18691144e-01,1.01639745e-03,1.86311947e-14,1.07810661e-06,1.09798343e-17,1.09798343e-17
1468.000000,101325.000000,7.80270053e-01,2.18669788e-01,1.05895053e-03,2.30936618e-14,1.20830500e-06,1.37855751e-17,1.37855751e-17
1476.000000,101325.000000,7.80248076e-01,2.18647779e-01,1.10279233e-03,2.85587400e-14,1.35256411e-06,1.72662281e-17,1.72662281e-17
1484.000000,101325.000000,7.80225437e-01,2.18625106e-01,1.14794444e-03,3.52367335e-14,1.51221707e-06,2.15739930e-17,2.15739930e-17
1492.000000,101325.000000,7.80202127e-01,2.18601756e-01,1.19442835e-03,4.33788929e-14,1.68870502e-06,2.68930893e-17,2.68930893e-17
1500.000000,101325.000000,7.80178132e-01,2.18577719e-01,1.24226547e-03,5.32847630e-14,1.88358418e-06,3.34460034e-17,3.34460034e-17
1508.000000,101325.000000,7.80153442e-01,2.18552982e-01,1.29147709e-03,6.53107339e-14,2.09853342e-06,4.15008575e-17,4.15008575e-17
1516.000000,101325.000000,7.80128046e-01,2.18527534e-01,1.34208441e-03,7.98799753e-14,2.33536207e-06,5.13800838e-17,5.13800838e-17
1524.000000,101325.000000,7.80101932e-01,2.18501363e-01,1.39410850e-03,9.74939527e-14,2.59601820e-06,6.34706155e-17,6.34706155e-17
1532.000000,101325.000000,7.80075089e-01,2.18474458e-01,1.44757030e-03,1.18745756e-13,2.88259718e-06,7.82358352e-17,7.82358352e-17
1540.000000,101325.000000,7.80047506e-01,2.18446806e-01,1.50249062e-03,1.44335496e-13,3.19735071e-06,9.62295568e-17,9.62295568e-17
1548.000000,101325.000000,7.80019172e-01,2.18418395e-01,1.55889013e-03,1.75088051e-13,3.54269623e-06,1.18112356e-16,1.18112356e-16
1556.000000,101325.000000,7.79990074e-01,2.18389215e-01,1.61678934e-03,2.11973504e-13,3.92122677e-06,1.44670608e-16,1.44670608e-16
1564.000000,101325.000000,7.79960203e-01,2.18359253e-01,1.67620862e-03,2.56130609e-13,4.33572111e-06,1.76838639e-16,1.76838639e-16
1572.000000,101325.000000,7.79929546e-01,2.18328496e-01,1.73716816e-03,3.08893721e-13,4.78915453e-06,2.15724453e-16,2.15724453e-16
1580.000000,101325.000000,7.79898093e-01,2.18296934e-01,1.79968798e-03,3.71823616e-13,5.28470986e-06,2.62639563e-16,2.62639563e-16
1588.000000,101325.000000,7.79865832e-01,2.18264555e-01,1.86378794e-03,4.46742733e-13,5.82578908e-06,3.19133514e-16,3.19133514e-16
1596.000000,101325.000000,7.79832751e-01,2.18231345e-01,1.92948769e-03,5.35775386e-13,6.41602527e-06,3.87033766e-16,3.87033766e-16
1604.000000,101325.000000,7.79798841e-01,2.18197293e-01,1.99680669e-03,6.41393585e-13,7.05929515e-06,4.68491695e-16,4.68491695e-16
1612.000000,101325.000000,7.79764088e-01,2.18162388e-01,2.06576423e-03,7.66469152e-13,7.75973194e-06,5.66035561e-16,5.66035561e-16
1620.000000,101325.000000,7.79728483e-01,2.18126615e-01,2.13637935e-03,9.14332920e-13,8.52173884e-06,6.82631389e-16,6.82631389e-16
1628.000000,101325.000000,7.79692014e-01,2.18089965e-01,2.20867092e-03,1.08884186e-12,9.35000289e-06,8.21752842e-16,8.21752842e-16
1636.000000,101325.000000,7.79654670e-01,2.18052423e-01,2.28265757e-03,1.29445510e-12,1.02495094e-05,9.87461278e-16,9.87461278e-16
1644.000000,101325.000000,7.79616439e-01,2.18013978e-01,2.35835771e-03,1.53631984e-12,1.12255567e-05,1.18449733e-15,1.18449733e-15
1652.000000,101325.000000,7.79577310e-01,2.17974617e-01,2.43578951e-03,1.82036839e-12,1.22837719e-05,1.41838551e-15,1.41838551e-15
1660.000000,101325.000000,7.79537271e-01,2.17934328e-01,2.51497094e-03,2.15342752e-12,1.34301262e-05,1.69555349e-15,1.69555349e-15
1668.000000,101325.000000,7.79496313e-01,2.17893097e-01,2.59591968e-03,2.54334156e-12,1.46709517e-05,2.02346795e-15,2.02346795e-15
1676.000000,101325.000000,7.79454422e-01,2.17850912e-01,2.67865320e-03,2.99911081e-12,1.60129585e-05,2.41078903e-15,2.41078903e-15
1684.000000,101325.000000,7.79411588e-01,2.17807760e-01,2.76318871e-03,3.53104684e-12,1.74632516e-05,2.86754563e-15,2.86754563e-15
1692.000000,101325.000000,7.79367799e-01,2.17763628e-01,2.84954316e-03,4.15094667e-12,1.90293492e-05,3.40533424e-15,3.40533424e-15
1700.000000,101325.000000,7.79323045e-01,2.17718503e-01,2.93773323e-03,4.87228766e-12,2.07192012e-05,4.03754398e-15,4.03754398e-15
1708.000000,101325.000000,7.79277312e-01,2.17672371e-01,3.02777535e-03,5.71044551e-12,2.25412081e-05,4.77961097e-15,4.77961097e-15
1716.000000,101325.000000,7.79230591e-01,2.17625219e-01,3.11968567e-03,6.68293755e-12,2.45042408e-05,5.64930557e-15,5.64930557e-15
1724.000000,101325.000000,7.79182868e-01,2.17577034e-01,3.21348006e-03,7.80969414e-12,2.66176603e-05,6.66705611e-15,6.66705611e-15
1732.000000,101325.000000,7.79134134e-01,2.17527801e-01,3.30917411e-03,9.11336084e-12,2.88913386e-05,7.85631351e-15,7.85631351e-15
1740.000000,101325.000000,7.79084375e-01,2.17477506e-01,3.40678313e-03,1.06196346e-11,3.13356798e-05,9.24396108e-15,9.24396108e-15
1748.000000,101325.000000,7.79033580e-01,2.17426136e-01,3.50632213e-03,1.23576370e-11,3.39616417e-05,1.08607748e-14,1.08607748e-14
1756.000000,101325.000000,7.78981738e-01,2.17373676e-01,3.60780585e-03,1.43603291e-11,3.67807582e-05,1.27419396e-14,1.27419396e-14
1764.000000,101325.000000,7.78928836e-01,2.17320110e-01,3.71124870e-03,1.66649699e-11,3.98051618e-05,1.49276272e-14,1.49276272e-14
1772.000000,101325.000000,7.78874862e-01,2.17265426e-01,3.81666480e-03,1.93136253e-11,4.30476070e-05,1.74636431e-14,1.74636431e-14
1780.000000,101325.000000,7.78819804e-01,2.17209606e-01,3.92406798e-03,2.23537298e-11,4.65214941e-05,2.04021491e-14,2.04021491e-14
1788.000000,101325.000000,7.78763650e-01,2.17152637e-01,4.03347174e-03,2.58387071e-11,5.02408937e-05,2.38024692e-14,2.38024692e-14
