T,P,N2,O2,NO,N,O,NO+,e-
3812.000000,101325.000000,6.65294329e-01,5.31695144e-02,4.78447623e-02,6.98613427e-04,2.32989330e-01,1.72544916e-06,1.72544916e-06
3820.000000,101325.000000,6.64674793e-01,5.21781490e-02,4.76569750e-02,7.21004128e-04,2.34765523e-01,1.77813782e-06,1.77813782e-06
3828.000000,101325.000000,6.64063140e-01,5.11990192e-02,4.74660747e-02,7.44018050e-04,2.36524084e-01,1.83212548e-06,1.83212548e-06
3836.000000,101325.000000,6.63459409e-01,5.02322308e-02,4.72721608e-02,7.67669820e-04,2.38264755e-01,1.88743566e-06,1.88743566e-06
3844.000000,101325.000000,6.62863629e-01,4.92778796e-02,4.70753331e-02,7.91974345e-04,2.39987295e-01,1.94409215e-06,1.94409215e-06
3852.000000,101325.000000,6.62275827e-01,4.83360513e-02,4.68756914e-02,8.16946803e-04,2.41691479e-01,2.00211900e-06,2.00211900e-06
3860.000000,101325.000000,6.61696019e-01,4.74068215e-02,4.66733358e-02,8.42602655e-04,2.43377098e-01,2.06154054e-06,2.06154054e-06
3868.000000,101325.000000,6.61124217e-01,4.64902559e-02,4.64683660e-02,8.68957647e-04,2.45043958e-01,2.12238138e-06,2.12238138e-06
3876.000000,101325.000000,6.60560426e-01,4.55864102e-02,4.62608817e-02,8.96027811e-04,2.46691885e-01,2.18466639e-06,2.18466639e-06
3884.000000,101325.000000,6.60004643e-01,4.46953308e-02,4.60509824e-02,9.23829468e-04,2.48320717e-01,2.24842073e-06,2.24842073e-06
3892.000000,101325.000000,6.59456861e-01,4.38170541e-02,4.58387671e-02,9.52379236e-04,2.49930311e-01,2.31366985e-06,2.31366985e-06
3900.000000,101325.000000,6.58917066e-01,4.29516073e-02,4.56243345e-02,9.81694028e-04,2.51520538e-01,2.38043947e-06,2.38043947e-06
3908.000000,101325.000000,6.58385236e-01,4.20990085e-02,4.54077826e-02,1.01179106e-03,2.53091284e-01,2.44875562e-06,2.44875562e-06
3916.000000,101325.000000,6.57861347e-01,4.12592665e-02,4.51892089e-02,1.04268785e-03,2.54642453e-01,2.51864459e-06,2.51864459e-06
3924.000000,101325.000000,6.57345366e-01,4.04323813e-02,4.49687101e-02,1.07440222e-03,2.56173961e-01,2.59013298e-06,2.59013298e-06
3932.000000,101325.000000,6.56837254e-01,3.96183443e-02,4.47463822e-02,1.10695231e-03,2.57685740e-01,2.66324771e-06,2.66324771e-06
3940.000000,101325.000000,6.56336971e-01,3.88171384e-02,4.45223202e-02,1.14035657e-03,2.59177738e-01,2.73801595e-06,2.73801595e-06
3948.000000,101325.000000,6.55844465e-01,3.80287384e-02,4.42966183e-02,1.17463377e-03,2.60649915e-01,2.81446521e-06,2.81446521e-06
3956.000000,101325.000000,6.55359685e-01,3.72531109e-02,4.40693694e-02,1.20980300e-03,2.62102247e-01,2.89262329e-06,2.89262329e-06
3964.000000,101325.000000,6.54882570e-01,3.64902150e-02,4.38406656e-02,1.24588368e-03,2.63534720e-01,2.97251831e-06,2.97251831e-06
3972.000000,101325.000000,6.54413059e-01,3.57400022e-02,4.36105978e-02,1.28289554e-03,2.64947338e-01,3.05417867e-06,3.05417867e-06
3980.000000,101325.000000,6.53951081e-01,3.50024168e-02,4.33792555e-02,1.32085866e-03,2.66340113e-01,3.13763313e-06,3.13763313e-06
3988.000000,101325.000000,6.53496565e-01,3.42773960e-02,4.31467270e-02,1.35979344e-03,2.67713073e-01,3.22291073e-06,3.22291073e-06
3996.000000,101325.000000,6.53049433e-01,3.35648704e-02,4.29130993e-02,1.39972063e-03,2.69066257e-01,3.31004083e-06,3.31004083e-06
4004.000000,101325.000000,6.52609604e-01,3.28647643e-02,4.26784581e-02,1.44066131e-03,2.70399714e-01,3.39905313e-06,3.39905313e-06
4012.000000,101325.000000,6.52176993e-01,3.21769956e-02,4.24428874e-02,1.48263692e-03,2.71713507e-01,3.48997765e-06,3.48997765e-06
4020.000000,101325.000000,6.51751511e-01,3.15014765e-02,4.22064700e-02,1.52566922e-03,2.73007707e-01,3.58284473e-06,3.58284473e-06
4028.000000,101325.000000,6.51333065e-01,3.08381135e-02,4.19692871e-02,1.56978035e-03,2.74282398e-01,3.67768503e-06,3.67768503e-06
4036.000000,101325.000000,6.50921559e-01,3.01868077e-02,4.17314181e-02,1.61499279e-03,2.75537673e-01,3.77452957e-06,3.77452957e-06
4044.000000,101325.000000,6.50516894e-01,2.95474554e-02,4.14929412e-02,1.66132938e-03,2.76773633e-01,3.87340969e-06,3.87340969e-06
4052.000000,101325.000000,6.50118968e-01,2.89199478e-02,4.12539327e-02,1.70881331e-03,2.77990390e-01,3.97435705e-06,3.97435705e-06
4060.000000,101325.000000,6.49727674e-01,2.83041719e-02,4.10144674e-02,1.75746815e-03,2.79188063e-01,4.07740368e-06,4.07740368e-06
4068.000000,101325.000000,6.49342906e-01,2.77000102e-02,4.07746184e-02,1.80731783e-03,2.80366782e-01,4.18258193e-06,4.18258193e-06
4076.000000,101325.000000,6.48964553e-01,2.71073414e-02,4.05344569e-02,1.85838665e-03,2.81526682e-01,4.28992450e-06,4.28992450e-06
4084.000000,101325.000000,6.48592501e-01,2.65260406e-02,4.02940527e-02,1.91069928e-03,2.82667907e-01,4.39946445e-06,4.39946445e-06
4092.000000,101325.000000,6.48226636e-01,2.59559793e-02,4.00534738e-02,1.96428078e-03,2.83790607e-01,4.51123518e-06,4.51123518e-06
4100.000000,101325.000000,6.47866842e-01,2.53970258e-02,3.98127863e-02,2.01915657e-03,2.84894939e-01,4.62527042e-06,4.62527042e-06
4108.000000,101325.000000,6.47512997e-01,2.48490457e-02,3.95720547e-02,2.07535247e-03,2.85981066e-01,4.74160429e-06,4.74160429e-06
4116.000000,101325.000000,6.47164983e-01,2.43119018e-02,3.93313418e-02,2.13289467e-03,2.87049158e-01,4.86027124e-06,4.86027124e-06
4124.000000,101325.000000,6.46822677e-01,2.37854544e-02,3.90907085e-02,2.19180977e-03,2.88099387e-01,4.98130609e-06,4.98130609e-06
4132.000000,101325.000000,6.46485956e-01,2.32695617e-02,3.88502141e-02,2.25212475e-03,2.89131934e-01,5.10474400e-06,5.10474400e-06
4140.000000,101325.000000,6.46154694e-01,2.27640801e-02,3.86099160e-02,2.31386698e-03,2.90146982e-01,5.23062052e-06,5.23062052e-06
4148.000000,101325.000000,6.45828765e-01,2.22688640e-02,3.83698701e-02,2.37706424e-03,2.91144719e-01,5.35897154e-06,5.35897154e-06
4156.000000,101325.000000,6.45508043e-01,2.17837665e-02,3.81301303e-02,2.44174471e-03,2.92125336e-01,5.48983331e-06,5.48983331e-06
4164.000000,101325.000000,6.45192399e-01,2.13086392e-02,3.78907490e-02,2.50793696e-03,2.93089029e-01,5.62324247e-06,5.62324247e-06
4172.000000,101325.000000,6.44881706e-01,2.08433329e-02,3.76517766e-02,2.57566998e-03,2.94035996e-01,5.75923601e-06,5.75923601e-06
4180.000000,101325.000000,6.44575833e-01,2.03876972e-02,3.74132623e-02,2.64497319e-03,2.94966439e-01,5.89785129e-06,5.89785129e-06
4188.000000,101325.000000,6.44274652e-01,1.99415811e-02,3.71752530e-02,2.71587638e-03,2.95880559e-01,6.03912604e-06,6.03912604e-06
4196.000000,101325.000000,6.43978032e-01,1.95048333e-02,3.69377945e-02,2.78840979e-03,2.96778564e-01,6.18309837e-06,6.18309837e-06
4204.000000,101325.000000,6.43685843e-01,1.90773019e-02,3.67009306e-02,2.86260407e-03,2.97660661e-01,6.32980675e-06,6.32980675e-06
4212.000000,101325.000000,6.43397954e-01,1.86588348e-02,3.64647035e-02,2.93849030e-03,2.98527059e-01,6.47929003e-06,6.47929003e-06
4220.000000,101325.000000,6.43114235e-01,1.82492801e-02,3.62291541e-02,3.01609997e-03,2.99377967e-01,6.63158743e-06,6.63158743e-06
4228.000000,101325.000000,6.42834556e-01,1.78484858e-02,3.59943213e-02,3.09546500e-03,3.00213598e-01,6.78673855e-06,6.78673855e-06
4236.000000,101325.000000,6.42558786e-01,1.74563004e-02,3.57602428e-02,3.17661776e-03,3.01034164e-01,6.94478336e-06,6.94478336e-06
4244.000000,101325.000000,6.42286794e-01,1.70725727e-02,3.55269545e-02,3.25959103e-03,3.01839876e-01,7.10576222e-06,7.10576222e-06
4252.000000,101325.000000,6.42018451e-01,1.66971520e-02,3.52944910e-02,3.34441805e-03,3.02630948e-01,7.26971586e-06,7.26971586e-06
4260.000000,101325.000000,6.41753628e-01,1.63298883e-02,3.50628853e-02,3.43113248e-03,3.03407593e-01,7.43668538e-06,7.43668538e-06
4268.000000,101325.000000,6.41492194e-01,1.59706327e-02,3.48321690e-02,3.51976843e-03,3.04170022e-01,7.60671227e-06,7.60671227e-06
4276.000000,101325.000000,6.41234022e-01,1.56192367e-02,3.46023723e-02,3.61036046e-03,3.04918449e-01,7.77983840e-06,7.77983840e-06
4284.000000,101325.000000,6.40978983e-01,1.52755531e-02,3.43735239e-02,3.70294357e-03,3.05653084e-01,7.95610601e-06,7.95610601e-06
4292.000000,101325.000000,6.40726949e-01,1.49394359e-02,3.41456513e-02,3.79755320e-03,3.06374140e-01,8.13555771e-06,8.13555771e-06
4300.000000,101325.000000,6.40477793e-01,1.46107401e-02,3.39187806e-02,3.89422528e-03,3.07081824e-01,8.31823653e-06,8.31823653e-06
4308.000000,101325.000000,6.40231390e-01,1.42893221e-02,3.36929364e-02,3.99299615e-03,3.07776347e-01,8.50418585e-06,8.50418585e-06
4316.000000,101325.000000,6.39987613e-01,1.39750395e-02,3.34681424e-02,4.09390263e-03,3.08457916e-01,8.69344942e-06,8.69344942e-06
4324.000000,101325.000000,6.39746338e-01,1.36677515e-02,3.32444207e-02,4.19698201e-03,3.09126736e-01,8.88607140e-06,8.88607140e-06
4332.000000,101325.000000,6.39507441e-01,1.33673188e-02,3.30217925e-02,4.30227202e-03,3.09783012e-01,9.08209630e-06,9.08209630e-06
4340.000000,101325.000000,6.39270798e-01,1.30736035e-02,3.28002776e-02,4.40981087e-03,3.10426947e-01,9.28156905e-06,9.28156905e-06
4348.000000,101325.000000,6.39036287e-01,1.27864696e-02,3.25798947e-02,4.51963723e-03,3.11058743e-01,9.48453491e-06,9.48453491e-06
4356.000000,101325.000000,6.38803787e-01,1.25057824e-02,3.23606615e-02,4.63179025e-03,3.11678597e-01,9.69103955e-06,9.69103955e-06
4364.000000,101325.000000,6.38573177e-01,1.22314094e-02,3.21425944e-02,4.74630954e-03,3.12286708e-01,9.90112902e-06,9.90112902e-06
4372.000000,101325.000000,6.38344337e-01,1.19632193e-02,3.19257089e-02,4.86323518e-03,3.12883269e-01,1.01148497e-05,1.01148497e-05
4380.000000,101325.000000,6.38117150e-01,1.17010830e-02,3.17100195e-02,4.98260775e-03,3.13468475e-01,1.03322485e-05,1.03322485e-05
4388.000000,101325.000000,6.37891497e-01,1.14448731e-02,3.14955395e-02,5.10446828e-03,3.14042515e-01,1.05533725e-05,1.05533725e-05
4396.000000,101325.000000,6.37667261e-01,1.11944641e-02,3.12822814e-02,5.22885830e-03,3.14605578e-01,1.07782692e-05,1.07782692e-05
4404.000000,101325.000000,6.37444327e-01,1.09497323e-02,3.10702568e-02,5.35581981e-03,3.15157850e-01,1.10069866e-05,1.10069866e-05
4412.000000,101325.000000,6.37222580e-01,1.07105559e-02,3.08594763e-02,5.48539531e-03,3.15699513e-01,1.12395730e-05,1.12395730e-05
4420.000000,101325.000000,6.37001907e-01,1.04768151e-02,3.06499496e-02,5.61762776e-03,3.16230749e-01,1.14760771e-05,1.14760771e-05
4428.000000,101325.000000,6.36782193e-01,1.02483921e-02,3.04416855e-02,5.75256063e-03,3.16751736e-01,1.17165479e-05,1.17165479e-05
4436.000000,101325.000000,6.36563328e-01,1.00251707e-02,3.02346922e-02,5.89023788e-03,3.17262649e-01,1.19610348e-05,1.19610348e-05
4444.000000,101325.000000,6.36345201e-01,9.80703716e-03,3.00289770e-02,6.03070393e-03,3.17763662e-01,1.22095876e-05,1.22095876e-05
4452.000000,101325.000000,6.36127702e-01,9.59387928e-03,2.98245462e-02,6.17400374e-03,3.18254944e-01,1.24622565e-05,1.24622565e-05
4460.000000,101325.000000,6.35910722e-01,9.38558698e-03,2.96214056e-02,6.32018273e-03,3.18736664e-01,1.27190920e-05,1.27190920e-05
4468.000000,101325.000000,6.35694153e-01,9.18205215e-03,2.94195604e-02,6.46928683e-03,3.19208987e-01,1.29801449e-05,1.29801449e-05
4476.000000,101325.000000,6.35477889e-01,8.98316859e-03,2.92190148e-02,6.62136245e-03,3.19672074e-01,1.32454665e-05,1.32454665e-05
4484.000000,101325.000000,6.35261823e-01,8.78883209e-03,2.90197725e-02,6.77645653e-03,3.20126086e-01,1.35151084e-05,1.35151084e-05
4492.000000,101325.000000,6.35045850e-01,8.59894034e-03,2.88218365e-02,6.93461647e-03,3.20571178e-01,1.37891227e-05,1.37891227e-05
4500.000000,101325.000000,6.34829867e-01,8.41339300e-03,2.86252093e-02,7.09589021e-03,3.21007506e-01,1.40675615e-05,1.40675615e-05
4508.000000,101325.000000,6.34613770e-01,8.23209162e-03,2.84298926e-02,7.26032616e-03,3.21435219e-01,1.43504776e-05,1.43504776e-05
4516.000000,101325.000000,6.34397457e-01,8.05493970e-03,2.82358878e-02,7.42797325e-03,3.21854467e-01,1.46379241e-05,1.46379241e-05
4524.000000,101325.000000,6.34180826e-01,7.88184259e-03,2.80431955e-02,7.59888091e-03,3.22265395e-01,1.49299543e-05,1.49299543e-05
4532.000000,101325.000000,6.33963778e-01,7.71270755e-03,2.78518159e-02,7.77309907e-03,3.22668146e-01,1.52266220e-05,1.52266220e-05
4540.000000,101325.000000,6.33746213e-01,7.54744369e-03,2.76617487e-02,7.95067818e-03,3.23062861e-01,1.55279812e-05,1.55279812e-05
4548.000000,101325.000000,6.33528031e-01,7.38596197e-03,2.74729930e-02,8.13166918e-03,3.23449676e-01,1.58340864e-05,1.58340864e-05
4556.000000,101325.000000,6.33309136e-01,7.22817518e-03,2.72855476e-02,8.31612351e-03,3.23828728e-01,1.61449923e-05,1.61449923e-05
4564.000000,101325.000000,6.33089430e-01,7.07399789e-03,2.70994108e-02,8.50409315e-03,3.24200147e-01,1.64607541e-05,1.64607541e-05
4572.000000,101325.000000,6.32868816e-01,6.92334648e-03,2.69145804e-02,8.69563056e-03,3.24564063e-01,1.67814272e-05,1.67814272e-05
4580.000000,101325.000000,6.32647200e-01,6.77613908e-03,2.67310538e-02,8.89078871e-03,3.24920604e-01,1.71070673e-05,1.71070673e-05
4588.000000,101325.000000,6.32424487e-01,6.63229557e-03,2.65488281e-02,9.08962108e-03,3.25269893e-01,1.74377307e-05,1.74377307e-05
4596.000000,101325.000000,6.32200582e-01,6.49173751e-03,2.63679000e-02,9.29218166e-03,3.25612052e-01,1.77734738e-05,1.77734738e-05
4604.000000,101325.000000,6.31975393e-01,6.35438820e-03,2.61882657e-02,9.49852496e-03,3.25947199e-01,1.81143532e-05,1.81143532e-05
4612.000000,101325.000000,6.31748827e-01,6.22017257e-03,2.60099214e-02,9.70870597e-03,3.26275452e-01,1.84604261e-05,1.84604261e-05
4620.000000,101325.000000,6.31520792e-01,6.08901720e-03,2.58328627e-02,9.92278022e-03,3.26596925e-01,1.88117500e-05,1.88117500e-05
4628.000000,101325.000000,6.31291197e-01,5.96085030e-03,2.56570848e-02,1.01408037e-02,3.26911728e-01,1.91683825e-05,1.91683825e-05
4636.000000,101325.000000,6.31059951e-01,5.83560164e-03,2.54825829e-02,1.03628330e-02,3.27219971e-01,1.95303817e-05,1.95303817e-05
4644.000000,101325.000000,6.30826965e-01,5.71320258e-03,2.53093518e-02,1.05889251e-02,3.27521760e-01,1.98978058e-05,1.98978058e-05
4652.000000,101325.000000,6.30592149e-01,5.59358602e-03,2.51373860e-02,1.08191376e-02,3.27817199e-01,2.02707137e-05,2.02707137e-05
4660.000000,101325.000000,6.30355416e-01,5.47668634e-03,2.49666798e-02,1.10535284e-02,3.28106391e-01,2.06491641e-05,2.06491641e-05
4668.000000,101325.000000,6.30116676e-01,5.36243945e-03,2.47972273e-02,1.12921562e-02,3.28389435e-01,2.10332164e-05,2.10332164e-05
4676.000000,101325.000000,6.29875842e-01,5.25078268e-03,2.46290221e-02,1.15350801e-02,3.28666427e-01,2.14229300e-05,2.14229300e-05
4684.000000,101325.000000,6.29632827e-01,5.14165480e-03,2.44620581e-02,1.17823595e-02,3.28937464e-01,2.18183649e-05,2.18183649e-05
4692.000000,101325.000000,6.29387546e-01,5.03499601e-03,2.42963285e-02,1.20340545e-02,3.29202636e-01,2.22195811e-05,2.22195811e-05
4700.000000,101325.000000,6.29139911e-01,4.93074785e-03,2.41318265e-02,1.22902256e-02,3.29462036e-01,2.26266390e-05,2.26266390e-05
4708.000000,101325.000000,6.28889837e-01,4.82885325e-03,2.39685454e-02,1.25509341e-02,3.29715751e-01,2.30395993e-05,2.30395993e-05
4716.000000,101325.000000,6.28637241e-01,4.72925645e-03,2.38064778e-02,1.28162412e-02,3.29963867e-01,2.34585229e-05,2.34585229e-05
4724.000000,101325.000000,6.28382036e-01,4.63190298e-03,2.36456166e-02,1.30862092e-02,3.30206468e-01,2.38834710e-05,2.38834710e-05
4732.000000,101325.000000,6.28124139e-01,4.53673966e-03,2.34859543e-02,1.33609006e-02,3.30443638e-01,2.43145051e-05,2.43145051e-05
4740.000000,101325.000000,6.27863466e-01,4.44371454e-03,2.33274834e-02,1.36403784e-02,3.30675454e-01,2.47516869e-05,2.47516869e-05
4748.000000,101325.000000,6.27599934e-01,4.35277693e-03,2.31701962e-02,1.39247060e-02,3.30901996e-01,2.51950783e-05,2.51950783e-05
4756.000000,101325.000000,6.27333461e-01,4.26387730e-03,2.30140849e-02,1.42139476e-02,3.31123340e-01,2.56447416e-05,2.56447416e-05
4764.000000,101325.000000,6.27063963e-01,4.17696730e-03,2.28591416e-02,1.45081675e-02,3.31339559e-01,2.61007393e-05,2.61007393e-05
4772.000000,101325.000000,6.26791359e-01,4.09199975e-03,2.27053582e-02,1.48074308e-02,3.31550726e-01,2.65631340e-05,2.65631340e-05
4780.000000,101325.000000,6.26515567e-01,4.00892856e-03,2.25527267e-02,1.51118029e-02,3.31756911e-01,2.70319887e-05,2.70319887e-05
4788.000000,101325.000000,6.26236505e-01,3.92770878e-03,2.24012389e-02,1.54213497e-02,3.31958183e-01,2.75073665e-05,2.75073665e-05
4796.000000,101325.000000,6.25954092e-01,3.84829649e-03,2.22508865e-02,1.57361377e-02,3.32154609e-01,2.79893308e-05,2.79893308e-05
4804.000000,101325.000000,6.25668247e-01,3.77064886e-03,2.21016613e-02,1.60562336e-02,3.32346253e-01,2.84779452e-05,2.84779452e-05
4812.000000,101325.000000,6.25378890e-01,3.69472407e-03,2.19535546e-02,1.63817048e-02,3.32533179e-01,2.89732734e-05,2.89732734e-05
4820.000000,101325.000000,6.25085941e-01,3.62048131e-03,2.18065582e-02,1.67126191e-02,3.32715449e-01,2.94753795e-05,2.94753795e-05
4828.000000,101325.000000,6.24789320e-01,3.54788076e-03,2.16606636e-02,1.70490448e-02,3.32893122e-01,2.99843276e-05,2.99843276e-05
4836.000000,101325.000000,6.24488946e-01,3.47688354e-03,2.15158621e-02,1.73910505e-02,3.33066257e-01,3.05001821e-05,3.05001821e-05
4844.000000,101325.000000,6.24184741e-01,3.40745174e-03,2.13721451e-02,1.77387054e-02,3.33234911e-01,3.10230075e-05,3.10230075e-05
4852.000000,101325.000000,6.23876624e-01,3.33954835e-03,2.12295041e-02,1.80920791e-02,3.33399139e-01,3.15528687e-05,3.15528687e-05
4860.000000,101325.000000,6.23564518e-01,3.27313725e-03,2.10879304e-02,1.84512417e-02,3.33558994e-01,3.20898304e-05,3.20898304e-05
4868.000000,101325.000000,6.23248342e-01,3.20818321e-03,2.09474152e-02,1.88162635e-02,3.33714528e-01,3.26339578e-05,3.26339578e-05
4876.000000,101325.000000,6.22928019e-01,3.14465186e-03,2.08079500e-02,1.91872156e-02,3.33865793e-01,3.31853160e-05,3.31853160e-05
4884.000000,101325.000000,6.22603470e-01,3.08250965e-03,2.06695259e-02,1.95641693e-02,3.34012838e-01,3.37439705e-05,3.37439705e-05
4892.000000,101325.000000,6.22274616e-01,3.02172387e-03,2.05321343e-02,1.99471963e-02,3.34155710e-01,3.43099867e-05,3.43099867e-05
4900.000000,101325.000000,6.21941380e-01,2.96226257e-03,2.03957664e-02,2.03363689e-02,3.34294455e-01,3.48834302e-05,3.48834302e-05
4908.000000,101325.000000,6.21603683e-01,2.90409462e-03,2.02604135e-02,2.07317595e-02,3.34429120e-01,3.54643669e-05,3.54643669e-05
4916.000000,101325.000000,6.21261448e-01,2.84718962e-03,2.01260668e-02,2.11334413e-02,3.34559748e-01,3.60528625e-05,3.60528625e-05
4924.000000,101325.000000,6.20914597e-01,2.79151792e-03,1.99927177e-02,2.15414876e-02,3.34686382e-01,3.66489832e-05,3.66489832e-05
4932.000000,101325.000000,6.20563053e-01,2.73705062e-03,1.98603574e-02,2.19559721e-02,3.34809062e-01,3.72527949e-05,3.72527949e-05
4940.000000,101325.000000,6.20206737e-01,2.68375948e-03,1.97289772e-02,2.23769692e-02,3.34927828e-01,3.78643638e-05,3.78643638e-05
4948.000000,101325.000000,6.19845574e-01,2.63161698e-03,1.95985684e-02,2.28045534e-02,3.35042720e-01,3.84837563e-05,3.84837563e-05
4956.000000,101325.000000,6.19479484e-01,2.58059627e-03,1.94691223e-02,2.32387995e-02,3.35153775e-01,3.91110387e-05,3.91110387e-05
4964.000000,101325.000000,6.19108393e-01,2.53067116e-03,1.93406303e-02,2.36797829e-02,3.35261030e-01,3.97462773e-05,3.97462773e-05
4972.000000,101325.000000,6.18732222e-01,2.48181609e-03,1.92130838e-02,2.41275794e-02,3.35364520e-01,4.03895387e-05,4.03895387e-05
4980.000000,101325.000000,6.18350895e-01,2.43400613e-03,1.90864741e-02,2.45822648e-02,3.35464278e-01,4.10408893e-05,4.10408893e-05
4988.000000,101325.000000,6.17964335e-01,2.38721696e-03,1.89607928e-02,2.50439156e-02,3.35560339e-01,4.17003958e-05,4.17003958e-05
4996.000000,101325.000000,6.17572465e-01,2.34142486e-03,1.88360312e-02,2.55126085e-02,3.35652734e-01,4.23681247e-05,4.23681247e-05
5004.000000,101325.000000,6.17175210e-01,2.29660668e-03,1.87121809e-02,2.59884205e-02,3.35741494e-01,4.30441427e-05,4.30441427e-05
5012.000000,101325.000000,6.16772492e-01,2.25273984e-03,1.85892334e-02,2.64714290e-02,3.35826649e-01,4.37285164e-05,4.37285164e-05
5020.000000,101325.000000,6.16364235e-01,2.20980233e-03,1.84671802e-02,2.69617117e-02,3.35908229e-01,4.44213124e-05,4.44213124e-05
5028.000000,101325.000000,6.15950362e-01,2.16777265e-03,1.83460130e-02,2.74593466e-02,3.35986260e-01,4.51225974e-05,4.51225974e-05
5036.000000,101325.000000,6.15530799e-01,2.12662984e-03,1.82257235e-02,2.79644119e-02,3.36060771e-01,4.58324379e-05,4.58324379e-05
5044.000000,101325.000000,6.15105467e-01,2.08635347e-03,1.81063032e-02,2.84769862e-02,3.36131788e-01,4.65509007e-05,4.65509007e-05
5052.000000,101325.000000,6.14674293e-01,2.04692356e-03,1.79877441e-02,2.89971485e-02,3.36199335e-01,4.72780522e-05,4.72780522e-05
5060.000000,101325.000000,6.14237199e-01,2.00832067e-03,1.78700378e-02,2.95249777e-02,3.36263437e-01,4.80139590e-05,4.80139590e-05
5068.000000,101325.000000,6.13794110e-01,1.97052582e-03,1.77531761e-02,3.00605533e-02,3.36324118e-01,4.87586875e-05,4.87586875e-05
5076.000000,101325.000000,6.13344949e-01,1.93352046e-03,1.76371511e-02,3.06039549e-02,3.36381400e-01,4.95123041e-05,4.95123041e-05
5084.000000,101325.000000,6.12889642e-01,1.89728654e-03,1.75219546e-02,3.11552625e-02,3.36435305e-01,5.02748751e-05,5.02748751e-05
5092.000000,101325.000000,6.12428112e-01,1.86180643e-03,1.74075786e-02,3.17145560e-02,3.36485854e-01,5.10464668e-05,5.10464668e-05
5100.000000,101325.000000,6.11960285e-01,1.82706292e-03,1.72940152e-02,3.22819159e-02,3.36533067e-01,5.18271454e-05,5.18271454e-05
5108.000000,101325.000000,6.11486084e-01,1.79303922e-03,1.71812564e-02,3.28574226e-02,3.36576963e-01,5.26169767e-05,5.26169767e-05
5116.000000,101325.000000,6.11005435e-01,1.75971898e-03,1.70692944e-02,3.34411569e-02,3.36617563e-01,5.34160268e-05,5.34160268e-05
5124.000000,101325.000000,6.10518262e-01,1.72708620e-03,1.69581215e-02,3.40331998e-02,3.36654882e-01,5.42243614e-05,5.42243614e-05
5132.000000,101325.000000,6.10024489e-01,1.69512531e-03,1.68477298e-02,3.46336322e-02,3.36688939e-01,5.50420460e-05,5.50420460e-05
5140.000000,101325.000000,6.09524043e-01,1.66382109e-03,1.67381117e-02,3.52425355e-02,3.36719751e-01,5.58691463e-05,5.58691463e-05
5148.000000,101325.000000,6.09016847e-01,1.63315870e-03,1.66292596e-02,3.58599910e-02,3.36747332e-01,5.67057275e-05,5.67057275e-05
5156.000000,101325.000000,6.08502827e-01,1.60312366e-03,1.65211660e-02,3.64860804e-02,3.36771699e-01,5.75518547e-05,5.75518547e-05
5164.000000,101325.000000,6.07981909e-01,1.57370184e-03,1.64138233e-02,3.71208852e-02,3.36792865e-01,5.84075928e-05,5.84075928e-05
5172.000000,101325.000000,6.07454017e-01,1.54487945e-03,1.63072240e-02,3.77644873e-02,3.36810846e-01,5.92730066e-05,5.92730066e-05
5180.000000,101325.000000,6.06919078e-01,1.51664304e-03,1.62013609e-02,3.84169685e-02,3.36825653e-01,6.01481607e-05,6.01481607e-05
5188.000000,101325.000000,6.06377016e-01,1.48897947e-03,1.60962266e-02,3.90784108e-02,3.36837301e-01,6.10331191e-05,6.10331191e-05
5196.000000,101325.000000,6.05827758e-01,1.46187593e-03,1.59918138e-02,3.97488962e-02,3.36845800e-01,6.19279461e-05,6.19279461e-05
5204.000000,101325.000000,6.05271230e-01,1.43531992e-03,1.58881154e-02,4.04285069e-02,3.36851163e-01,6.28327054e-05,6.28327054e-05
5212.000000,101325.000000,6.04707357e-01,1.40929923e-03,1.57851243e-02,4.11173250e-02,3.36853400e-01,6.37474606e-05,6.37474606e-05
5220.000000,101325.000000,6.04136065e-01,1.38380194e-03,1.56828333e-02,4.18154326e-02,3.36852522e-01,6.46722747e-05,6.46722747e-05
5228.000000,101325.000000,6.03557282e-01,1.35881645e-03,1.55812354e-02,4.25229120e-02,3.36848540e-01,6.56072109e-05,6.56072109e-05
5236.000000,101325.000000,6.02970933e-01,1.33433138e-03,1.54803238e-02,4.32398453e-02,3.36841462e-01,6.65523318e-05,6.65523318e-05
5244.000000,101325.000000,6.02376945e-01,1.31033569e-03,1.53800915e-02,4.39663147e-02,3.36831297e-01,6.75076996e-05,6.75076996e-05
5252.000000,101325.000000,6.01775246e-01,1.28681854e-03,1.52805318e-02,4.47024024e-02,3.36818055e-01,6.84733763e-05,6.84733763e-05
5260.000000,101325.000000,6.01165761e-01,1.26376940e-03,1.51816379e-02,4.54481904e-02,3.36801742e-01,6.94494237e-05,6.94494237e-05
5268.000000,101325.000000,6.00548420e-01,1.24117797e-03,1.50834031e-02,4.62037608e-02,3.36782367e-01,7.04359029e-05,7.04359029e-05
5276.000000,101325.000000,5.99923148e-01,1.21903418e-03,1.49858208e-02,4.69691956e-02,3.36759936e-01,7.14328749e-05,7.14328749e-05
5284.000000,101325.000000,5.99289873e-01,1.19732823e-03,1.48888844e-02,4.77445765e-02,3.36734457e-01,7.24404001e-05,7.24404001e-05
5292.000000,101325.000000,5.98648525e-01,1.17605053e-03,1.47925875e-02,4.85299854e-02,3.36705935e-01,7.34585388e-05,7.34585388e-05
