T,P,N2,O2,NO,N,O
13991.500000,101325.000000,0.00019155,0.00000069,0.00001736,0.75698742,0.24280299
14001.350000,101325.000000,0.00019036,0.00000068,0.00001728,0.75698865,0.24280303
14011.200000,101325.000000,0.00018919,0.00000068,0.00001720,0.75698986,0.24280308
14021.050000,101325.000000,0.00018802,0.00000068,0.00001712,0.75699106,0.24280312
14030.900000,101325.000000,0.00018687,0.00000068,0.00001704,0.75699225,0.24280317
14040.750000,101325.000000,0.00018572,0.00000067,0.00001696,0.75699344,0.24280321
14050.600000,101325.000000,0.00018458,0.00000067,0.00001688,0.75699461,0.24280325
14060.450000,101325.000000,0.00018345,0.00000067,0.00001681,0.75699578,0.24280330
14070.300000,101325.000000,0.00018233,0.00000067,0.00001673,0.75699693,0.24280334
14080.150000,101325.000000,0.00018122,0.00000067,0.00001666,0.75699808,0.24280338
14090.000000,101325.000000,0.00018011,0.00000066,0.00001658,0.75699922,0.24280342
14099.850000,101325.000000,0.00017902,0.00000066,0.00001651,0.75700035,0.24280347
14109.700000,101325.000000,0.00017793,0.00000066,0.00001643,0.75700147,0.24280351
14119.550000,101325.000000,0.00017685,0.00000066,0.00001636,0.75700259,0.24280355
14129.400000,101325.000000,0.00017578,0.00000065,0.00001628,0.75700369,0.24280359
14139.250000,101325.000000,0.00017472,0.00000065,0.00001621,0.75700479,0.24280363
14149.100000,101325.000000,0.00017366,0.00000065,0.00001614,0.75700588,0.24280367
14158.950000,101325.000000,0.00017261,0.00000065,0.00001606,0.75700696,0.24280372
14168.800000,101325.000000,0.00017157,0.00000065,0.00001599,0.75700803,0.24280376
14178.650000,101325.000000,0.00017054,0.00000064,0.00001592,0.75700910,0.24280380
14188.500000,101325.000000,0.00016952,0.00000064,0.00001585,0.75701015,0.24280384
14198.350000,101325.000000,0.00016850,0.00000064,0.00001578,0.75701120,0.24280388
14208.200000,101325.000000,0.00016750,0.00000064,0.00001571,0.75701224,0.24280392
14218.050000,101325.000000,0.00016650,0.00000063,0.00001564,0.75701328,0.24280396
14227.900000,101325.000000,0.00016550,0.00000063,0.00001557,0.75701430,0.24280399
14237.750000,101325.000000,0.00016452,0.00000063,0.00001550,0.75701532,0.24280403
14247.600000,101325.000000,0.00016354,0.00000063,0.00001543,0.75701633,0.24280407
14257.450000,101325.000000,0.00016257,0.00000063,0.00001536,0.75701733,0.24280411
14267.300000,101325.000000,0.00016160,0.00000062,0.00001529,0.75701833,0.24280415
14277.150000,101325.000000,0.00016065,0.00000062,0.00001522,0.75701932,0.24280419
14287.000000,101325.000000,0.00015970,0.00000062,0.00001516,0.75702030,0.24280423
14296.850000,101325.000000,0.00015876,0.00000062,0.00001509,0.75702127,0.24280426
14306.700000,101325.000000,0.00015782,0.00000062,0.00001502,0.75702224,0.24280430
14316.550000,101325.000000,0.00015689,0.00000061,0.00001496,0.75702320,0.24280434
14326.400000,101325.000000,0.00015597,0.00000061,0.00001489,0.75702415,0.24280438
14336.250000,101325.000000,0.00015506,0.00000061,0.00001482,0.75702510,0.24280441
14346.100000,101325.000000,0.00015415,0.00000061,0.00001476,0.75702603,0.24280445
14355.950000,101325.000000,0.00015325,0.00000061,0.00001469,0.75702697,0.24280449
14365.800000,101325.000000,0.00015235,0.00000060,0.00001463,0.75702789,0.24280452
14375.650000,101325.000000,0.00015146,0.00000060,0.00001457,0.75702881,0.24280456
14385.500000,101325.000000,0.00015058,0.00000060,0.00001450,0.75702972,0.24280459
14395.350000,101325.000000,0.00014971,0.00000060,0.00001444,0.75703062,0.24280463
14405.200000,101325.000000,0.00014884,0.00000060,0.00001438,0.75703152,0.24280467
14415.050000,101325.000000,0.00014798,0.00000059,0.00001431,0.75703241,0.24280470
14424.900000,101325.000000,0.00014712,0.00000059,0.00001425,0.75703330,0.24280474
14434.750000,101325.000000,0.00014627,0.00000059,0.00001419,0.75703418,0.24280477
14444.600000,101325.000000,0.00014543,0.00000059,0.00001413,0.75703505,0.24280481
14454.450000,101325.000000,0.00014459,0.00000059,0.00001407,0.75703592,0.24280484
14464.300000,101325.000000,0.00014376,0.00000059,0.00001401,0.75703678,0.24280488
14474.150000,101325.000000,0.00014293,0.00000058,0.00001394,0.75703763,0.24280491
14484.000000,101325.000000,0.00014211,0.00000058,0.00001388,0.75703848,0.24280494
14493.850000,101325.000000,0.00014130,0.00000058,0.00001382,0.75703932,0.24280498
14503.700000,101325.000000,0.00014049,0.00000058,0.00001376,0.75704015,0.24280501
14513.550000,101325.000000,0.00013969,0.00000058,0.00001371,0.75704098,0.24280504
14523.400000,101325.000000,0.00013889,0.00000057,0.00001365,0.75704181,0.24280508
14533.250000,101325.000000,0.00013810,0.00000057,0.00001359,0.75704262,0.24280511
14543.100000,101325.000000,0.00013732,0.00000057,0.00001353,0.75704344,0.24280514
14552.950000,101325.000000,0.00013654,0.00000057,0.00001347,0.75704424,0.24280518
14562.800000,101325.000000,0.00013577,0.00000057,0.00001341,0.75704504,0.24280521
14572.650000,101325.000000,0.00013500,0.00000056,0.00001336,0.75704584,0.24280524
14582.500000,101325.000000,0.00013424,0.00000056,0.00001330,0.75704663,0.24280527
14592.350000,101325.000000,0.00013348,0.00000056,0.00001324,0.75704741,0.24280531
14602.200000,101325.000000,0.00013273,0.00000056,0.00001319,0.75704819,0.24280534
14612.050000,101325.000000,0.00013198,0.00000056,0.00001313,0.75704896,0.24280537
14621.900000,101325.000000,0.00013124,0.00000056,0.00001307,0.75704973,0.24280540
14631.750000,101325.000000,0.00013051,0.00000055,0.00001302,0.75705049,0.24280543
14641.600000,101325.000000,0.00012978,0.00000055,0.00001296,0.75705124,0.24280546
14651.450000,101325.000000,0.00012905,0.00000055,0.00001291,0.75705199,0.24280549
14661.300000,101325.000000,0.00012833,0.00000055,0.00001285,0.75705274,0.24280553
14671.150000,101325.000000,0.00012762,0.00000055,0.00001280,0.75705348,0.24280556
14681.000000,101325.000000,0.00012691,0.00000055,0.00001274,0.75705422,0.24280559
14690.850000,101325.000000,0.00012620,0.00000054,0.00001269,0.75705494,0.24280562
14700.700000,101325.000000,0.00012550,0.00000054,0.00001264,0.75705567,0.24280565
14710.550000,101325.000000,0.00012481,0.00000054,0.00001258,0.75705639,0.24280568
14720.400000,101325.000000,0.00012412,0.00000054,0.00001253,0.75705710,0.24280571
14730.250000,101325.000000,0.00012343,0.00000054,0.00001248,0.75705781,0.24280574
14740.100000,101325.000000,0.00012275,0.00000054,0.00001243,0.75705852,0.24280577
14749.950000,101325.000000,0.00012208,0.00000053,0.00001237,0.75705922,0.24280580
14759.800000,101325.000000,0.00012141,0.00000053,0.00001232,0.75705991,0.24280583
14769.650000,101325.000000,0.00012074,0.00000053,0.00001227,0.75706060,0.24280586
14779.500000,101325.000000,0.00012008,0.00000053,0.00001222,0.75706129,0.24280588
14789.350000,101325.000000,0.00011942,0.00000053,0.00001217,0.75706197,0.24280591
14799.200000,101325.000000,0.00011877,0.00000053,0.00001212,0.75706265,0.24280594
14809.050000,101325.000000,0.00011812,0.00000052,0.00001207,0.75706332,0.24280597
14818.900000,101325.000000,0.00011748,0.00000052,0.00001202,0.75706398,0.24280600
14828.750000,101325.000000,0.00011684,0.00000052,0.00001197,0.75706465,0.24280603
14838.600000,101325.000000,0.00011621,0.00000052,0.00001192,0.75706530,0.24280605
14848.450000,101325.000000,0.00011558,0.00000052,0.00001187,0.75706596,0.24280608
14858.300000,101325.000000,0.00011495,0.00000052,0.00001182,0.75706660,0.24280611
14868.150000,101325.000000,0.00011433,0.00000051,0.00001177,0.75706725,0.24280614
14878.000000,101325.000000,0.00011371,0.00000051,0.00001172,0.75706789,0.24280617
14887.850000,101325.000000,0.00011310,0.00000051,0.00001167,0.75706852,0.24280619
14897.700000,101325.000000,0.00011249,0.00000051,0.00001162,0.75706915,0.24280622
14907.550000,101325.000000,0.00011189,0.00000051,0.00001158,0.75706978,0.24280625
14917.400000,101325.000000,0.00011129,0.00000051,0.00001153,0.75707040,0.24280627
14927.250000,101325.000000,0.00011069,0.00000050,0.00001148,0.75707102,0.24280630
14937.100000,101325.000000,0.00011010,0.00000050,0.00001143,0.75707164,0.24280633
14946.950000,101325.000000,0.00010951,0.00000050,0.00001139,0.75707225,0.24280635
14956.800000,101325.000000,0.00010893,0.00000050,0.00001134,0.75707285,0.24280638
14966.650000,101325.000000,0.00010835,0.00000050,0.00001129,0.75707345,0.24280641
14976.500000,101325.000000,0.00010777,0.00000050,0.00001125,0.75707405,0.24280643
14986.350000,101325.000000,0.00010720,0.00000050,0.00001120,0.75707464,0.24280646
14996.200000,101325.000000,0.00010663,0.00000049,0.00001116,0.75707523,0.24280649
15006.050000,101325.000000,0.00010607,0.00000049,0.00001111,0.75707582,0.24280651
15015.900000,101325.000000,0.00010551,0.00000049,0.00001107,0.75707640,0.24280654
15025.750000,101325.000000,0.00010495,0.00000049,0.00001102,0.75707698,0.24280656
15035.600000,101325.000000,0.00010440,0.00000049,0.00001098,0.75707755,0.24280659
15045.450000,101325.000000,0.00010385,0.00000049,0.00001093,0.75707812,0.24280661
15055.300000,101325.000000,0.00010330,0.00000049,0.00001089,0.75707869,0.24280664
15065.150000,101325.000000,0.00010276,0.00000048,0.00001084,0.75707925,0.24280666
15075.000000,101325.000000,0.00010222,0.00000048,0.00001080,0.75707981,0.24280669
15084.850000,101325.000000,0.00010169,0.00000048,0.00001075,0.75708036,0.24280671
15094.700000,101325.000000,0.00010116,0.00000048,0.00001071,0.75708092,0.24280674
15104.550000,101325.000000,0.00010063,0.00000048,0.00001067,0.75708146,0.24280676
15114.400000,101325.000000,0.00010011,0.00000048,0.00001063,0.75708201,0.24280679
15124.250000,101325.000000,0.00009959,0.00000048,0.00001058,0.75708255,0.24280681
15134.100000,101325.000000,0.00009907,0.00000047,0.00001054,0.75708308,0.24280683
15143.950000,101325.000000,0.00009855,0.00000047,0.00001050,0.75708362,0.24280686
15153.800000,101325.000000,0.00009804,0.00000047,0.00001046,0.75708415,0.24280688
15163.650000,101325.000000,0.00009754,0.00000047,0.00001041,0.75708467,0.24280691
15173.500000,101325.000000,0.00009703,0.00000047,0.00001037,0.75708520,0.24280693
15183.350000,101325.000000,0.00009653,0.00000047,0.00001033,0.75708572,0.24280695
15193.200000,101325.000000,0.00009604,0.00000047,0.00001029,0.75708623,0.24280698
15203.050000,101325.000000,0.00009555,0.00000046,0.00001025,0.75708674,0.24280700
15212.900000,101325.000000,0.00009505,0.00000046,0.00001021,0.75708725,0.24280702
15222.750000,101325.000000,0.00009457,0.00000046,0.00001017,0.75708776,0.24280705
15232.600000,101325.000000,0.00009408,0.00000046,0.00001013,0.75708826,0.24280707
15242.450000,101325.000000,0.00009360,0.00000046,0.00001009,0.75708876,0.24280709
15252.300000,101325.000000,0.00009313,0.00000046,0.00001005,0.75708926,0.24280711
15262.150000,101325.000000,0.00009265,0.00000046,0.00001001,0.75708975,0.24280714
15272.000000,101325.000000,0.00009218,0.00000045,0.00000997,0.75709024,0.24280716
15281.850000,101325.000000,0.00009171,0.00000045,0.00000993,0.75709072,0.24280718
15291.700000,101325.000000,0.00009125,0.00000045,0.00000989,0.75709121,0.24280720
15301.550000,101325.000000,0.00009079,0.00000045,0.00000985,0.75709169,0.24280723
15311.400000,101325.000000,0.00009033,0.00000045,0.00000981,0.75709216,0.24280725
15321.250000,101325.000000,0.00008987,0.00000045,0.00000977,0.75709264,0.24280727
15331.100000,101325.000000,0.00008942,0.00000045,0.00000973,0.75709311,0.24280729
15340.950000,101325.000000,0.00008897,0.00000045,0.00000969,0.75709358,0.24280731
15350.800000,101325.000000,0.00008852,0.00000044,0.00000966,0.75709404,0.24280733
15360.650000,101325.000000,0.00008808,0.00000044,0.00000962,0.75709450,0.24280736
15370.500000,101325.000000,0.00008764,0.00000044,0.00000958,0.75709496,0.24280738
15380.350000,101325.000000,0.00008720,0.00000044,0.00000954,0.75709542,0.24280740
15390.200000,101325.000000,0.00008676,0.00000044,0.00000951,0.75709587,0.24280742
15400.050000,101325.000000,0.00008633,0.00000044,0.00000947,0.75709632,0.24280744
15409.900000,101325.000000,0.00008590,0.00000044,0.00000943,0.75709677,0.24280746
15419.750000,101325.000000,0.00008547,0.00000043,0.00000940,0.75709721,0.24280748
15429.600000,101325.000000,0.00008505,0.00000043,0.00000936,0.75709765,0.24280750
15439.450000,101325.000000,0.00008463,0.00000043,0.00000932,0.75709809,0.24280752
15449.300000,101325.000000,0.00008421,0.00000043,0.00000929,0.75709853,0.24280755
15459.150000,101325.000000,0.00008379,0.00000043,0.00000925,0.75709896,0.24280757
15469.000000,101325.000000,0.00008338,0.00000043,0.00000921,0.75709939,0.24280759
15478.850000,101325.000000,0.00008297,0.00000043,0.00000918,0.75709982,0.24280761
15488.700000,101325.000000,0.00008256,0.00000043,0.00000914,0.75710024,0.24280763
15498.550000,101325.000000,0.00008216,0.00000042,0.00000911,0.75710067,0.24280765
15508.400000,101325.000000,0.00008175,0.00000042,0.00000907,0.75710108,0.24280767
15518.250000,101325.000000,0.00008135,0.00000042,0.00000904,0.75710150,0.24280769
15528.100000,101325.000000,0.00008095,0.00000042,0.00000900,0.75710192,0.24280771
15537.950000,101325.000000,0.00008056,0.00000042,0.00000897,0.75710233,0.24280773
15547.800000,101325.000000,0.00008017,0.00000042,0.00000893,0.75710274,0.24280775
15557.650000,101325.000000,0.00007978,0.00000042,0.00000890,0.75710314,0.24280776
15567.500000,101325.000000,0.00007939,0.00000042,0.00000887,0.75710355,0.24280778
15577.350000,101325.000000,0.00007900,0.00000042,0.00000883,0.75710395,0.24280780
15587.200000,101325.000000,0.00007862,0.00000041,0.00000880,0.75710435,0.24280782
15597.050000,101325.000000,0.00007824,0.00000041,0.00000876,0.75710474,0.24280784
15606.900000,101325.000000,0.00007786,0.00000041,0.00000873,0.75710514,0.24280786
15616.750000,101325.000000,0.00007748,0.00000041,0.00000870,0.75710553,0.24280788
15626.600000,101325.000000,0.00007711,0.00000041,0.00000866,0.75710592,0.24280790
15636.450000,101325.000000,0.00007674,0.00000041,0.00000863,0.75710630,0.24280792
15646.300000,101325.000000,0.00007637,0.00000041,0.00000860,0.75710669,0.24280794
15656.150000,101325.000000,0.00007600,0.00000041,0.00000857,0.75710707,0.24280795
15666.000000,101325.000000,0.00007564,0.00000040,0.00000853,0.75710745,0.24280797
15675.850000,101325.000000,0.00007528,0.00000040,0.00000850,0.75710783,0.24280799
15685.700000,101325.000000,0.00007492,0.00000040,0.00000847,0.75710820,0.24280801
15695.550000,101325.000000,0.00007456,0.00000040,0.00000844,0.75710857,0.24280803
15705.400000,101325.000000,0.00007421,0.00000040,0.00000840,0.75710894,0.24280805
15715.250000,101325.000000,0.00007385,0.00000040,0.00000837,0.75710931,0.24280806
15725.100000,101325.000000,0.00007350,0.00000040,0.00000834,0.75710968,0.24280808
15734.950000,101325.000000,0.00007315,0.00000040,0.00000831,0.75711004,0.24280810
15744.800000,101325.000000,0.00007281,0.00000040,0.00000828,0.75711040,0.24280812
15754.650000,101325.000000,0.00007246,0.00000039,0.00000825,0.75711076,0.24280814
15764.500000,101325.000000,0.00007212,0.00000039,0.00000822,0.75711112,0.24280815
15774.350000,101325.000000,0.00007178,0.00000039,0.00000819,0.75711147,0.24280817
15784.200000,101325.000000,0.00007144,0.00000039,0.00000815,0.75711182,0.24280819
15794.050000,101325.000000,0.00007111,0.00000039,0.00000812,0.75711217,0.24280821
15803.900000,101325.000000,0.00007077,0.00000039,0.00000809,0.75711252,0.24280822
15813.750000,101325.000000,0.00007044,0.00000039,0.00000806,0.75711287,0.24280824
15823.600000,101325.000000,0.00007011,0.00000039,0.00000803,0.75711321,0.24280826
15833.450000,101325.000000,0.00006978,0.00000039,0.00000800,0.75711355,0.24280827
15843.300000,101325.000000,0.00006946,0.00000038,0.00000797,0.75711389,0.24280829
15853.150000,101325.000000,0.00006914,0.00000038,0.00000794,0.75711423,0.24280831
15863.000000,101325.000000,0.00006881,0.00000038,0.00000791,0.75711456,0.24280833
15872.850000,101325.000000,0.00006849,0.00000038,0.00000788,0.75711490,0.24280834
15882.700000,101325.000000,0.00006818,0.00000038,0.00000786,0.75711523,0.24280836
15892.550000,101325.000000,0.00006786,0.00000038,0.00000783,0.75711556,0.24280838
15902.400000,101325.000000,0.00006755,0.00000038,0.00000780,0.75711589,0.24280839
15912.250000,101325.000000,0.00006723,0.00000038,0.00000777,0.75711621,0.24280841
15922.100000,101325.000000,0.00006692,0.00000038,0.00000774,0.75711654,0.24280842
15931.950000,101325.000000,0.00006662,0.00000038,0.00000771,0.75711686,0.24280844
15941.800000,101325.000000,0.00006631,0.00000037,0.00000768,0.75711718,0.24280846
15951.650000,101325.000000,0.00006601,0.00000037,0.00000765,0.75711749,0.24280847
15961.500000,101325.000000,0.00006570,0.00000037,0.00000763,0.75711781,0.24280849
15971.350000,101325.000000,0.00006540,0.00000037,0.00000760,0.75711812,0.24280851
15981.200000,101325.000000,0.00006510,0.00000037,0.00000757,0.75711844,0.24280852
15991.050000,101325.000000,0.00006481,0.00000037,0.00000754,0.75711875,0.24280854
16000.900000,101325.000000,0.00006451,0.00000037,0.00000751,0.75711906,0.24280855
16010.750000,101325.000000,0.00006422,0.00000037,0.00000749,0.75711936,0.24280857
16020.600000,101325.000000,0.00006392,0.00000037,0.00000746,0.75711967,0.24280858
16030.450000,101325.000000,0.00006363,0.00000037,0.00000743,0.75711997,0.24280860
16040.300000,101325.000000,0.00006335,0.00000036,0.00000740,0.75712027,0.24280862
16050.150000,101325.000000,0.00006306,0.00000036,0.00000738,0.75712057,0.24280863
16060.000000,101325.000000,0.00006277,0.00000036,0.00000735,0.75712087,0.24280865
16069.850000,101325.000000,0.00006249,0.00000036,0.00000732,0.75712116,0.24280866
16079.700000,101325.000000,0.00006221,0.00000036,0.00000730,0.75712146,0.24280868
16089.550000,101325.000000,0.00006193,0.00000036,0.00000727,0.75712175,0.24280869
16099.400000,101325.000000,0.00006165,0.00000036,0.00000724,0.75712204,0.24280871
16109.250000,101325.000000,0.00006137,0.00000036,0.00000722,0.75712233,0.24280872
16119.100000,101325.000000,0.00006110,0.00000036,0.00000719,0.75712262,0.24280874
16128.950000,101325.000000,0.00006083,0.00000036,0.00000717,0.75712290,0.24280875
16138.800000,101325.000000,0.00006055,0.00000035,0.00000714,0.75712319,0.24280877
16148.650000,101325.000000,0.00006028,0.00000035,0.00000711,0.75712347,0.24280878
16158.500000,101325.000000,0.00006002,0.00000035,0.00000709,0.75712375,0.24280880
16168.350000,101325.000000,0.00005975,0.00000035,0.00000706,0.75712403,0.24280881
16178.200000,101325.000000,0.00005948,0.00000035,0.00000704,0.75712430,0.24280883
16188.050000,101325.000000,0.00005922,0.00000035,0.00000701,0.75712458,0.24280884
16197.900000,101325.000000,0.00005896,0.00000035,0.00000699,0.75712485,0.24280885
16207.750000,101325.000000,0.00005870,0.00000035,0.00000696,0.75712513,0.24280887
16217.600000,101325.000000,0.00005844,0.00000035,0.00000694,0.75712540,0.24280888
16227.450000,101325.000000,0.00005818,0.00000035,0.00000691,0.75712567,0.24280890
16237.300000,101325.000000,0.00005792,0.00000034,0.00000689,0.75712593,0.24280891
16247.150000,101325.000000,0.00005767,0.00000034,0.00000686,0.75712620,0.24280893
16257.000000,101325.000000,0.00005742,0.00000034,0.00000684,0.75712646,0.24280894
16266.850000,101325.000000,0.00005716,0.00000034,0.00000681,0.75712673,0.24280895
16276.700000,101325.000000,0.00005691,0.00000034,0.00000679,0.75712699,0.24280897
16286.550000,101325.000000,0.00005667,0.00000034,0.00000676,0.75712725,0.24280898
16296.400000,101325.000000,0.00005642,0.00000034,0.00000674,0.75712751,0.24280899
16306.250000,101325.000000,0.00005617,0.00000034,0.00000672,0.75712777,0.24280901
16316.100000,101325.000000,0.00005593,0.00000034,0.00000669,0.75712802,0.24280902
16325.950000,101325.000000,0.00005568,0.00000034,0.00000667,0.75712828,0.24280904
16335.800000,101325.000000,0.00005544,0.00000034,0.00000664,0.75712853,0.24280905
16345.650000,101325.000000,0.00005520,0.00000033,0.00000662,0.75712878,0.24280906
16355.500000,101325.000000,0.00005496,0.00000033,0.00000660,0.75712903,0.24280908
16365.350000,101325.000000,0.00005473,0.00000033,0.00000657,0.75712928,0.24280909
16375.200000,101325.000000,0.00005449,0.00000033,0.00000655,0.75712952,0.24280910
16385.050000,101325.000000,0.00005426,0.00000033,0.00000653,0.75712977,0.24280912
16394.900000,101325.000000,0.00005402,0.00000033,0.00000650,0.75713001,0.24280913
16404.750000,101325.000000,0.00005379,0.00000033,0.00000648,0.75713026,0.24280914
16414.600000,101325.000000,0.00005356,0.00000033,0.00000646,0.75713050,0.24280916
16424.450000,101325.000000,0.00005333,0.00000033,0.00000644,0.75713074,0.24280917
16434.300000,101325.000000,0.00005310,0.00000033,0.00000641,0.75713098,0.24280918
16444.150000,101325.000000,0.00005287,0.00000033,0.00000639,0.75713121,0.24280919
16454.000000,101325.000000,0.00005265,0.00000033,0.00000637,0.75713145,0.24280921
16463.850000,101325.000000,0.00005242,0.00000032,0.00000635,0.75713169,0.24280922
16473.700000,101325.000000,0.00005220,0.00000032,0.00000632,0.75713192,0.24280923
16483.550000,101325.000000,0.00005198,0.00000032,0.00000630,0.75713215,0.24280925
16493.400000,101325.000000,0.00005176,0.00000032,0.00000628,0.75713238,0.24280926
16503.250000,101325.000000,0.00005154,0.00000032,0.00000626,0.75713261,0.24280927
16513.100000,101325.000000,0.00005132,0.00000032,0.00000624,0.75713284,0.24280928
16522.950000,101325.000000,0.00005111,0.00000032,0.00000621,0.75713307,0.24280930
16532.800000,101325.000000,0.00005089,0.00000032,0.00000619,0.75713329,0.24280931
16542.650000,101325.000000,0.00005068,0.00000032,0.00000617,0.75713352,0.24280932
16552.500000,101325.000000,0.00005046,0.00000032,0.00000615,0.75713374,0.24280933
16562.350000,101325.000000,0.00005025,0.00000032,0.00000613,0.75713396,0.24280934
16572.200000,101325.000000,0.00005004,0.00000032,0.00000611,0.75713418,0.24280936
16582.050000,101325.000000,0.00004983,0.00000031,0.00000608,0.75713440,0.24280937
16591.900000,101325.000000,0.00004962,0.00000031,0.00000606,0.75713462,0.24280938
16601.750000,101325.000000,0.00004942,0.00000031,0.00000604,0.75713484,0.24280939
16611.600000,101325.000000,0.00004921,0.00000031,0.00000602,0.75713505,0.24280940
16621.450000,101325.000000,0.00004900,0.00000031,0.00000600,0.75713527,0.24280942
16631.300000,101325.000000,0.00004880,0.00000031,0.00000598,0.75713548,0.24280943
16641.150000,101325.000000,0.00004860,0.00000031,0.00000596,0.75713569,0.24280944
16651.000000,101325.000000,0.00004840,0.00000031,0.00000594,0.75713590,0.24280945
16660.850000,101325.000000,0.00004820,0.00000031,0.00000592,0.75713611,0.24280946
16670.700000,101325.000000,0.00004800,0.00000031,0.00000590,0.75713632,0.24280948
16680.550000,101325.000000,0.00004780,0.00000031,0.00000588,0.75713653,0.24280949
16690.400000,101325.000000,0.00004760,0.00000031,0.00000586,0.75713674,0.24280950
16700.250000,101325.000000,0.00004741,0.00000030,0.00000584,0.75713694,0.24280951
16710.100000,101325.000000,0.00004721,0.00000030,0.00000582,0.75713714,0.24280952
16719.950000,101325.000000,0.00004702,0.00000030,0.00000580,0.75713735,0.24280953
16729.800000,101325.000000,0.00004683,0.00000030,0.00000578,0.75713755,0.24280954
16739.650000,101325.000000,0.00004663,0.00000030,0.00000576,0.75713775,0.24280956
16749.500000,101325.000000,0.00004644,0.00000030,0.00000574,0.75713795,0.24280957
16759.350000,101325.000000,0.00004625,0.00000030,0.00000572,0.75713815,0.24280958
16769.200000,101325.000000,0.00004607,0.00000030,0.00000570,0.75713835,0.24280959
16779.050000,101325.000000,0.00004588,0.00000030,0.00000568,0.75713854,0.24280960
16788.900000,101325.000000,0.00004569,0.00000030,0.00000566,0.75713874,0.24280961
16798.750000,101325.000000,0.00004551,0.00000030,0.00000564,0.75713893,0.24280962
16808.600000,101325.000000,0.00004532,0.00000030,0.00000562,0.75713913,0.24280963
16818.450000,101325.000000,0.00004514,0.00000030,0.00000560,0.75713932,0.24280964
16828.300000,101325.000000,0.00004496,0.00000029,0.00000558,0.75713951,0.24280966
16838.150000,101325.000000,0.00004478,0.00000029,0.00000556,0.75713970,0.24280967
16848.000000,101325.000000,0.00004459,0.00000029,0.00000555,0.75713989,0.24280968
16857.850000,101325.000000,0.00004442,0.00000029,0.00000553,0.75714008,0.24280969
16867.700000,101325.000000,0.00004424,0.00000029,0.00000551,0.75714026,0.24280970
16877.550000,101325.000000,0.00004406,0.00000029,0.00000549,0.75714045,0.24280971
16887.400000,101325.000000,0.00004388,0.00000029,0.00000547,0.75714064,0.24280972
16897.250000,101325.000000,0.00004371,0.00000029,0.00000545,0.75714082,0.24280973
16907.100000,101325.000000,0.00004353,0.00000029,0.00000543,0.75714100,0.24280974
16916.950000,101325.000000,0.00004336,0.00000029,0.00000542,0.75714118,0.24280975
16926.800000,101325.000000,0.00004319,0.00000029,0.00000540,0.75714137,0.24280976
16936.650000,101325.000000,0.00004302,0.00000029,0.00000538,0.75714155,0.24280977
16946.500000,101325.000000,0.00004284,0.00000029,0.00000536,0.75714173,0.24280978
16956.350000,101325.000000,0.00004267,0.00000029,0.00000534,0.75714190,0.24280979
16966.200000,101325.000000,0.00004251,0.00000028,0.00000533,0.75714208,0.24280980
16976.050000,101325.000000,0.00004234,0.00000028,0.00000531,0.75714226,0.24280981
16985.900000,101325.000000,0.00004217,0.00000028,0.00000529,0.75714243,0.24280982
16995.750000,101325.000000,0.00004200,0.00000028,0.00000527,0.75714261,0.24280983
17005.600000,101325.000000,0.00004184,0.00000028,0.00000525,0.75714278,0.24280984
17015.450000,101325.000000,0.00004167,0.00000028,0.00000524,0.75714295,0.24280985
17025.300000,101325.000000,0.00004151,0.00000028,0.00000522,0.75714313,0.24280986
17035.150000,101325.000000,0.00004135,0.00000028,0.00000520,0.75714330,0.24280987
17045.000000,101325.000000,0.00004119,0.00000028,0.00000518,0.75714347,0.24280988
17054.850000,101325.000000,0.00004102,0.00000028,0.00000517,0.75714364,0.24280989
17064.700000,101325.000000,0.00004086,0.00000028,0.00000515,0.75714380,0.24280990
17074.550000,101325.000000,0.00004071,0.00000028,0.00000513,0.75714397,0.24280991
17084.400000,101325.000000,0.00004055,0.00000028,0.00000512,0.75714414,0.24280992
17094.250000,101325.000000,0.00004039,0.00000028,0.00000510,0.75714430,0.24280993
17104.100000,101325.000000,0.00004023,0.00000027,0.00000508,0.75714447,0.24280994
17113.950000,101325.000000,0.00004008,0.00000027,0.00000507,0.75714463,0.24280995
17123.800000,101325.000000,0.00003992,0.00000027,0.00000505,0.75714479,0.24280996
17133.650000,101325.000000,0.00003977,0.00000027,0.00000503,0.75714496,0.24280997
17143.500000,101325.000000,0.00003961,0.00000027,0.00000502,0.75714512,0.24280998
17153.350000,101325.000000,0.00003946,0.00000027,0.00000500,0.75714528,0.24280999
17163.200000,101325.000000,0.00003931,0.00000027,0.00000498,0.75714544,0.24281000
17173.050000,101325.000000,0.00003916,0.00000027,0.00000497,0.75714560,0.24281001
17182.900000,101325.000000,0.00003901,0.00000027,0.00000495,0.75714575,0.24281002
17192.750000,101325.000000,0.00003886,0.00000027,0.00000493,0.75714591,0.24281003
17202.600000,101325.000000,0.00003871,0.00000027,0.00000492,0.75714607,0.24281004
17212.450000,101325.000000,0.00003856,0.00000027,0.00000490,0.75714622,0.24281005
17222.300000,101325.000000,0.00003841,0.00000027,0.00000488,0.75714638,0.24281006
17232.150000,101325.000000,0.00003827,0.00000027,0.00000487,0.75714653,0.24281007
17242.000000,101325.000000,0.00003812,0.00000027,0.00000485,0.75714669,0.24281007
17251.850000,101325.000000,0.00003798,0.00000026,0.00000484,0.75714684,0.24281008
