T,P,N2,O2,NO,N,O
17261.700000,101325.000000,0.00003783,0.00000026,0.00000482,0.75714699,0.24281009
17271.550000,101325.000000,0.00003769,0.00000026,0.00000481,0.75714714,0.24281010
17281.400000,101325.000000,0.00003755,0.00000026,0.00000479,0.75714729,0.24281011
17291.250000,101325.000000,0.00003741,0.00000026,0.00000477,0.75714744,0.24281012
17301.100000,101325.000000,0.00003726,0.00000026,0.00000476,0.75714759,0.24281013
17310.950000,101325.000000,0.00003712,0.00000026,0.00000474,0.75714773,0.24281014
17320.800000,101325.000000,0.00003698,0.00000026,0.00000473,0.75714788,0.24281015
17330.650000,101325.000000,0.00003684,0.00000026,0.00000471,0.75714803,0.24281016
17340.500000,101325.000000,0.00003671,0.00000026,0.00000470,0.75714817,0.24281016
17350.350000,101325.000000,0.00003657,0.00000026,0.00000468,0.75714832,0.24281017
17360.200000,101325.000000,0.00003643,0.00000026,0.00000467,0.75714846,0.24281018
17370.050000,101325.000000,0.00003630,0.00000026,0.00000465,0.75714861,0.24281019
17379.900000,101325.000000,0.00003616,0.00000026,0.00000464,0.75714875,0.24281020
17389.750000,101325.000000,0.00003603,0.00000026,0.00000462,0.75714889,0.24281021
17399.600000,101325.000000,0.00003589,0.00000026,0.00000461,0.75714903,0.24281022
17409.450000,101325.000000,0.00003576,0.00000025,0.00000459,0.75714917,0.24281022
17419.300000,101325.000000,0.00003563,0.00000025,0.00000458,0.75714931,0.24281023
17429.150000,101325.000000,0.00003549,0.00000025,0.00000456,0.75714945,0.24281024
17439.000000,101325.000000,0.00003536,0.00000025,0.00000455,0.75714959,0.24281025
17448.850000,101325.000000,0.00003523,0.00000025,0.00000453,0.75714973,0.24281026
17458.700000,101325.000000,0.00003510,0.00000025,0.00000452,0.75714986,0.24281027
17468.550000,101325.000000,0.00003497,0.00000025,0.00000450,0.75715000,0.24281028
17478.400000,101325.000000,0.00003484,0.00000025,0.00000449,0.75715013,0.24281028
17488.250000,101325.000000,0.00003472,0.00000025,0.00000447,0.75715027,0.24281029
17498.100000,101325.000000,0.00003459,0.00000025,0.00000446,0.75715040,0.24281030
17507.950000,101325.000000,0.00003446,0.00000025,0.00000445,0.75715054,0.24281031
17517.800000,101325.000000,0.00003434,0.00000025,0.00000443,0.75715067,0.24281032
17527.650000,101325.000000,0.00003421,0.00000025,0.00000442,0.75715080,0.24281032
17537.500000,101325.000000,0.00003408,0.00000025,0.00000440,0.75715093,0.24281033
17547.350000,101325.000000,0.00003396,0.00000025,0.00000439,0.75715106,0.24281034
17557.200000,101325.000000,0.00003384,0.00000025,0.00000438,0.75715119,0.24281035
17567.050000,101325.000000,0.00003371,0.00000025,0.00000436,0.75715132,0.24281036
17576.900000,101325.000000,0.00003359,0.00000024,0.00000435,0.75715145,0.24281036
17586.750000,101325.000000,0.00003347,0.00000024,0.00000433,0.75715158,0.24281037
17596.600000,101325.000000,0.00003335,0.00000024,0.00000432,0.75715171,0.24281038
17606.450000,101325.000000,0.00003323,0.00000024,0.00000431,0.75715183,0.24281039
17616.300000,101325.000000,0.00003311,0.00000024,0.00000429,0.75715196,0.24281040
17626.150000,101325.000000,0.00003299,0.00000024,0.00000428,0.75715209,0.24281040
17636.000000,101325.000000,0.00003287,0.00000024,0.00000427,0.75715221,0.24281041
17645.850000,101325.000000,0.00003275,0.00000024,0.00000425,0.75715234,0.24281042
17655.700000,101325.000000,0.00003263,0.00000024,0.00000424,0.75715246,0.24281043
17665.550000,101325.000000,0.00003252,0.00000024,0.00000422,0.75715258,0.24281044
17675.400000,101325.000000,0.00003240,0.00000024,0.00000421,0.75715271,0.24281044
17685.250000,101325.000000,0.00003229,0.00000024,0.00000420,0.75715283,0.24281045
17695.100000,101325.000000,0.00003217,0.00000024,0.00000418,0.75715295,0.24281046
17704.950000,101325.000000,0.00003206,0.00000024,0.00000417,0.75715307,0.24281047
17714.800000,101325.000000,0.00003194,0.00000024,0.00000416,0.75715319,0.24281047
17724.650000,101325.000000,0.00003183,0.00000024,0.00000415,0.75715331,0.24281048
17734.500000,101325.000000,0.00003172,0.00000024,0.00000413,0.75715343,0.24281049
17744.350000,101325.000000,0.00003160,0.00000023,0.00000412,0.75715355,0.24281050
17754.200000,101325.000000,0.00003149,0.00000023,0.00000411,0.75715366,0.24281050
17764.050000,101325.000000,0.00003138,0.00000023,0.00000409,0.75715378,0.24281051
17773.900000,101325.000000,0.00003127,0.00000023,0.00000408,0.75715390,0.24281052
17783.750000,101325.000000,0.00003116,0.00000023,0.00000407,0.75715401,0.24281053
17793.600000,101325.000000,0.00003105,0.00000023,0.00000406,0.75715413,0.24281053
17803.450000,101325.000000,0.00003094,0.00000023,0.00000404,0.75715425,0.24281054
17813.300000,101325.000000,0.00003083,0.00000023,0.00000403,0.75715436,0.24281055
17823.150000,101325.000000,0.00003072,0.00000023,0.00000402,0.75715447,0.24281055
17833.000000,101325.000000,0.00003062,0.00000023,0.00000400,0.75715459,0.24281056
17842.850000,101325.000000,0.00003051,0.00000023,0.00000399,0.75715470,0.24281057
17852.700000,101325.000000,0.00003040,0.00000023,0.00000398,0.75715481,0.24281058
17862.550000,101325.000000,0.00003030,0.00000023,0.00000397,0.75715492,0.24281058
17872.400000,101325.000000,0.00003019,0.00000023,0.00000396,0.75715504,0.24281059
17882.250000,101325.000000,0.00003009,0.00000023,0.00000394,0.75715515,0.24281060
17892.100000,101325.000000,0.00002998,0.00000023,0.00000393,0.75715526,0.24281060
17901.950000,101325.000000,0.00002988,0.00000023,0.00000392,0.75715537,0.24281061
17911.800000,101325.000000,0.00002977,0.00000023,0.00000391,0.75715547,0.24281062
17921.650000,101325.000000,0.00002967,0.00000023,0.00000389,0.75715558,0.24281063
17931.500000,101325.000000,0.00002957,0.00000022,0.00000388,0.75715569,0.24281063
17941.350000,101325.000000,0.00002947,0.00000022,0.00000387,0.75715580,0.24281064
17951.200000,101325.000000,0.00002937,0.00000022,0.00000386,0.75715591,0.24281065
17961.050000,101325.000000,0.00002926,0.00000022,0.00000385,0.75715601,0.24281065
17970.900000,101325.000000,0.00002916,0.00000022,0.00000383,0.75715612,0.24281066
17980.750000,101325.000000,0.00002906,0.00000022,0.00000382,0.75715622,0.24281067
17990.600000,101325.000000,0.00002896,0.00000022,0.00000381,0.75715633,0.24281067
18000.450000,101325.000000,0.00002887,0.00000022,0.00000380,0.75715643,0.24281068
18010.300000,101325.000000,0.00002877,0.00000022,0.00000379,0.75715654,0.24281069
18020.150000,101325.000000,0.00002867,0.00000022,0.00000378,0.75715664,0.24281069
18030.000000,101325.000000,0.00002857,0.00000022,0.00000376,0.75715674,0.24281070
18039.850000,101325.000000,0.00002847,0.00000022,0.00000375,0.75715685,0.24281071
18049.700000,101325.000000,0.00002838,0.00000022,0.00000374,0.75715695,0.24281071
18059.550000,101325.000000,0.00002828,0.00000022,0.00000373,0.75715705,0.24281072
18069.400000,101325.000000,0.00002819,0.00000022,0.00000372,0.75715715,0.24281073
18079.250000,101325.000000,0.00002809,0.00000022,0.00000371,0.75715725,0.24281073
18089.100000,101325.000000,0.00002800,0.00000022,0.00000370,0.75715735,0.24281074
18098.950000,101325.000000,0.00002790,0.00000022,0.00000368,0.75715745,0.24281075
18108.800000,101325.000000,0.00002781,0.00000022,0.00000367,0.75715755,0.24281075
18118.650000,101325.000000,0.00002771,0.00000022,0.00000366,0.75715765,0.24281076
18128.500000,101325.000000,0.00002762,0.00000021,0.00000365,0.75715775,0.24281077
18138.350000,101325.000000,0.00002753,0.00000021,0.00000364,0.75715785,0.24281077
18148.200000,101325.000000,0.00002744,0.00000021,0.00000363,0.75715794,0.24281078
18158.050000,101325.000000,0.00002734,0.00000021,0.00000362,0.75715804,0.24281079
18167.900000,101325.000000,0.00002725,0.00000021,0.00000361,0.75715814,0.24281079
18177.750000,101325.000000,0.00002716,0.00000021,0.00000360,0.75715823,0.24281080
18187.600000,101325.000000,0.00002707,0.00000021,0.00000358,0.75715833,0.24281080
18197.450000,101325.000000,0.00002698,0.00000021,0.00000357,0.75715842,0.24281081
18207.300000,101325.000000,0.00002689,0.00000021,0.00000356,0.75715852,0.24281082
18217.150000,101325.000000,0.00002680,0.00000021,0.00000355,0.75715861,0.24281082
18227.000000,101325.000000,0.00002671,0.00000021,0.00000354,0.75715871,0.24281083
18236.850000,101325.000000,0.00002662,0.00000021,0.00000353,0.75715880,0.24281084
18246.700000,101325.000000,0.00002654,0.00000021,0.00000352,0.75715889,0.24281084
18256.550000,101325.000000,0.00002645,0.00000021,0.00000351,0.75715899,0.24281085
18266.400000,101325.000000,0.00002636,0.00000021,0.00000350,0.75715908,0.24281085
18276.250000,101325.000000,0.00002628,0.00000021,0.00000349,0.75715917,0.24281086
18286.100000,101325.000000,0.00002619,0.00000021,0.00000348,0.75715926,0.24281087
18295.950000,101325.000000,0.00002610,0.00000021,0.00000347,0.75715935,0.24281087
18305.800000,101325.000000,0.00002602,0.00000021,0.00000346,0.75715944,0.24281088
18315.650000,101325.000000,0.00002593,0.00000021,0.00000345,0.75715953,0.24281088
18325.500000,101325.000000,0.00002585,0.00000021,0.00000344,0.75715962,0.24281089
18335.350000,101325.000000,0.00002576,0.00000020,0.00000343,0.75715971,0.24281090
18345.200000,101325.000000,0.00002568,0.00000020,0.00000342,0.75715980,0.24281090
18355.050000,101325.000000,0.00002560,0.00000020,0.00000340,0.75715989,0.24281091
18364.900000,101325.000000,0.00002551,0.00000020,0.00000339,0.75715997,0.24281091
18374.750000,101325.000000,0.00002543,0.00000020,0.00000338,0.75716006,0.24281092
18384.600000,101325.000000,0.00002535,0.00000020,0.00000337,0.75716015,0.24281093
18394.450000,101325.000000,0.00002527,0.00000020,0.00000336,0.75716024,0.24281093
18404.300000,101325.000000,0.00002518,0.00000020,0.00000335,0.75716032,0.24281094
18414.150000,101325.000000,0.00002510,0.00000020,0.00000334,0.75716041,0.24281094
18424.000000,101325.000000,0.00002502,0.00000020,0.00000333,0.75716049,0.24281095
18433.850000,101325.000000,0.00002494,0.00000020,0.00000332,0.75716058,0.24281096
18443.700000,101325.000000,0.00002486,0.00000020,0.00000331,0.75716066,0.24281096
18453.550000,101325.000000,0.00002478,0.00000020,0.00000330,0.75716075,0.24281097
18463.400000,101325.000000,0.00002470,0.00000020,0.00000329,0.75716083,0.24281097
18473.250000,101325.000000,0.00002462,0.00000020,0.00000328,0.75716092,0.24281098
18483.100000,101325.000000,0.00002454,0.00000020,0.00000328,0.75716100,0.24281098
18492.950000,101325.000000,0.00002447,0.00000020,0.00000327,0.75716108,0.24281099
18502.800000,101325.000000,0.00002439,0.00000020,0.00000326,0.75716116,0.24281099
18512.650000,101325.000000,0.00002431,0.00000020,0.00000325,0.75716125,0.24281100
18522.500000,101325.000000,0.00002423,0.00000020,0.00000324,0.75716133,0.24281101
18532.350000,101325.000000,0.00002416,0.00000020,0.00000323,0.75716141,0.24281101
18542.200000,101325.000000,0.00002408,0.00000020,0.00000322,0.75716149,0.24281102
18552.050000,101325.000000,0.00002400,0.00000019,0.00000321,0.75716157,0.24281102
18561.900000,101325.000000,0.00002393,0.00000019,0.00000320,0.75716165,0.24281103
18571.750000,101325.000000,0.00002385,0.00000019,0.00000319,0.75716173,0.24281103
18581.600000,101325.000000,0.00002378,0.00000019,0.00000318,0.75716181,0.24281104
18591.450000,101325.000000,0.00002370,0.00000019,0.00000317,0.75716189,0.24281104
18601.300000,101325.000000,0.00002363,0.00000019,0.00000316,0.75716197,0.24281105
18611.150000,101325.000000,0.00002355,0.00000019,0.00000315,0.75716205,0.24281105
18621.000000,101325.000000,0.00002348,0.00000019,0.00000314,0.75716213,0.24281106
18630.850000,101325.000000,0.00002341,0.00000019,0.00000313,0.75716220,0.24281107
18640.700000,101325.000000,0.00002333,0.00000019,0.00000312,0.75716228,0.24281107
18650.550000,101325.000000,0.00002326,0.00000019,0.00000311,0.75716236,0.24281108
18660.400000,101325.000000,0.00002319,0.00000019,0.00000311,0.75716244,0.24281108
18670.250000,101325.000000,0.00002311,0.00000019,0.00000310,0.75716251,0.24281109
18680.100000,101325.000000,0.00002304,0.00000019,0.00000309,0.75716259,0.24281109
18689.950000,101325.000000,0.00002297,0.00000019,0.00000308,0.75716266,0.24281110
18699.800000,101325.000000,0.00002290,0.00000019,0.00000307,0.75716274,0.24281110
18709.650000,101325.000000,0.00002283,0.00000019,0.00000306,0.75716282,0.24281111
18719.500000,101325.000000,0.00002276,0.00000019,0.00000305,0.75716289,0.24281111
18729.350000,101325.000000,0.00002269,0.00000019,0.00000304,0.75716296,0.24281112
18739.200000,101325.000000,0.00002262,0.00000019,0.00000303,0.75716304,0.24281112
18749.050000,101325.000000,0.00002255,0.00000019,0.00000302,0.75716311,0.24281113
18758.900000,101325.000000,0.00002248,0.00000019,0.00000302,0.75716319,0.24281113
18768.750000,101325.000000,0.00002241,0.00000019,0.00000301,0.75716326,0.24281114
18778.600000,101325.000000,0.00002234,0.00000019,0.00000300,0.75716333,0.24281114
18788.450000,101325.000000,0.00002227,0.00000018,0.00000299,0.75716340,0.24281115
18798.300000,101325.000000,0.00002220,0.00000018,0.00000298,0.75716348,0.24281115
18808.150000,101325.000000,0.00002214,0.00000018,0.00000297,0.75716355,0.24281116
18818.000000,101325.000000,0.00002207,0.00000018,0.00000296,0.75716362,0.24281116
18827.850000,101325.000000,0.00002200,0.00000018,0.00000296,0.75716369,0.24281117
18837.700000,101325.000000,0.00002193,0.00000018,0.00000295,0.75716376,0.24281117
18847.550000,101325.000000,0.00002187,0.00000018,0.00000294,0.75716383,0.24281118
18857.400000,101325.000000,0.00002180,0.00000018,0.00000293,0.75716390,0.24281118
18867.250000,101325.000000,0.00002174,0.00000018,0.00000292,0.75716397,0.24281119
18877.100000,101325.000000,0.00002167,0.00000018,0.00000291,0.75716404,0.24281119
18886.950000,101325.000000,0.00002160,0.00000018,0.00000290,0.75716411,0.24281120
18896.800000,101325.000000,0.00002154,0.00000018,0.00000290,0.75716418,0.24281120
18906.650000,101325.000000,0.00002147,0.00000018,0.00000289,0.75716425,0.24281121
18916.500000,101325.000000,0.00002141,0.00000018,0.00000288,0.75716432,0.24281121
18926.350000,101325.000000,0.00002134,0.00000018,0.00000287,0.75716439,0.24281122
18936.200000,101325.000000,0.00002128,0.00000018,0.00000286,0.75716446,0.24281122
18946.050000,101325.000000,0.00002122,0.00000018,0.00000285,0.75716452,0.24281123
18955.900000,101325.000000,0.00002115,0.00000018,0.00000285,0.75716459,0.24281123
18965.750000,101325.000000,0.00002109,0.00000018,0.00000284,0.75716466,0.24281124
18975.600000,101325.000000,0.00002103,0.00000018,0.00000283,0.75716472,0.24281124
18985.450000,101325.000000,0.00002096,0.00000018,0.00000282,0.75716479,0.24281125
18995.300000,101325.000000,0.00002090,0.00000018,0.00000281,0.75716486,0.24281125
19005.150000,101325.000000,0.00002084,0.00000018,0.00000281,0.75716492,0.24281126
19015.000000,101325.000000,0.00002078,0.00000018,0.00000280,0.75716499,0.24281126
19024.850000,101325.000000,0.00002072,0.00000018,0.00000279,0.75716505,0.24281126
19034.700000,101325.000000,0.00002065,0.00000018,0.00000278,0.75716512,0.24281127
19044.550000,101325.000000,0.00002059,0.00000017,0.00000277,0.75716518,0.24281127
19054.400000,101325.000000,0.00002053,0.00000017,0.00000277,0.75716525,0.24281128
19064.250000,101325.000000,0.00002047,0.00000017,0.00000276,0.75716531,0.24281128
19074.100000,101325.000000,0.00002041,0.00000017,0.00000275,0.75716538,0.24281129
19083.950000,101325.000000,0.00002035,0.00000017,0.00000274,0.75716544,0.24281129
19093.800000,101325.000000,0.00002029,0.00000017,0.00000273,0.75716550,0.24281130
19103.650000,101325.000000,0.00002023,0.00000017,0.00000273,0.75716557,0.24281130
19113.500000,101325.000000,0.00002017,0.00000017,0.00000272,0.75716563,0.24281131
19123.350000,101325.000000,0.00002011,0.00000017,0.00000271,0.75716569,0.24281131
19133.200000,101325.000000,0.00002005,0.00000017,0.00000270,0.75716576,0.24281131
19143.050000,101325.000000,0.00002000,0.00000017,0.00000270,0.75716582,0.24281132
19152.900000,101325.000000,0.00001994,0.00000017,0.00000269,0.75716588,0.24281132
19162.750000,101325.000000,0.00001988,0.00000017,0.00000268,0.75716594,0.24281133
19172.600000,101325.000000,0.00001982,0.00000017,0.00000267,0.75716600,0.24281133
19182.450000,101325.000000,0.00001976,0.00000017,0.00000267,0.75716606,0.24281134
19192.300000,101325.000000,0.00001971,0.00000017,0.00000266,0.75716612,0.24281134
19202.150000,101325.000000,0.00001965,0.00000017,0.00000265,0.75716619,0.24281135
19212.000000,101325.000000,0.00001959,0.00000017,0.00000264,0.75716625,0.24281135
19221.850000,101325.000000,0.00001954,0.00000017,0.00000264,0.75716631,0.24281135
19231.700000,101325.000000,0.00001948,0.00000017,0.00000263,0.75716637,0.24281136
19241.550000,101325.000000,0.00001942,0.00000017,0.00000262,0.75716643,0.24281136
19251.400000,101325.000000,0.00001937,0.00000017,0.00000261,0.75716648,0.24281137
19261.250000,101325.000000,0.00001931,0.00000017,0.00000261,0.75716654,0.24281137
19271.100000,101325.000000,0.00001926,0.00000017,0.00000260,0.75716660,0.24281138
19280.950000,101325.000000,0.00001920,0.00000017,0.00000259,0.75716666,0.24281138
19290.800000,101325.000000,0.00001915,0.00000017,0.00000258,0.75716672,0.24281138
19300.650000,101325.000000,0.00001909,0.00000017,0.00000258,0.75716678,0.24281139
19310.500000,101325.000000,0.00001904,0.00000017,0.00000257,0.75716684,0.24281139
19320.350000,101325.000000,0.00001898,0.00000016,0.00000256,0.75716689,0.24281140
19330.200000,101325.000000,0.00001893,0.00000016,0.00000255,0.75716695,0.24281140
19340.050000,101325.000000,0.00001888,0.00000016,0.00000255,0.75716701,0.24281141
19349.900000,101325.000000,0.00001882,0.00000016,0.00000254,0.75716706,0.24281141
19359.750000,101325.000000,0.00001877,0.00000016,0.00000253,0.75716712,0.24281141
19369.600000,101325.000000,0.00001872,0.00000016,0.00000253,0.75716718,0.24281142
19379.450000,101325.000000,0.00001866,0.00000016,0.00000252,0.75716723,0.24281142
19389.300000,101325.000000,0.00001861,0.00000016,0.00000251,0.75716729,0.24281143
19399.150000,101325.000000,0.00001856,0.00000016,0.00000251,0.75716735,0.24281143
19409.000000,101325.000000,0.00001850,0.00000016,0.00000250,0.75716740,0.24281143
19418.850000,101325.000000,0.00001845,0.00000016,0.00000249,0.75716746,0.24281144
19428.700000,101325.000000,0.00001840,0.00000016,0.00000248,0.75716751,0.24281144
19438.550000,101325.000000,0.00001835,0.00000016,0.00000248,0.75716757,0.24281145
19448.400000,101325.000000,0.00001830,0.00000016,0.00000247,0.75716762,0.24281145
19458.250000,101325.000000,0.00001825,0.00000016,0.00000246,0.75716768,0.24281145
19468.100000,101325.000000,0.00001820,0.00000016,0.00000246,0.75716773,0.24281146
19477.950000,101325.000000,0.00001814,0.00000016,0.00000245,0.75716778,0.24281146
19487.800000,101325.000000,0.00001809,0.00000016,0.00000244,0.75716784,0.24281147
19497.650000,101325.000000,0.00001804,0.00000016,0.00000244,0.75716789,0.24281147
19507.500000,101325.000000,0.00001799,0.00000016,0.00000243,0.75716794,0.24281147
19517.350000,101325.000000,0.00001794,0.00000016,0.00000242,0.75716800,0.24281148
19527.200000,101325.000000,0.00001789,0.00000016,0.00000242,0.75716805,0.24281148
19537.050000,101325.000000,0.00001784,0.00000016,0.00000241,0.75716810,0.24281149
19546.900000,101325.000000,0.00001780,0.00000016,0.00000240,0.75716816,0.24281149
19556.750000,101325.000000,0.00001775,0.00000016,0.00000240,0.75716821,0.24281149
19566.600000,101325.000000,0.00001770,0.00000016,0.00000239,0.75716826,0.24281150
19576.450000,101325.000000,0.00001765,0.00000016,0.00000238,0.75716831,0.24281150
19586.300000,101325.000000,0.00001760,0.00000016,0.00000238,0.75716836,0.24281150
19596.150000,101325.000000,0.00001755,0.00000016,0.00000237,0.75716841,0.24281151
19606.000000,101325.000000,0.00001750,0.00000016,0.00000236,0.75716847,0.24281151
19615.850000,101325.000000,0.00001746,0.00000015,0.00000236,0.75716852,0.24281152
19625.700000,101325.000000,0.00001741,0.00000015,0.00000235,0.75716857,0.24281152
19635.550000,101325.000000,0.00001736,0.00000015,0.00000234,0.75716862,0.24281152
19645.400000,101325.000000,0.00001731,0.00000015,0.00000234,0.75716867,0.24281153
19655.250000,101325.000000,0.00001727,0.00000015,0.00000233,0.75716872,0.24281153
19665.100000,101325.000000,0.00001722,0.00000015,0.00000232,0.75716877,0.24281153
19674.950000,101325.000000,0.00001717,0.00000015,0.00000232,0.75716882,0.24281154
19684.800000,101325.000000,0.00001713,0.00000015,0.00000231,0.75716887,0.24281154
19694.650000,101325.000000,0.00001708,0.00000015,0.00000231,0.75716892,0.24281155
19704.500000,101325.000000,0.00001703,0.00000015,0.00000230,0.75716897,0.24281155
19714.350000,101325.000000,0.00001699,0.00000015,0.00000229,0.75716902,0.24281155
19724.200000,101325.000000,0.00001694,0.00000015,0.00000229,0.75716906,0.24281156
19734.050000,101325.000000,0.00001690,0.00000015,0.00000228,0.75716911,0.24281156
19743.900000,101325.000000,0.00001685,0.00000015,0.00000227,0.75716916,0.24281156
19753.750000,101325.000000,0.00001680,0.00000015,0.00000227,0.75716921,0.24281157
19763.600000,101325.000000,0.00001676,0.00000015,0.00000226,0.75716926,0.24281157
19773.450000,101325.000000,0.00001671,0.00000015,0.00000226,0.75716931,0.24281158
19783.300000,101325.000000,0.00001667,0.00000015,0.00000225,0.75716935,0.24281158
19793.150000,101325.000000,0.00001662,0.00000015,0.00000224,0.75716940,0.24281158
19803.000000,101325.000000,0.00001658,0.00000015,0.00000224,0.75716945,0.24281159
19812.850000,101325.000000,0.00001654,0.00000015,0.00000223,0.75716949,0.24281159
19822.700000,101325.000000,0.00001649,0.00000015,0.00000223,0.75716954,0.24281159
19832.550000,101325.000000,0.00001645,0.00000015,0.00000222,0.75716959,0.24281160
19842.400000,101325.000000,0.00001640,0.00000015,0.00000221,0.75716963,0.24281160
19852.250000,101325.000000,0.00001636,0.00000015,0.00000221,0.75716968,0.24281160
19862.100000,101325.000000,0.00001632,0.00000015,0.00000220,0.75716973,0.24281161
19871.950000,101325.000000,0.00001627,0.00000015,0.00000220,0.75716977,0.24281161
19881.800000,101325.000000,0.00001623,0.00000015,0.00000219,0.75716982,0.24281161
19891.650000,101325.000000,0.00001619,0.00000015,0.00000218,0.75716986,0.24281162
19901.500000,101325.000000,0.00001615,0.00000015,0.00000218,0.75716991,0.24281162
19911.350000,101325.000000,0.00001610,0.00000015,0.00000217,0.75716996,0.24281162
19921.200000,101325.000000,0.00001606,0.00000015,0.00000217,0.75717000,0.24281163
19931.050000,101325.000000,0.00001602,0.00000015,0.00000216,0.75717005,0.24281163
19940.900000,101325.000000,0.00001598,0.00000014,0.00000215,0.75717009,0.24281163
19950.750000,101325.000000,0.00001594,0.00000014,0.00000215,0.75717013,0.24281164
19960.600000,101325.000000,0.00001589,0.00000014,0.00000214,0.75717018,0.24281164
19970.450000,101325.000000,0.00001585,0.00000014,0.00000214,0.75717022,0.24281164
19980.300000,101325.000000,0.00001581,0.00000014,0.00000213,0.75717027,0.24281165
19990.150000,101325.000000,0.00001577,0.00000014,0.00000212,0.75717031,0.24281165
