T,P,N2,O2,NO,N,O,N2+,O2+,N+,O+,NO+,e-
3333.800000,101325.000000,0.73117155,0.14750992,0.05564676,0.00004155,0.06563000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000022,0.00000000
3343.650000,101325.000000,0.73106363,0.14589847,0.05587313,0.00004377,0.06712077,0.00000000,0.00000000,0.00000000,0.00000000,0.00000023,0.00000000
3353.500000,101325.000000,0.73095931,0.14427498,0.05609155,0.00004608,0.06862783,0.00000000,0.00000000,0.00000000,0.00000000,0.00000025,0.00000000
3363.350000,101325.000000,0.73085866,0.14263993,0.05630190,0.00004851,0.07015075,0.00000000,0.00000000,0.00000000,0.00000000,0.00000026,0.00000000
3373.200000,101325.000000,0.73076171,0.14099382,0.05650404,0.00005105,0.07168911,0.00000000,0.00000000,0.00000000,0.00000000,0.00000027,0.00000000
3383.050000,101325.000000,0.73066854,0.13933716,0.05669785,0.00005371,0.07324245,0.00000000,0.00000000,0.00000000,0.00000000,0.00000029,0.00000000
3392.900000,101325.000000,0.73057919,0.13767049,0.05688322,0.00005650,0.07481031,0.00000000,0.00000000,0.00000000,0.00000000,0.00000030,0.00000000
3402.750000,101325.000000,0.73049371,0.13599437,0.05706002,0.00005940,0.07639218,0.00000000,0.00000000,0.00000000,0.00000000,0.00000032,0.00000000
3412.600000,101325.000000,0.73041214,0.13430937,0.05722815,0.00006245,0.07798756,0.00000000,0.00000000,0.00000000,0.00000000,0.00000033,0.00000000
3422.450000,101325.000000,0.73033454,0.13261607,0.05738749,0.00006563,0.07959592,0.00000000,0.00000000,0.00000000,0.00000000,0.00000035,0.00000000
3432.300000,101325.000000,0.73026093,0.13091509,0.05753796,0.00006895,0.08121670,0.00000000,0.00000000,0.00000000,0.00000000,0.00000037,0.00000000
3442.150000,101325.000000,0.73019137,0.12920704,0.05767946,0.00007242,0.08284932,0.00000000,0.00000000,0.00000000,0.00000000,0.00000039,0.00000000
3452.000000,101325.000000,0.73012588,0.12749256,0.05781189,0.00007605,0.08449321,0.00000000,0.00000000,0.00000000,0.00000000,0.00000041,0.00000000
3461.850000,101325.000000,0.73006449,0.12577232,0.05793518,0.00007983,0.08614774,0.00000000,0.00000000,0.00000000,0.00000000,0.00000043,0.00000000
3471.700000,101325.000000,0.73000725,0.12404696,0.05804925,0.00008379,0.08781230,0.00000000,0.00000000,0.00000000,0.00000000,0.00000045,0.00000000
3481.550000,101325.000000,0.72995417,0.12231717,0.05815403,0.00008791,0.08948625,0.00000000,0.00000000,0.00000000,0.00000000,0.00000047,0.00000000
3491.400000,101325.000000,0.72990528,0.12058364,0.05824945,0.00009222,0.09116891,0.00000000,0.00000000,0.00000000,0.00000000,0.00000050,0.00000000
3501.250000,101325.000000,0.72986059,0.11884708,0.05833546,0.00009671,0.09285963,0.00000000,0.00000000,0.00000000,0.00000000,0.00000052,0.00000000
3511.100000,101325.000000,0.72982013,0.11710820,0.05841201,0.00010139,0.09455772,0.00000000,0.00000000,0.00000000,0.00000000,0.00000055,0.00000000
3520.950000,101325.000000,0.72978390,0.11536772,0.05847906,0.00010627,0.09626247,0.00000000,0.00000000,0.00000000,0.00000000,0.00000057,0.00000000
3530.800000,101325.000000,0.72975192,0.11362637,0.05853657,0.00011137,0.09797317,0.00000000,0.00000000,0.00000000,0.00000000,0.00000060,0.00000000
3540.650000,101325.000000,0.72972418,0.11188490,0.05858452,0.00011667,0.09968910,0.00000000,0.00000000,0.00000000,0.00000000,0.00000063,0.00000000
3550.500000,101325.000000,0.72970070,0.11014403,0.05862289,0.00012220,0.10140952,0.00000000,0.00000000,0.00000000,0.00000000,0.00000066,0.00000000
3560.350000,101325.000000,0.72968146,0.10840453,0.05865166,0.00012796,0.10313370,0.00000000,0.00000000,0.00000000,0.00000000,0.00000069,0.00000000
3570.200000,101325.000000,0.72966647,0.10666714,0.05867083,0.00013395,0.10486088,0.00000000,0.00000000,0.00000000,0.00000000,0.00000072,0.00000000
3580.050000,101325.000000,0.72965570,0.10493262,0.05868041,0.00014020,0.10659031,0.00000000,0.00000000,0.00000000,0.00000000,0.00000076,0.00000000
3589.900000,101325.000000,0.72964915,0.10320172,0.05868041,0.00014669,0.10832122,0.00000000,0.00000000,0.00000000,0.00000000,0.00000079,0.00000000
3599.750000,101325.000000,0.72964680,0.10147520,0.05867085,0.00015346,0.11005285,0.00000000,0.00000000,0.00000000,0.00000000,0.00000083,0.00000000
3609.600000,101325.000000,0.72964863,0.09975381,0.05865176,0.00016050,0.11178443,0.00000000,0.00000000,0.00000000,0.00000000,0.00000087,0.00000000
3619.450000,101325.000000,0.72965460,0.09803830,0.05862317,0.00016782,0.11351520,0.00000000,0.00000000,0.00000000,0.00000000,0.00000091,0.00000000
3629.300000,101325.000000,0.72966469,0.09632942,0.05858514,0.00017543,0.11524437,0.00000000,0.00000000,0.00000000,0.00000000,0.00000095,0.00000000
3639.150000,101325.000000,0.72967886,0.09462790,0.05853771,0.00018334,0.11697119,0.00000000,0.00000000,0.00000000,0.00000000,0.00000099,0.00000000
3649.000000,101325.000000,0.72969708,0.09293447,0.05848095,0.00019157,0.11869489,0.00000000,0.00000000,0.00000000,0.00000000,0.00000103,0.00000000
3658.850000,101325.000000,0.72971929,0.09124987,0.05841493,0.00020013,0.12041470,0.00000000,0.00000000,0.00000000,0.00000000,0.00000108,0.00000000
3668.700000,101325.000000,0.72974546,0.08957479,0.05833973,0.00020901,0.12212988,0.00000000,0.00000000,0.00000000,0.00000000,0.00000113,0.00000000
3678.550000,101325.000000,0.72977553,0.08790995,0.05825543,0.00021824,0.12383967,0.00000000,0.00000000,0.00000000,0.00000000,0.00000117,0.00000000
3688.400000,101325.000000,0.72980944,0.08625603,0.05816213,0.00022783,0.12554335,0.00000000,0.00000000,0.00000000,0.00000000,0.00000123,0.00000000
3698.250000,101325.000000,0.72984713,0.08461370,0.05805994,0.00023778,0.12724016,0.00000000,0.00000000,0.00000000,0.00000000,0.00000128,0.00000000
3708.100000,101325.000000,0.72988855,0.08298363,0.05794895,0.00024812,0.12892941,0.00000000,0.00000000,0.00000000,0.00000000,0.00000133,0.00000000
3717.950000,101325.000000,0.72993363,0.08136646,0.05782930,0.00025885,0.13061039,0.00000000,0.00000000,0.00000000,0.00000000,0.00000139,0.00000000
3727.800000,101325.000000,0.72998228,0.07976281,0.05770109,0.00026998,0.13228239,0.00000000,0.00000000,0.00000000,0.00000000,0.00000145,0.00000000
3737.650000,101325.000000,0.73003445,0.07817329,0.05756447,0.00028153,0.13394475,0.00000000,0.00000000,0.00000000,0.00000000,0.00000151,0.00000000
3747.500000,101325.000000,0.73009005,0.07659849,0.05741958,0.00029350,0.13559680,0.00000000,0.00000000,0.00000000,0.00000000,0.00000157,0.00000000
3757.350000,101325.000000,0.73014900,0.07503897,0.05726656,0.00030593,0.13723791,0.00000000,0.00000000,0.00000000,0.00000000,0.00000163,0.00000000
3767.200000,101325.000000,0.73021122,0.07349528,0.05710556,0.00031881,0.13886744,0.00000000,0.00000000,0.00000000,0.00000000,0.00000170,0.00000000
3777.050000,101325.000000,0.73027662,0.07196793,0.05693673,0.00033216,0.14048479,0.00000000,0.00000000,0.00000000,0.00000000,0.00000177,0.00000000
3786.900000,101325.000000,0.73034510,0.07045743,0.05676025,0.00034600,0.14208938,0.00000000,0.00000000,0.00000000,0.00000000,0.00000184,0.00000000
3796.750000,101325.000000,0.73041658,0.06896425,0.05657628,0.00036034,0.14368064,0.00000000,0.00000000,0.00000000,0.00000000,0.00000191,0.00000000
3806.600000,101325.000000,0.73049096,0.06748885,0.05638499,0.00037519,0.14525802,0.00000000,0.00000000,0.00000000,0.00000000,0.00000199,0.00000000
3816.450000,101325.000000,0.73056813,0.06603163,0.05618657,0.00039058,0.14682102,0.00000000,0.00000000,0.00000000,0.00000000,0.00000206,0.00000000
3826.300000,101325.000000,0.73064801,0.06459301,0.05598119,0.00040651,0.14836913,0.00000000,0.00000000,0.00000000,0.00000000,0.00000214,0.00000000
3836.150000,101325.000000,0.73073048,0.06317336,0.05576905,0.00042301,0.14990188,0.00000000,0.00000000,0.00000000,0.00000000,0.00000223,0.00000000
3846.000000,101325.000000,0.73081544,0.06177301,0.05555033,0.00044009,0.15141882,0.00000000,0.00000000,0.00000000,0.00000000,0.00000231,0.00000000
3855.850000,101325.000000,0.73090277,0.06039230,0.05532523,0.00045776,0.15291954,0.00000000,0.00000000,0.00000000,0.00000000,0.00000240,0.00000000
3865.700000,101325.000000,0.73099239,0.05903151,0.05509394,0.00047605,0.15440362,0.00000000,0.00000000,0.00000000,0.00000000,0.00000249,0.00000000
3875.550000,101325.000000,0.73108416,0.05769091,0.05485667,0.00049497,0.15587071,0.00000000,0.00000000,0.00000000,0.00000000,0.00000258,0.00000000
3885.400000,101325.000000,0.73117798,0.05637073,0.05461361,0.00051454,0.15732045,0.00000000,0.00000000,0.00000000,0.00000000,0.00000268,0.00000000
3895.250000,101325.000000,0.73127374,0.05507120,0.05436497,0.00053478,0.15875253,0.00000000,0.00000000,0.00000000,0.00000000,0.00000278,0.00000000
3905.100000,101325.000000,0.73137132,0.05379249,0.05411096,0.00055570,0.16016664,0.00000000,0.00000000,0.00000000,0.00000000,0.00000288,0.00000000
3914.950000,101325.000000,0.73147060,0.05253477,0.05385178,0.00057734,0.16156253,0.00000000,0.00000000,0.00000000,0.00000000,0.00000299,0.00000000
3924.800000,101325.000000,0.73157147,0.05129816,0.05358764,0.00059970,0.16293993,0.00000000,0.00000000,0.00000000,0.00000000,0.00000309,0.00000000
3934.650000,101325.000000,0.73167381,0.05008278,0.05331874,0.00062280,0.16429865,0.00000000,0.00000000,0.00000000,0.00000000,0.00000321,0.00000000
3944.500000,101325.000000,0.73177751,0.04888872,0.05304530,0.00064668,0.16563847,0.00000000,0.00000000,0.00000000,0.00000000,0.00000332,0.00000000
3954.350000,101325.000000,0.73188244,0.04771602,0.05276752,0.00067134,0.16695924,0.00000000,0.00000000,0.00000000,0.00000000,0.00000344,0.00000000
3964.200000,101325.000000,0.73198849,0.04656472,0.05248561,0.00069681,0.16826081,0.00000000,0.00000000,0.00000000,0.00000000,0.00000356,0.00000000
3974.050000,101325.000000,0.73209555,0.04543483,0.05219976,0.00072311,0.16954305,0.00000000,0.00000000,0.00000000,0.00000000,0.00000368,0.00000000
3983.900000,101325.000000,0.73220348,0.04432635,0.05191020,0.00075027,0.17080588,0.00000000,0.00000000,0.00000000,0.00000000,0.00000381,0.00000000
3993.750000,101325.000000,0.73231218,0.04323924,0.05161711,0.00077830,0.17204921,0.00000000,0.00000000,0.00000000,0.00000000,0.00000394,0.00000000
4003.600000,101325.000000,0.73242153,0.04217345,0.05132071,0.00080724,0.17327299,0.00000000,0.00000000,0.00000000,0.00000000,0.00000408,0.00000000
4013.450000,101325.000000,0.73253141,0.04112889,0.05102119,0.00083709,0.17447719,0.00000000,0.00000000,0.00000000,0.00000000,0.00000422,0.00000000
4023.300000,101325.000000,0.73264171,0.04010548,0.05071874,0.00086790,0.17566181,0.00000000,0.00000001,0.00000000,0.00000000,0.00000436,0.00000000
4033.150000,101325.000000,0.73275231,0.03910310,0.05041356,0.00089967,0.17682685,0.00000000,0.00000001,0.00000000,0.00000000,0.00000451,0.00000000
4043.000000,101325.000000,0.73286309,0.03812162,0.05010585,0.00093245,0.17797233,0.00000000,0.00000001,0.00000000,0.00000000,0.00000466,0.00000000
4052.850000,101325.000000,0.73297395,0.03716090,0.04979578,0.00096624,0.17909832,0.00000000,0.00000001,0.00000000,0.00000000,0.00000481,0.00000000
4062.700000,101325.000000,0.73308476,0.03622076,0.04948355,0.00100109,0.18020486,0.00000000,0.00000001,0.00000000,0.00000000,0.00000497,0.00000000
4072.550000,101325.000000,0.73319543,0.03530104,0.04916933,0.00103701,0.18129205,0.00000000,0.00000001,0.00000000,0.00000000,0.00000513,0.00000000
4082.400000,101325.000000,0.73330583,0.03440153,0.04885331,0.00107403,0.18235999,0.00000000,0.00000001,0.00000000,0.00000000,0.00000530,0.00000000
4092.250000,101325.000000,0.73341587,0.03352203,0.04853565,0.00111219,0.18340879,0.00000000,0.00000001,0.00000000,0.00000000,0.00000547,0.00000000
4102.100000,101325.000000,0.73352542,0.03266232,0.04821654,0.00115151,0.18443857,0.00000000,0.00000001,0.00000000,0.00000000,0.00000564,0.00000000
4111.950000,101325.000000,0.73363439,0.03182216,0.04789612,0.00119201,0.18544948,0.00000000,0.00000001,0.00000000,0.00000000,0.00000582,0.00000000
4121.800000,101325.000000,0.73374268,0.03100133,0.04757458,0.00123373,0.18644168,0.00000000,0.00000001,0.00000000,0.00000000,0.00000601,0.00000000
4131.650000,101325.000000,0.73385017,0.03019956,0.04725205,0.00127669,0.18741532,0.00000000,0.00000001,0.00000000,0.00000000,0.00000620,0.00000000
4141.500000,101325.000000,0.73395676,0.02941660,0.04692871,0.00132093,0.18837060,0.00000000,0.00000001,0.00000000,0.00000000,0.00000639,0.00000000
4151.350000,101325.000000,0.73406236,0.02865217,0.04660469,0.00136648,0.18930770,0.00000000,0.00000001,0.00000000,0.00000000,0.00000659,0.00000000
4161.200000,101325.000000,0.73416686,0.02790600,0.04628015,0.00141337,0.19022682,0.00000000,0.00000001,0.00000000,0.00000000,0.00000679,0.00000000
4171.050000,101325.000000,0.73427017,0.02717781,0.04595521,0.00146164,0.19112816,0.00000000,0.00000001,0.00000000,0.00000000,0.00000700,0.00000000
4180.900000,101325.000000,0.73437219,0.02646731,0.04563003,0.00151130,0.19201194,0.00000000,0.00000001,0.00000000,0.00000000,0.00000721,0.00000000
4190.750000,101325.000000,0.73447283,0.02577421,0.04530473,0.00156240,0.19287839,0.00000000,0.00000001,0.00000000,0.00000000,0.00000743,0.00000000
4200.600000,101325.000000,0.73457199,0.02509820,0.04497943,0.00161498,0.19372773,0.00000000,0.00000001,0.00000000,0.00000000,0.00000765,0.00000000
4210.450000,101325.000000,0.73466958,0.02443899,0.04465427,0.00166906,0.19456020,0.00000000,0.00000001,0.00000000,0.00000000,0.00000788,0.00000000
4220.300000,101325.000000,0.73476552,0.02379627,0.04432936,0.00172467,0.19537605,0.00000000,0.00000001,0.00000000,0.00000000,0.00000812,0.00000000
4230.150000,101325.000000,0.73485970,0.02316974,0.04400481,0.00178187,0.19617551,0.00000000,0.00000001,0.00000000,0.00000000,0.00000836,0.00000000
4240.000000,101325.000000,0.73495205,0.02255908,0.04368073,0.00184068,0.19695884,0.00000000,0.00000001,0.00000000,0.00000000,0.00000860,0.00000000
4249.850000,101325.000000,0.73504248,0.02196399,0.04335723,0.00190113,0.19772630,0.00000000,0.00000001,0.00000000,0.00000000,0.00000885,0.00000000
4259.700000,101325.000000,0.73513091,0.02138416,0.04303441,0.00196327,0.19847813,0.00000000,0.00000001,0.00000000,0.00000000,0.00000911,0.00000000
4269.550000,101325.000000,0.73521724,0.02081927,0.04271237,0.00202714,0.19921459,0.00000000,0.00000001,0.00000000,0.00000000,0.00000937,0.00000000
4279.400000,101325.000000,0.73530140,0.02026901,0.04239120,0.00209277,0.19993596,0.00000000,0.00000001,0.00000000,0.00000000,0.00000964,0.00000000
4289.250000,101325.000000,0.73538331,0.01973308,0.04207098,0.00216020,0.20064249,0.00000000,0.00000001,0.00000000,0.00000000,0.00000992,0.00000000
4299.100000,101325.000000,0.73546290,0.01921117,0.04175180,0.00222948,0.20133444,0.00000000,0.00000001,0.00000000,0.00000000,0.00001020,0.00000000
4308.950000,101325.000000,0.73554007,0.01870297,0.04143375,0.00230063,0.20201208,0.00000000,0.00000001,0.00000000,0.00000000,0.00001049,0.00000000
4318.800000,101325.000000,0.73561475,0.01820818,0.04111689,0.00237371,0.20267567,0.00000000,0.00000001,0.00000000,0.00000000,0.00001078,0.00000000
4328.650000,101325.000000,0.73568687,0.01772648,0.04080131,0.00244876,0.20332548,0.00000000,0.00000001,0.00000000,0.00000000,0.00001108,0.00000000
4338.500000,101325.000000,0.73575636,0.01725760,0.04048707,0.00252582,0.20396176,0.00000000,0.00000001,0.00000000,0.00000000,0.00001139,0.00000000
4348.350000,101325.000000,0.73582313,0.01680121,0.04017423,0.00260492,0.20458479,0.00000000,0.00000001,0.00000000,0.00000000,0.00001170,0.00000000
4358.200000,101325.000000,0.73588712,0.01635704,0.03986286,0.00268613,0.20519481,0.00000000,0.00000001,0.00000000,0.00000000,0.00001202,0.00000000
4368.050000,101325.000000,0.73594826,0.01592480,0.03955302,0.00276947,0.20579210,0.00000000,0.00000001,0.00000000,0.00000000,0.00001235,0.00000000
4377.900000,101325.000000,0.73600646,0.01550418,0.03924475,0.00285500,0.20637690,0.00000000,0.00000001,0.00000000,0.00000000,0.00001268,0.00000000
4387.750000,101325.000000,0.73606167,0.01509492,0.03893812,0.00294277,0.20694947,0.00000000,0.00000001,0.00000000,0.00000000,0.00001303,0.00000000
4397.600000,101325.000000,0.73611381,0.01469674,0.03863318,0.00303281,0.20751007,0.00000000,0.00000002,0.00000000,0.00000000,0.00001338,0.00000000
4407.450000,101325.000000,0.73616282,0.01430935,0.03832996,0.00312518,0.20805895,0.00000000,0.00000002,0.00000000,0.00000000,0.00001373,0.00000000
4417.300000,101325.000000,0.73620862,0.01393249,0.03802851,0.00321992,0.20859635,0.00000000,0.00000002,0.00000000,0.00000000,0.00001410,0.00000000
4427.150000,101325.000000,0.73625114,0.01356590,0.03772887,0.00331709,0.20912251,0.00000000,0.00000002,0.00000000,0.00000000,0.00001447,0.00000000
4437.000000,101325.000000,0.73629033,0.01320931,0.03743108,0.00341673,0.20963769,0.00000000,0.00000002,0.00000000,0.00000000,0.00001485,0.00000000
4446.850000,101325.000000,0.73632612,0.01286246,0.03713517,0.00351889,0.21014211,0.00000000,0.00000002,0.00000000,0.00000000,0.00001524,0.00000000
4456.700000,101325.000000,0.73635843,0.01252511,0.03684117,0.00362363,0.21063601,0.00000000,0.00000002,0.00000000,0.00000000,0.00001563,0.00000000
4466.550000,101325.000000,0.73638720,0.01219700,0.03654912,0.00373100,0.21111963,0.00000000,0.00000002,0.00000000,0.00000000,0.00001603,0.00000000
4476.400000,101325.000000,0.73641237,0.01187789,0.03625903,0.00384104,0.21159319,0.00000000,0.00000002,0.00000000,0.00000000,0.00001645,0.00000000
4486.250000,101325.000000,0.73643388,0.01156755,0.03597094,0.00395382,0.21205692,0.00000000,0.00000002,0.00000000,0.00000000,0.00001687,0.00000000
4496.100000,101325.000000,0.73645165,0.01126574,0.03568487,0.00406938,0.21251103,0.00000000,0.00000002,0.00000000,0.00000000,0.00001730,0.00000000
4505.950000,101325.000000,0.73646562,0.01097224,0.03540083,0.00418779,0.21295575,0.00000000,0.00000002,0.00000000,0.00000000,0.00001773,0.00000000
4515.800000,101325.000000,0.73647574,0.01068682,0.03511885,0.00430910,0.21339129,0.00000000,0.00000002,0.00000000,0.00000000,0.00001818,0.00000000
4525.650000,101325.000000,0.73648193,0.01040927,0.03483894,0.00443336,0.21381785,0.00000000,0.00000002,0.00000000,0.00000000,0.00001863,0.00000000
4535.500000,101325.000000,0.73648413,0.01013936,0.03456111,0.00456063,0.21423564,0.00000000,0.00000002,0.00000000,0.00000000,0.00001910,0.00000000
4545.350000,101325.000000,0.73648228,0.00987690,0.03428539,0.00469097,0.21464487,0.00000000,0.00000002,0.00000000,0.00000000,0.00001957,0.00000000
4555.200000,101325.000000,0.73647631,0.00962168,0.03401177,0.00482443,0.21504573,0.00000000,0.00000002,0.00000000,0.00000000,0.00002006,0.00000000
4565.050000,101325.000000,0.73646616,0.00937349,0.03374026,0.00496109,0.21543842,0.00000000,0.00000002,0.00000000,0.00000001,0.00002055,0.00000000
4574.900000,101325.000000,0.73645176,0.00913216,0.03347089,0.00510099,0.21582312,0.00000000,0.00000002,0.00000000,0.00000001,0.00002105,0.00000000
4584.750000,101325.000000,0.73643306,0.00889748,0.03320364,0.00524421,0.21620002,0.00000000,0.00000002,0.00000000,0.00000001,0.00002156,0.00000000
4594.600000,101325.000000,0.73640998,0.00866927,0.03293853,0.00539080,0.21656931,0.00000000,0.00000002,0.00000000,0.00000001,0.00002208,0.00000000
4604.450000,101325.000000,0.73638247,0.00844735,0.03267555,0.00554082,0.21693116,0.00000000,0.00000002,0.00000000,0.00000001,0.00002261,0.00000000
4614.300000,101325.000000,0.73635045,0.00823156,0.03241472,0.00569434,0.21728574,0.00000000,0.00000002,0.00000000,0.00000001,0.00002316,0.00000000
4624.150000,101325.000000,0.73631387,0.00802170,0.03215603,0.00585142,0.21763324,0.00000000,0.00000003,0.00000000,0.00000001,0.00002371,0.00000000
4634.000000,101325.000000,0.73627265,0.00781762,0.03189948,0.00601213,0.21797381,0.00000000,0.00000003,0.00000000,0.00000001,0.00002427,0.00000000
4643.850000,101325.000000,0.73622674,0.00761916,0.03164507,0.00617653,0.21830761,0.00000000,0.00000003,0.00000000,0.00000001,0.00002484,0.00000000
4653.700000,101325.000000,0.73617606,0.00742616,0.03139279,0.00634470,0.21863482,0.00000000,0.00000003,0.00000000,0.00000001,0.00002543,0.00000000
4663.550000,101325.000000,0.73612056,0.00723846,0.03114265,0.00651670,0.21895558,0.00000000,0.00000003,0.00000000,0.00000001,0.00002602,0.00000000
4673.400000,101325.000000,0.73606015,0.00705591,0.03089464,0.00669259,0.21927004,0.00000000,0.00000003,0.00000000,0.00000001,0.00002663,0.00000000
4683.250000,101325.000000,0.73599479,0.00687837,0.03064874,0.00687245,0.21957836,0.00000000,0.00000003,0.00000000,0.00000001,0.00002725,0.00000000
4693.100000,101325.000000,0.73592439,0.00670570,0.03040496,0.00705635,0.21988068,0.00000000,0.00000003,0.00000000,0.00000001,0.00002788,0.00000000
4702.950000,101325.000000,0.73584889,0.00653775,0.03016329,0.00724436,0.22017715,0.00000000,0.00000003,0.00000000,0.00000001,0.00002852,0.00000000
4712.800000,101325.000000,0.73576823,0.00637440,0.02992372,0.00743655,0.22046789,0.00000000,0.00000003,0.00000000,0.00000001,0.00002917,0.00000000
4722.650000,101325.000000,0.73568233,0.00621550,0.02968624,0.00763300,0.22075305,0.00000000,0.00000003,0.00000000,0.00000001,0.00002983,0.00000000
4732.500000,101325.000000,0.73559112,0.00606094,0.02945084,0.00783377,0.22103277,0.00000000,0.00000003,0.00000000,0.00000001,0.00003051,0.00000000
4742.350000,101325.000000,0.73549454,0.00591059,0.02921752,0.00803895,0.22130716,0.00000000,0.00000003,0.00000000,0.00000001,0.00003119,0.00000000
4752.200000,101325.000000,0.73539252,0.00576433,0.02898625,0.00824860,0.22157635,0.00000000,0.00000003,0.00000000,0.00000001,0.00003189,0.00000000
4762.050000,101325.000000,0.73528497,0.00562205,0.02875704,0.00846281,0.22184047,0.00000000,0.00000003,0.00000000,0.00000002,0.00003261,0.00000000
4771.900000,101325.000000,0.73517184,0.00548362,0.02852986,0.00868166,0.22209964,0.00000000,0.00000003,0.00000000,0.00000002,0.00003333,0.00000000
4781.750000,101325.000000,0.73505304,0.00534894,0.02830471,0.00890521,0.22235398,0.00000000,0.00000003,0.00000000,0.00000002,0.00003407,0.00000000
4791.600000,101325.000000,0.73492851,0.00521791,0.02808157,0.00913355,0.22260358,0.00000000,0.00000003,0.00000000,0.00000002,0.00003482,0.00000000
4801.450000,101325.000000,0.73479816,0.00509041,0.02786043,0.00936677,0.22284858,0.00000000,0.00000004,0.00000000,0.00000002,0.00003558,0.00000000
4811.300000,101325.000000,0.73466194,0.00496636,0.02764127,0.00960493,0.22308908,0.00000000,0.00000004,0.00000000,0.00000002,0.00003636,0.00000000
4821.150000,101325.000000,0.73451975,0.00484563,0.02742409,0.00984813,0.22332518,0.00000000,0.00000004,0.00000000,0.00000002,0.00003715,0.00000000
4831.000000,101325.000000,0.73437153,0.00472816,0.02720887,0.01009644,0.22355698,0.00000000,0.00000004,0.00000000,0.00000002,0.00003796,0.00000000
4840.850000,101325.000000,0.73421719,0.00461383,0.02699559,0.01034996,0.22378459,0.00000000,0.00000004,0.00000000,0.00000002,0.00003878,0.00000000
4850.700000,101325.000000,0.73405667,0.00450256,0.02678424,0.01060875,0.22400810,0.00000000,0.00000004,0.00000000,0.00000002,0.00003961,0.00000000
4860.550000,101325.000000,0.73388988,0.00439427,0.02657480,0.01087292,0.22422762,0.00000000,0.00000004,0.00000000,0.00000003,0.00004046,0.00000000
4870.400000,101325.000000,0.73371674,0.00428886,0.02636726,0.01114253,0.22444322,0.00000000,0.00000004,0.00000000,0.00000003,0.00004132,0.00000000
4880.250000,101325.000000,0.73353717,0.00418626,0.02616160,0.01141770,0.22465501,0.00000000,0.00000004,0.00000000,0.00000003,0.00004219,0.00000000
4890.100000,101325.000000,0.73335109,0.00408639,0.02595781,0.01169849,0.22486307,0.00000001,0.00000004,0.00000000,0.00000003,0.00004308,0.00000000
4899.950000,101325.000000,0.73315842,0.00398916,0.02575587,0.01198500,0.22506748,0.00000001,0.00000004,0.00000000,0.00000003,0.00004399,0.00000000
4909.800000,101325.000000,0.73295909,0.00389450,0.02555576,0.01227732,0.22526834,0.00000001,0.00000004,0.00000000,0.00000003,0.00004491,0.00000000
4919.650000,101325.000000,0.73275299,0.00380235,0.02535747,0.01257554,0.22546572,0.00000001,0.00000004,0.00000000,0.00000004,0.00004584,0.00000000
4929.500000,101325.000000,0.73254005,0.00371262,0.02516099,0.01287975,0.22565971,0.00000001,0.00000005,0.00000000,0.00000004,0.00004679,0.00000000
4939.350000,101325.000000,0.73232019,0.00362525,0.02496629,0.01319004,0.22585037,0.00000001,0.00000005,0.00000000,0.00000004,0.00004776,0.00000000
4949.200000,101325.000000,0.73209332,0.00354017,0.02477335,0.01350652,0.22603779,0.00000001,0.00000005,0.00000000,0.00000004,0.00004874,0.00000000
4959.050000,101325.000000,0.73185936,0.00345732,0.02458218,0.01382926,0.22622204,0.00000001,0.00000005,0.00000000,0.00000004,0.00004974,0.00000000
4968.900000,101325.000000,0.73161820,0.00337663,0.02439273,0.01415837,0.22640320,0.00000001,0.00000005,0.00000000,0.00000004,0.00005076,0.00000000
4978.750000,101325.000000,0.73136978,0.00329805,0.02420501,0.01449395,0.22658132,0.00000001,0.00000005,0.00000000,0.00000005,0.00005179,0.00000000
4988.600000,101325.000000,0.73111399,0.00322151,0.02401899,0.01483609,0.22675649,0.00000001,0.00000005,0.00000000,0.00000005,0.00005283,0.00000000
4998.450000,101325.000000,0.73085074,0.00314695,0.02383465,0.01518488,0.22692876,0.00000001,0.00000005,0.00000000,0.00000005,0.00005390,0.00000000
5008.300000,101325.000000,0.73057996,0.00307433,0.02365198,0.01554043,0.22709820,0.00000001,0.00000005,0.00000000,0.00000005,0.00005498,0.00000000
5018.150000,101325.000000,0.73030153,0.00300358,0.02347097,0.01590284,0.22726488,0.00000001,0.00000005,0.00000000,0.00000006,0.00005608,0.00000000
5028.000000,101325.000000,0.73001538,0.00293465,0.02329159,0.01627221,0.22742885,0.00000001,0.00000005,0.00000000,0.00000006,0.00005719,0.00000000
5037.850000,101325.000000,0.72972141,0.00286750,0.02311382,0.01664863,0.22759018,0.00000001,0.00000005,0.00000000,0.00000006,0.00005832,0.00000000
5047.700000,101325.000000,0.72941951,0.00280206,0.02293766,0.01703222,0.22774892,0.00000001,0.00000006,0.00000000,0.00000007,0.00005947,0.00000000
5057.550000,101325.000000,0.72910961,0.00273830,0.02276309,0.01742308,0.22790514,0.00000001,0.00000006,0.00000000,0.00000007,0.00006064,0.00000000
5067.400000,101325.000000,0.72879159,0.00267617,0.02259008,0.01782130,0.22805888,0.00000001,0.00000006,0.00000000,0.00000007,0.00006183,0.00000000
5077.250000,101325.000000,0.72846537,0.00261562,0.02241862,0.01822699,0.22821020,0.00000002,0.00000006,0.00000000,0.00000008,0.00006303,0.00000000
5087.100000,101325.000000,0.72813084,0.00255661,0.02224870,0.01864027,0.22835916,0.00000002,0.00000006,0.00000000,0.00000008,0.00006426,0.00000000
