T [K],Y(N2),Y(O2),Y(NO),Y(N),Y(O),Y(NO+),Y(e-)
300.00000000,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
309.85492746,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
319.70985493,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
329.56478239,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
339.41970985,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
349.27463732,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
359.12956478,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
368.98449225,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
378.83941971,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
388.69434717,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
398.54927464,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
408.40420210,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
418.25912956,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
428.11405703,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
437.96898449,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
447.82391196,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
457.67883942,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
467.53376688,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
477.38869435,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
487.24362181,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
497.09854927,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
506.95347674,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
516.80840420,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
526.66333167,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
536.51825913,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
546.37318659,0.75720000,0.24280000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
556.22811406,0.75720000,0.24280000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
566.08304152,0.75720000,0.24280000,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
575.93796898,0.75720000,0.24279999,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
585.79289645,0.75719999,0.24279999,0.00000001,0.00000000,0.00000000,0.00000000,0.00000000
595.64782391,0.75719999,0.24279999,0.00000002,0.00000000,0.00000000,0.00000000,0.00000000
605.50275138,0.75719999,0.24279999,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000
615.35767884,0.75719998,0.24279998,0.00000003,0.00000000,0.00000000,0.00000000,0.00000000
625.21260630,0.75719998,0.24279998,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000
635.06753377,0.75719997,0.24279997,0.00000006,0.00000000,0.00000000,0.00000000,0.00000000
644.92246123,0.75719996,0.24279996,0.00000008,0.00000000,0.00000000,0.00000000,0.00000000
654.77738869,0.75719995,0.24279995,0.00000010,0.00000000,0.00000000,0.00000000,0.00000000
664.63231616,0.75719994,0.24279993,0.00000013,0.00000000,0.00000000,0.00000000,0.00000000
674.48724362,0.75719992,0.24279991,0.00000016,0.00000000,0.00000000,0.00000000,0.00000000
684.34217109,0.75719990,0.24279989,0.00000021,0.00000000,0.00000000,0.00000000,0.00000000
694.19709855,0.75719988,0.24279986,0.00000026,0.00000000,0.00000000,0.00000000,0.00000000
704.05202601,0.75719985,0.24279983,0.00000033,0.00000000,0.00000000,0.00000000,0.00000000
713.90695348,0.75719981,0.24279978,0.00000040,0.00000000,0.00000000,0.00000000,0.00000000
723.76188094,0.75719977,0.24279973,0.00000050,0.00000000,0.00000000,0.00000000,0.00000000
733.61680840,0.75719971,0.24279967,0.00000061,0.00000000,0.00000000,0.00000000,0.00000000
743.47173587,0.75719965,0.24279960,0.00000075,0.00000000,0.00000000,0.00000000,0.00000000
753.32666333,0.75719958,0.24279952,0.00000090,0.00000000,0.00000000,0.00000000,0.00000000
763.18159080,0.75719949,0.24279942,0.00000109,0.00000000,0.00000000,0.00000000,0.00000000
773.03651826,0.75719939,0.24279930,0.00000131,0.00000000,0.00000000,0.00000000,0.00000000
782.89144572,0.75719927,0.24279916,0.00000157,0.00000000,0.00000000,0.00000000,0.00000000
792.74637319,0.75719913,0.24279900,0.00000187,0.00000000,0.00000000,0.00000000,0.00000000
802.60130065,0.75719897,0.24279882,0.00000221,0.00000000,0.00000000,0.00000000,0.00000000
812.45622811,0.75719878,0.24279861,0.00000261,0.00000000,0.00000000,0.00000000,0.00000000
822.31115558,0.75719856,0.24279836,0.00000307,0.00000000,0.00000000,0.00000000,0.00000000
832.16608304,0.75719832,0.24279808,0.00000360,0.00000000,0.00000000,0.00000000,0.00000000
842.02101051,0.75719804,0.24279776,0.00000420,0.00000000,0.00000000,0.00000000,0.00000000
851.87593797,0.75719772,0.24279739,0.00000489,0.00000000,0.00000000,0.00000000,0.00000000
861.73086543,0.75719735,0.24279698,0.00000567,0.00000000,0.00000000,0.00000000,0.00000000
871.58579290,0.75719694,0.24279651,0.00000655,0.00000000,0.00000000,0.00000000,0.00000000
881.44072036,0.75719648,0.24279598,0.00000754,0.00000000,0.00000000,0.00000000,0.00000000
891.29564782,0.75719596,0.24279539,0.00000865,0.00000000,0.00000000,0.00000000,0.00000000
901.15057529,0.75719538,0.24279472,0.00000990,0.00000000,0.00000000,0.00000000,0.00000000
911.00550275,0.75719473,0.24279398,0.00001130,0.00000000,0.00000000,0.00000000,0.00000000
920.86043022,0.75719400,0.24279314,0.00001286,0.00000000,0.00000000,0.00000000,0.00000000
930.71535768,0.75719319,0.24279222,0.00001459,0.00000000,0.00000000,0.00000000,0.00000000
940.57028514,0.75719229,0.24279120,0.00001651,0.00000000,0.00000000,0.00000000,0.00000000
950.42521261,0.75719130,0.24279006,0.00001864,0.00000000,0.00000000,0.00000000,0.00000000
960.28014007,0.75719020,0.24278881,0.00002099,0.00000000,0.00000000,0.00000000,0.00000000
970.13506753,0.75718899,0.24278743,0.00002358,0.00000000,0.00000000,0.00000000,0.00000000
979.98999500,0.75718766,0.24278591,0.00002643,0.00000000,0.00000000,0.00000000,0.00000000
989.84492246,0.75718621,0.24278424,0.00002955,0.00000000,0.00000000,0.00000000,0.00000000
999.69984992,0.75718461,0.24278242,0.00003297,0.00000000,0.00000000,0.00000000,0.00000000
1009.55477739,0.75718288,0.24278045,0.00003666,0.00000000,0.00000000,0.00000000,0.00000000
1019.40970485,0.75718098,0.24277828,0.00004074,0.00000000,0.00000000,0.00000000,0.00000000
1029.26463232,0.75717892,0.24277592,0.00004517,0.00000000,0.00000000,0.00000000,0.00000000
1039.11955978,0.75717667,0.24277335,0.00004998,0.00000000,0.00000000,0.00000000,0.00000000
1048.97448724,0.75717423,0.24277056,0.00005521,0.00000000,0.00000000,0.00000000,0.00000000
1058.82941471,0.75717159,0.24276755,0.00006087,0.00000000,0.00000000,0.00000000,0.00000000
1068.68434217,0.75716873,0.24276428,0.00006698,0.00000000,0.00000000,0.00000000,0.00000000
1078.53926963,0.75716565,0.24276076,0.00007359,0.00000000,0.00000000,0.00000000,0.00000000
1088.39419710,0.75716233,0.24275697,0.00008070,0.00000000,0.00000000,0.00000000,0.00000000
1098.24912456,0.75715875,0.24275289,0.00008836,0.00000000,0.00000000,0.00000000,0.00000000
1108.10405203,0.75715491,0.24274850,0.00009659,0.00000000,0.00000000,0.00000000,0.00000000
1117.95897949,0.75715079,0.24274379,0.00010542,0.00000000,0.00000000,0.00000000,0.00000000
1127.81390695,0.75714637,0.24273874,0.00011488,0.00000000,0.00000000,0.00000000,0.00000000
1137.66883442,0.75714165,0.24273334,0.00012501,0.00000000,0.00000000,0.00000000,0.00000000
1147.52376188,0.75713660,0.24272758,0.00013583,0.00000000,0.00000000,0.00000000,0.00000000
1157.37868934,0.75713121,0.24272142,0.00014737,0.00000000,0.00000000,0.00000000,0.00000000
1167.23361681,0.75712546,0.24271485,0.00015968,0.00000000,0.00000000,0.00000000,0.00000000
1177.08854427,0.75711934,0.24270786,0.00017279,0.00000000,0.00000000,0.00000000,0.00000000
1186.94347174,0.75711284,0.24270043,0.00018672,0.00000000,0.00000000,0.00000000,0.00000000
1196.79839920,0.75710593,0.24269254,0.00020153,0.00000000,0.00000001,0.00000000,0.00000000
1206.65332666,0.75709860,0.24268416,0.00021723,0.00000000,0.00000001,0.00000000,0.00000000
1216.50825413,0.75709083,0.24267529,0.00023388,0.00000000,0.00000001,0.00000000,0.00000000
1226.36318159,0.75708260,0.24266589,0.00025150,0.00000000,0.00000001,0.00000000,0.00000000
1236.21810905,0.75707390,0.24265595,0.00027013,0.00000000,0.00000001,0.00000000,0.00000000
1246.07303652,0.75706471,0.24264545,0.00028982,0.00000000,0.00000002,0.00000000,0.00000000
1255.92796398,0.75705501,0.24263436,0.00031060,0.00000000,0.00000002,0.00000000,0.00000000
1265.78289145,0.75704478,0.24262268,0.00033251,0.00000000,0.00000002,0.00000000,0.00000000
1275.63781891,0.75703401,0.24261037,0.00035560,0.00000000,0.00000003,0.00000000,0.00000000
1285.49274637,0.75702267,0.24259741,0.00037989,0.00000000,0.00000003,0.00000000,0.00000000
1295.34767384,0.75701075,0.24258378,0.00040543,0.00000000,0.00000004,0.00000000,0.00000000
1305.20260130,0.75699822,0.24256946,0.00043227,0.00000000,0.00000005,0.00000000,0.00000000
1315.05752876,0.75698507,0.24255443,0.00046044,0.00000000,0.00000006,0.00000000,0.00000000
1324.91245623,0.75697128,0.24253867,0.00048998,0.00000000,0.00000007,0.00000000,0.00000000
1334.76738369,0.75695683,0.24252215,0.00052094,0.00000000,0.00000008,0.00000000,0.00000000
1344.62231116,0.75694169,0.24250485,0.00055336,0.00000000,0.00000010,0.00000000,0.00000000
1354.47723862,0.75692586,0.24248674,0.00058728,0.00000000,0.00000012,0.00000000,0.00000000
1364.33216608,0.75690931,0.24246782,0.00062274,0.00000000,0.00000014,0.00000000,0.00000000
1374.18709355,0.75689202,0.24244804,0.00065978,0.00000000,0.00000016,0.00000000,0.00000000
1384.04202101,0.75687396,0.24242739,0.00069845,0.00000000,0.00000019,0.00000000,0.00000000
1393.89694847,0.75685513,0.24240585,0.00073880,0.00000000,0.00000022,0.00000000,0.00000000
1403.75187594,0.75683550,0.24238339,0.00078085,0.00000000,0.00000026,0.00000000,0.00000000
1413.60680340,0.75681505,0.24235999,0.00082466,0.00000000,0.00000030,0.00000000,0.00000000
1423.46173087,0.75679376,0.24233562,0.00087027,0.00000000,0.00000035,0.00000000,0.00000000
1433.31665833,0.75677162,0.24231027,0.00091772,0.00000000,0.00000040,0.00000000,0.00000000
1443.17158579,0.75674859,0.24228390,0.00096704,0.00000000,0.00000047,0.00000000,0.00000000
1453.02651326,0.75672466,0.24225650,0.00101830,0.00000000,0.00000054,0.00000000,0.00000000
1462.88144072,0.75669982,0.24222804,0.00107152,0.00000000,0.00000062,0.00000000,0.00000000
1472.73636818,0.75667404,0.24219849,0.00112675,0.00000000,0.00000072,0.00000000,0.00000000
1482.59129565,0.75664730,0.24216784,0.00118404,0.00000000,0.00000082,0.00000000,0.00000000
1492.44622311,0.75661958,0.24213606,0.00124341,0.00000000,0.00000094,0.00000000,0.00000000
1502.30115058,0.75659087,0.24210313,0.00130493,0.00000000,0.00000108,0.00000000,0.00000000
1512.15607804,0.75656114,0.24206902,0.00136861,0.00000000,0.00000123,0.00000000,0.00000000
1522.01100550,0.75653037,0.24203371,0.00143452,0.00000000,0.00000140,0.00000000,0.00000000
1531.86593297,0.75649856,0.24199717,0.00150268,0.00000000,0.00000159,0.00000000,0.00000000
1541.72086043,0.75646566,0.24195938,0.00157314,0.00000000,0.00000181,0.00000000,0.00000000
1551.57578789,0.75643168,0.24192032,0.00164594,0.00000000,0.00000205,0.00000000,0.00000000
1561.43071536,0.75639659,0.24187996,0.00172112,0.00000000,0.00000233,0.00000000,0.00000000
1571.28564282,0.75636037,0.24183829,0.00179872,0.00000000,0.00000263,0.00000000,0.00000000
1581.14057029,0.75632300,0.24179526,0.00187877,0.00000000,0.00000297,0.00000000,0.00000000
1590.99549775,0.75628447,0.24175087,0.00196132,0.00000000,0.00000335,0.00000000,0.00000000
1600.85042521,0.75624475,0.24170508,0.00204640,0.00000000,0.00000377,0.00000000,0.00000000
1610.70535268,0.75620383,0.24165788,0.00213405,0.00000000,0.00000423,0.00000000,0.00000000
1620.56028014,0.75616170,0.24160923,0.00222432,0.00000000,0.00000475,0.00000000,0.00000000
1630.41520760,0.75611833,0.24155912,0.00231722,0.00000000,0.00000532,0.00000000,0.00000000
1640.27013507,0.75607371,0.24150752,0.00241281,0.00000000,0.00000596,0.00000000,0.00000000
1650.12506253,0.75602783,0.24145440,0.00251111,0.00000000,0.00000666,0.00000000,0.00000000
1659.97998999,0.75598065,0.24139974,0.00261216,0.00000000,0.00000744,0.00000000,0.00000000
1669.83491746,0.75593218,0.24134352,0.00271601,0.00000000,0.00000829,0.00000000,0.00000000
1679.68984492,0.75588239,0.24128571,0.00282267,0.00000000,0.00000923,0.00000000,0.00000000
1689.54477239,0.75583127,0.24122628,0.00293218,0.00000000,0.00001027,0.00000000,0.00000000
1699.39969985,0.75577881,0.24116521,0.00304458,0.00000000,0.00001140,0.00000000,0.00000000
1709.25462731,0.75572498,0.24110248,0.00315990,0.00000000,0.00001265,0.00000000,0.00000000
1719.10955478,0.75566977,0.24103805,0.00327816,0.00000000,0.00001402,0.00000000,0.00000000
1728.96448224,0.75561317,0.24097191,0.00339941,0.00000000,0.00001551,0.00000000,0.00000000
1738.81940970,0.75555517,0.24090401,0.00352367,0.00000000,0.00001715,0.00000000,0.00000000
1748.67433717,0.75549575,0.24083435,0.00365096,0.00000000,0.00001894,0.00000000,0.00000000
1758.52926463,0.75543489,0.24076289,0.00378133,0.00000000,0.00002089,0.00000000,0.00000000
1768.38419210,0.75537260,0.24068960,0.00391479,0.00000000,0.00002302,0.00000000,0.00000000
1778.23911956,0.75530884,0.24061446,0.00405137,0.00000000,0.00002533,0.00000000,0.00000000
1788.09404702,0.75524361,0.24053743,0.00419111,0.00000000,0.00002785,0.00000000,0.00000000
1797.94897449,0.75517690,0.24045849,0.00433402,0.00000000,0.00003059,0.00000000,0.00000000
1807.80390195,0.75510870,0.24037761,0.00448013,0.00000000,0.00003356,0.00000000,0.00000000
1817.65882941,0.75503899,0.24029475,0.00462947,0.00000000,0.00003679,0.00000000,0.00000000
1827.51375688,0.75496776,0.24020990,0.00478206,0.00000000,0.00004029,0.00000000,0.00000000
1837.36868434,0.75489501,0.24012301,0.00493791,0.00000000,0.00004407,0.00000000,0.00000000
1847.22361181,0.75482071,0.24003405,0.00509707,0.00000000,0.00004817,0.00000000,0.00000000
1857.07853927,0.75474488,0.23994300,0.00525953,0.00000000,0.00005260,0.00000000,0.00000000
1866.93346673,0.75466748,0.23984981,0.00542534,0.00000000,0.00005738,0.00000000,0.00000000
1876.78839420,0.75458852,0.23975446,0.00559449,0.00000000,0.00006253,0.00000000,0.00000000
1886.64332166,0.75450798,0.23965690,0.00576703,0.00000000,0.00006809,0.00000000,0.00000000
1896.49824912,0.75442586,0.23955711,0.00594295,0.00000000,0.00007408,0.00000000,0.00000000
1906.35317659,0.75434215,0.23945504,0.00612228,0.00000000,0.00008053,0.00000000,0.00000000
1916.20810405,0.75425684,0.23935066,0.00630504,0.00000000,0.00008746,0.00000000,0.00000000
1926.06303152,0.75416992,0.23924393,0.00649124,0.00000000,0.00009491,0.00000000,0.00000000
1935.91795898,0.75408139,0.23913481,0.00668089,0.00000000,0.00010290,0.00000000,0.00000000
1945.77288644,0.75399124,0.23902326,0.00687402,0.00000000,0.00011148,0.00000000,0.00000000
1955.62781391,0.75389947,0.23890923,0.00707062,0.00000000,0.00012067,0.00000000,0.00000000
1965.48274137,0.75380606,0.23879269,0.00727073,0.00000000,0.00013052,0.00000000,0.00000000
1975.33766883,0.75371102,0.23867358,0.00747433,0.00000000,0.00014107,0.00000000,0.00000000
1985.19259630,0.75361433,0.23855187,0.00768145,0.00000000,0.00015234,0.00000000,0.00000000
1995.04752376,0.75351601,0.23842750,0.00789210,0.00000000,0.00016440,0.00000000,0.00000000
2004.90245123,0.75341603,0.23830042,0.00810628,0.00000000,0.00017727,0.00000000,0.00000000
2014.75737869,0.75331439,0.23817059,0.00832401,0.00000000,0.00019101,0.00000000,0.00000000
2024.61230615,0.75321111,0.23803795,0.00854528,0.00000000,0.00020566,0.00000000,0.00000000
2034.46723362,0.75310616,0.23790246,0.00877010,0.00000000,0.00022128,0.00000000,0.00000000
2044.32216108,0.75299955,0.23776404,0.00899849,0.00000000,0.00023792,0.00000000,0.00000000
2054.17708854,0.75289128,0.23762266,0.00923044,0.00000000,0.00025563,0.00000000,0.00000000
2064.03201601,0.75278134,0.23747824,0.00946595,0.00000000,0.00027447,0.00000000,0.00000000
2073.88694347,0.75266974,0.23733074,0.00970503,0.00000000,0.00029449,0.00000000,0.00000000
2083.74187094,0.75255647,0.23718008,0.00994768,0.00000000,0.00031577,0.00000000,0.00000000
2093.59679840,0.75244154,0.23702620,0.01019390,0.00000000,0.00033836,0.00000000,0.00000000
2103.45172586,0.75232494,0.23686904,0.01044369,0.00000000,0.00036233,0.00000000,0.00000000
2113.30665333,0.75220667,0.23670854,0.01069705,0.00000000,0.00038775,0.00000000,0.00000000
2123.16158079,0.75208674,0.23654461,0.01095397,0.00000000,0.00041468,0.00000000,0.00000000
2133.01650825,0.75196515,0.23637719,0.01121445,0.00000000,0.00044322,0.00000000,0.00000000
2142.87143572,0.75184190,0.23620620,0.01147848,0.00000000,0.00047342,0.00000000,0.00000000
2152.72636318,0.75171699,0.23603157,0.01174607,0.00000000,0.00050537,0.00000000,0.00000000
2162.58129065,0.75159043,0.23585321,0.01201720,0.00000000,0.00053916,0.00000000,0.00000000
2172.43621811,0.75146221,0.23567106,0.01229187,0.00000000,0.00057486,0.00000000,0.00000000
2182.29114557,0.75133235,0.23548502,0.01257006,0.00000000,0.00061256,0.00000000,0.00000000
2192.14607304,0.75120085,0.23529501,0.01285177,0.00000000,0.00065237,0.00000000,0.00000000
2202.00100050,0.75106771,0.23510093,0.01313699,0.00000001,0.00069436,0.00000000,0.00000000
2211.85592796,0.75093294,0.23490271,0.01342570,0.00000001,0.00073864,0.00000000,0.00000000
2221.71085543,0.75079655,0.23470025,0.01371790,0.00000001,0.00078530,0.00000000,0.00000000
2231.56578289,0.75065853,0.23449344,0.01401356,0.00000001,0.00083446,0.00000000,0.00000000
2241.42071036,0.75051891,0.23428220,0.01431267,0.00000001,0.00088621,0.00000000,0.00000000
2251.27563782,0.75037768,0.23406642,0.01461522,0.00000001,0.00094067,0.00000000,0.00000000
2261.13056528,0.75023485,0.23384600,0.01492119,0.00000001,0.00099795,0.00000000,0.00000000
2270.98549275,0.75009044,0.23362083,0.01523056,0.00000001,0.00105816,0.00000000,0.00000000
2280.84042021,0.74994444,0.23339081,0.01554331,0.00000001,0.00112142,0.00000000,0.00000000
2290.69534767,0.74979688,0.23315581,0.01585943,0.00000001,0.00118786,0.00000000,0.00000000
2300.55027514,0.74964776,0.23291573,0.01617887,0.00000002,0.00125761,0.00000000,0.00000000
2310.40520260,0.74949710,0.23267046,0.01650164,0.00000002,0.00133079,0.00000000,0.00000000
2320.26013007,0.74934490,0.23241986,0.01682769,0.00000002,0.00140753,0.00000000,0.00000000
2330.11505753,0.74919117,0.23216382,0.01715701,0.00000002,0.00148798,0.00000000,0.00000000
2339.96998499,0.74903593,0.23190221,0.01748957,0.00000003,0.00157227,0.00000000,0.00000000
2349.82491246,0.74887919,0.23163490,0.01782534,0.00000003,0.00166055,0.00000000,0.00000000
2359.67983992,0.74872097,0.23136176,0.01816428,0.00000003,0.00175296,0.00000000,0.00000000
2369.53476738,0.74856128,0.23108265,0.01850638,0.00000003,0.00184965,0.00000000,0.00000000
2379.38969485,0.74840013,0.23079745,0.01885160,0.00000004,0.00195079,0.00000000,0.00000000
2389.24462231,0.74823754,0.23050599,0.01919990,0.00000004,0.00205652,0.00000000,0.00000000
2399.09954977,0.74807353,0.23020816,0.01955125,0.00000005,0.00216702,0.00000000,0.00000000
2408.95447724,0.74790810,0.22990379,0.01990562,0.00000005,0.00228244,0.00000000,0.00000000
2418.80940470,0.74774129,0.22959273,0.02026296,0.00000006,0.00240296,0.00000000,0.00000000
2428.66433217,0.74757311,0.22927485,0.02062324,0.00000006,0.00252874,0.00000000,0.00000000
2438.51925963,0.74740357,0.22894997,0.02098642,0.00000007,0.00265997,0.00000000,0.00000000
2448.37418709,0.74723270,0.22861794,0.02135246,0.00000008,0.00279682,0.00000000,0.00000000
2458.22911456,0.74706052,0.22827861,0.02172131,0.00000008,0.00293948,0.00000000,0.00000000
2468.08404202,0.74688704,0.22793180,0.02209293,0.00000009,0.00308814,0.00000000,0.00000000
2477.93896948,0.74671229,0.22757736,0.02246728,0.00000010,0.00324298,0.00000000,0.00000000
2487.79389695,0.74653628,0.22721510,0.02284430,0.00000011,0.00340421,0.00000000,0.00000000
2497.64882441,0.74635906,0.22684487,0.02322394,0.00000012,0.00357201,0.00000000,0.00000000
2507.50375188,0.74618063,0.22646648,0.02360617,0.00000013,0.00374660,0.00000000,0.00000000
2517.35867934,0.74600101,0.22607976,0.02399091,0.00000014,0.00392817,0.00000000,0.00000000
2527.21360680,0.74582025,0.22568452,0.02437813,0.00000016,0.00411694,0.00000000,0.00000000
2537.06853427,0.74563836,0.22528059,0.02476777,0.00000017,0.00431312,0.00000000,0.00000000
2546.92346173,0.74545536,0.22486778,0.02515976,0.00000019,0.00451691,0.00000000,0.00000000
2556.77838919,0.74527129,0.22444590,0.02555405,0.00000021,0.00472855,0.00000000,0.00000000
2566.63331666,0.74508617,0.22401477,0.02595058,0.00000023,0.00494825,0.00000000,0.00000000
2576.48824412,0.74490004,0.22357419,0.02634929,0.00000025,0.00517624,0.00000000,0.00000000
2586.34317159,0.74471291,0.22312396,0.02675011,0.00000027,0.00541275,0.00000000,0.00000000
2596.19809905,0.74452483,0.22266390,0.02715298,0.00000029,0.00565800,0.00000000,0.00000000
2606.05302651,0.74433582,0.22219380,0.02755783,0.00000032,0.00591223,0.00000000,0.00000000
2615.90795398,0.74414592,0.22171346,0.02796459,0.00000034,0.00617568,0.00000000,0.00000000
2625.76288144,0.74395516,0.22122269,0.02837319,0.00000037,0.00644859,0.00000000,0.00000000
2635.61780890,0.74376357,0.22072127,0.02878356,0.00000041,0.00673119,0.00000000,0.00000000
2645.47273637,0.74357118,0.22020901,0.02919563,0.00000044,0.00702373,0.00000000,0.00000000
2655.32766383,0.74337804,0.21968570,0.02960931,0.00000048,0.00732647,0.00000000,0.00000000
2665.18259130,0.74318418,0.21915113,0.03002453,0.00000052,0.00763964,0.00000000,0.00000000
2675.03751876,0.74298963,0.21860510,0.03044120,0.00000056,0.00796350,0.00000000,0.00000000
2684.89244622,0.74279444,0.21804739,0.03085926,0.00000061,0.00829830,0.00000000,0.00000000
2694.74737369,0.74259864,0.21747779,0.03127860,0.00000066,0.00864430,0.00000000,0.00000000
2704.60230115,0.74240228,0.21689610,0.03169915,0.00000071,0.00900175,0.00000000,0.00000000
2714.45722861,0.74220539,0.21630210,0.03212082,0.00000077,0.00937091,0.00000000,0.00000000
2724.31215608,0.74200801,0.21569559,0.03254352,0.00000083,0.00975204,0.00000000,0.00000000
2734.16708354,0.74181020,0.21507635,0.03296715,0.00000090,0.01014540,0.00000000,0.00000000
2744.02201101,0.74161199,0.21444417,0.03339162,0.00000097,0.01055125,0.00000000,0.00000000
2753.87693847,0.74141342,0.21379884,0.03381684,0.00000105,0.01096985,0.00000000,0.00000000
2763.73186593,0.74121455,0.21314016,0.03424271,0.00000113,0.01140146,0.00000000,0.00000000
2773.58679340,0.74101541,0.21246791,0.03466912,0.00000121,0.01184635,0.00000000,0.00000000
2783.44172086,0.74081607,0.21178188,0.03509597,0.00000131,0.01230477,0.00000000,0.00000000
2793.29664832,0.74061655,0.21108188,0.03552317,0.00000141,0.01277699,0.00000000,0.00000000
2803.15157579,0.74041693,0.21036769,0.03595059,0.00000151,0.01326328,0.00000000,0.00000000
2813.00650325,0.74021723,0.20963911,0.03637815,0.00000163,0.01376388,0.00000000,0.00000000
2822.86143072,0.74001753,0.20889595,0.03680571,0.00000175,0.01427906,0.00000000,0.00000000
2832.71635818,0.73981786,0.20813800,0.03723318,0.00000188,0.01480908,0.00000000,0.00000000
2842.57128564,0.73961828,0.20736508,0.03766043,0.00000202,0.01535420,0.00000000,0.00000000
2852.42621311,0.73941885,0.20657697,0.03808735,0.00000216,0.01591466,0.00000000,0.00000000
2862.28114057,0.73921962,0.20577351,0.03851382,0.00000232,0.01649073,0.00000000,0.00000000
2872.13606803,0.73902064,0.20495450,0.03893972,0.00000249,0.01708265,0.00000000,0.00000000
2881.99099550,0.73882198,0.20411977,0.03936492,0.00000267,0.01769066,0.00000000,0.00000000
2891.84592296,0.73862369,0.20326913,0.03978931,0.00000286,0.01831502,0.00000000,0.00000000
2901.70085043,0.73842583,0.20240241,0.04021274,0.00000306,0.01895596,0.00000000,0.00000000
2911.55577789,0.73822846,0.20151945,0.04063510,0.00000327,0.01961372,0.00000000,0.00000000
2921.41070535,0.73803164,0.20062008,0.04105625,0.00000350,0.02028852,0.00000000,0.00000000
2931.26563282,0.73783543,0.19970415,0.04147606,0.00000374,0.02098061,0.00000000,0.00000000
2941.12056028,0.73763990,0.19877151,0.04189439,0.00000400,0.02169019,0.00000000,0.00000000
2950.97548774,0.73744511,0.19782202,0.04231111,0.00000428,0.02241749,0.00000000,0.00000000
2960.83041521,0.73725112,0.19685553,0.04272607,0.00000457,0.02316272,0.00000000,0.00000000
2970.68534267,0.73705799,0.19587193,0.04313913,0.00000487,0.02392607,0.00000000,0.00000000
2980.54027014,0.73686580,0.19487109,0.04355016,0.00000520,0.02470776,0.00000000,0.00000000
2990.39519760,0.73667461,0.19385289,0.04395900,0.00000555,0.02550796,0.00000000,0.00000000
3000.25012506,0.73648448,0.19281723,0.04436551,0.00000591,0.02632686,0.00000000,0.00000000
3010.10505253,0.73629549,0.19176402,0.04476955,0.00000630,0.02716463,0.00000000,0.00000000
3019.95997999,0.73610771,0.19069317,0.04517096,0.00000671,0.02802145,0.00000000,0.00000000
3029.81490745,0.73592120,0.18960461,0.04556958,0.00000714,0.02889747,0.00000000,0.00000000
3039.66983492,0.73573603,0.18849826,0.04596528,0.00000760,0.02979283,0.00000000,0.00000000
3049.52476238,0.73555228,0.18737407,0.04635789,0.00000809,0.03070767,0.00000000,0.00000000
3059.37968984,0.73537001,0.18623201,0.04674725,0.00000860,0.03164213,0.00000000,0.00000000
3069.23461731,0.73518930,0.18507203,0.04713321,0.00000915,0.03259631,0.00000000,0.00000000
3079.08954477,0.73501022,0.18389412,0.04751562,0.00000972,0.03357032,0.00000000,0.00000000
3088.94447224,0.73483284,0.18269826,0.04789431,0.00001033,0.03456425,0.00000000,0.00000000
3098.79939970,0.73465725,0.18148448,0.04826912,0.00001097,0.03557819,0.00000000,0.00000000
3108.65432716,0.73448350,0.18025277,0.04863989,0.00001164,0.03661220,0.00000000,0.00000000
