TITLE = "Equilibrium TP Sweep: AIR5"
VARIABLES = "T [K]", "P [Pa]", "Y(N2)", "Y(O2)", "Y(NO)", "Y(N)", "Y(O)"
ZONE T="TP_Sweep", I=2000, F=BLOCK
1.38404202e+03 1.39389695e+03 1.40375188e+03 1.41360680e+03 1.42346173e+03 
1.43331666e+03 1.44317159e+03 1.45302651e+03 1.46288144e+03 1.47273637e+03 
1.48259130e+03 1.49244622e+03 1.50230115e+03 1.51215608e+03 1.52201101e+03 
1.53186593e+03 1.54172086e+03 1.55157579e+03 1.56143072e+03 1.57128564e+03 
1.58114057e+03 1.59099550e+03 1.60085043e+03 1.61070535e+03 1.62056028e+03 
1.63041521e+03 1.64027014e+03 1.65012506e+03 1.65997999e+03 1.66983492e+03 
1.67968984e+03 1.68954477e+03 1.69939970e+03 1.70925463e+03 1.71910955e+03 
1.72896448e+03 1.73881941e+03 1.74867434e+03 1.75852926e+03 1.76838419e+03 
1.77823912e+03 1.78809405e+03 1.79794897e+03 1.80780390e+03 1.81765883e+03 
1.82751376e+03 1.83736868e+03 1.84722361e+03 1.85707854e+03 1.86693347e+03 
1.87678839e+03 1.88664332e+03 1.89649825e+03 1.90635318e+03 1.91620810e+03 
1.92606303e+03 1.93591796e+03 1.94577289e+03 1.95562781e+03 1.96548274e+03 
1.97533767e+03 1.98519260e+03 1.99504752e+03 2.00490245e+03 2.01475738e+03 
2.02461231e+03 2.03446723e+03 2.04432216e+03 2.05417709e+03 2.06403202e+03 
2.07388694e+03 2.08374187e+03 2.09359680e+03 2.10345173e+03 2.11330665e+03 
2.12316158e+03 2.13301651e+03 2.14287144e+03 2.15272636e+03 2.16258129e+03 
2.17243622e+03 2.18229115e+03 2.19214607e+03 2.20200100e+03 2.21185593e+03 
2.22171086e+03 2.23156578e+03 2.24142071e+03 2.25127564e+03 2.26113057e+03 
2.27098549e+03 2.28084042e+03 2.29069535e+03 2.30055028e+03 2.31040520e+03 
2.32026013e+03 2.33011506e+03 2.33996998e+03 2.34982491e+03 2.35967984e+03 
2.36953477e+03 2.37938969e+03 2.38924462e+03 2.39909955e+03 2.40895448e+03 
2.41880940e+03 2.42866433e+03 2.43851926e+03 2.44837419e+03 2.45822911e+03 
2.46808404e+03 2.47793897e+03 2.48779390e+03 2.49764882e+03 2.50750375e+03 
2.51735868e+03 2.52721361e+03 2.53706853e+03 2.54692346e+03 2.55677839e+03 
2.56663332e+03 2.57648824e+03 2.58634317e+03 2.59619810e+03 2.60605303e+03 
2.61590795e+03 2.62576288e+03 2.63561781e+03 2.64547274e+03 2.65532766e+03 
2.66518259e+03 2.67503752e+03 2.68489245e+03 2.69474737e+03 2.70460230e+03 
2.71445723e+03 2.72431216e+03 2.73416708e+03 2.74402201e+03 2.75387694e+03 
2.76373187e+03 2.77358679e+03 2.78344172e+03 2.79329665e+03 2.80315158e+03 
2.81300650e+03 2.82286143e+03 2.83271636e+03 2.84257129e+03 2.85242621e+03 
2.86228114e+03 2.87213607e+03 2.88199100e+03 2.89184592e+03 2.90170085e+03 
2.91155578e+03 2.92141071e+03 2.93126563e+03 2.94112056e+03 2.95097549e+03 
2.96083042e+03 2.97068534e+03 2.98054027e+03 2.99039520e+03 3.00025013e+03 
3.01010505e+03 3.01995998e+03 3.02981491e+03 3.03966983e+03 3.04952476e+03 
3.05937969e+03 3.06923462e+03 3.07908954e+03 3.08894447e+03 3.09879940e+03 
3.10865433e+03 3.11850925e+03 3.12836418e+03 3.13821911e+03 3.14807404e+03 
3.15792896e+03 3.16778389e+03 3.17763882e+03 3.18749375e+03 3.19734867e+03 
3.20720360e+03 3.21705853e+03 3.22691346e+03 3.23676838e+03 3.24662331e+03 
3.25647824e+03 3.26633317e+03 3.27618809e+03 3.28604302e+03 3.29589795e+03 
3.30575288e+03 3.31560780e+03 3.32546273e+03 3.33531766e+03 3.34517259e+03 
3.35502751e+03 3.36488244e+03 3.37473737e+03 3.38459230e+03 3.39444722e+03 
3.40430215e+03 3.41415708e+03 3.42401201e+03 3.43386693e+03 3.44372186e+03 
3.45357679e+03 3.46343172e+03 3.47328664e+03 3.48314157e+03 3.49299650e+03 
3.50285143e+03 3.51270635e+03 3.52256128e+03 3.53241621e+03 3.54227114e+03 
3.55212606e+03 3.56198099e+03 3.57183592e+03 3.58169085e+03 3.59154577e+03 
3.60140070e+03 3.61125563e+03 3.62111056e+03 3.63096548e+03 3.64082041e+03 
3.65067534e+03 3.66053027e+03 3.67038519e+03 3.68024012e+03 3.69009505e+03 
3.69994997e+03 3.70980490e+03 3.71965983e+03 3.72951476e+03 3.73936968e+03 
3.74922461e+03 3.75907954e+03 3.76893447e+03 3.77878939e+03 3.78864432e+03 
3.79849925e+03 3.80835418e+03 3.81820910e+03 3.82806403e+03 3.83791896e+03 
3.84777389e+03 3.85762881e+03 3.86748374e+03 3.87733867e+03 3.88719360e+03 
3.89704852e+03 3.90690345e+03 3.91675838e+03 3.92661331e+03 3.93646823e+03 
3.94632316e+03 3.95617809e+03 3.96603302e+03 3.97588794e+03 3.98574287e+03 
3.99559780e+03 4.00545273e+03 4.01530765e+03 4.02516258e+03 4.03501751e+03 
4.04487244e+03 4.05472736e+03 4.06458229e+03 4.07443722e+03 4.08429215e+03 
4.09414707e+03 4.10400200e+03 4.11385693e+03 4.12371186e+03 4.13356678e+03 
4.14342171e+03 4.15327664e+03 4.16313157e+03 4.17298649e+03 4.18284142e+03 
4.19269635e+03 4.20255128e+03 4.21240620e+03 4.22226113e+03 4.23211606e+03 
4.24197099e+03 4.25182591e+03 4.26168084e+03 4.27153577e+03 4.28139070e+03 
4.29124562e+03 4.30110055e+03 4.31095548e+03 4.32081041e+03 4.33066533e+03 
4.34052026e+03 4.35037519e+03 4.36023012e+03 4.37008504e+03 4.37993997e+03 
4.38979490e+03 4.39964982e+03 4.40950475e+03 4.41935968e+03 4.42921461e+03 
4.43906953e+03 4.44892446e+03 4.45877939e+03 4.46863432e+03 4.47848924e+03 
4.48834417e+03 4.49819910e+03 4.50805403e+03 4.51790895e+03 4.52776388e+03 
4.53761881e+03 4.54747374e+03 4.55732866e+03 4.56718359e+03 4.57703852e+03 
4.58689345e+03 4.59674837e+03 4.60660330e+03 4.61645823e+03 4.62631316e+03 
4.63616808e+03 4.64602301e+03 4.65587794e+03 4.66573287e+03 4.67558779e+03 
4.68544272e+03 4.69529765e+03 4.70515258e+03 4.71500750e+03 4.72486243e+03 
4.73471736e+03 4.74457229e+03 4.75442721e+03 4.76428214e+03 4.77413707e+03 
4.78399200e+03 4.79384692e+03 4.80370185e+03 4.81355678e+03 4.82341171e+03 
4.83326663e+03 4.84312156e+03 4.85297649e+03 4.86283142e+03 4.87268634e+03 
4.88254127e+03 4.89239620e+03 4.90225113e+03 4.91210605e+03 4.92196098e+03 
4.93181591e+03 4.94167084e+03 4.95152576e+03 4.96138069e+03 4.97123562e+03 
4.98109055e+03 4.99094547e+03 5.00080040e+03 5.01065533e+03 5.02051026e+03 
5.03036518e+03 5.04022011e+03 5.05007504e+03 5.05992996e+03 5.06978489e+03 
5.07963982e+03 5.08949475e+03 5.09934967e+03 5.10920460e+03 5.11905953e+03 
5.12891446e+03 5.13876938e+03 5.14862431e+03 5.15847924e+03 5.16833417e+03 
5.17818909e+03 5.18804402e+03 5.19789895e+03 5.20775388e+03 5.21760880e+03 
5.22746373e+03 5.23731866e+03 5.24717359e+03 5.25702851e+03 5.26688344e+03 
5.27673837e+03 5.28659330e+03 5.29644822e+03 5.30630315e+03 5.31615808e+03 
5.32601301e+03 5.33586793e+03 5.34572286e+03 5.35557779e+03 5.36543272e+03 
5.37528764e+03 5.38514257e+03 5.39499750e+03 5.40485243e+03 5.41470735e+03 
5.42456228e+03 5.43441721e+03 5.44427214e+03 5.45412706e+03 5.46398199e+03 
5.47383692e+03 5.48369185e+03 5.49354677e+03 5.50340170e+03 5.51325663e+03 
5.52311156e+03 5.53296648e+03 5.54282141e+03 5.55267634e+03 5.56253127e+03 
5.57238619e+03 5.58224112e+03 5.59209605e+03 5.60195098e+03 5.61180590e+03 
5.62166083e+03 5.63151576e+03 5.64137069e+03 5.65122561e+03 5.66108054e+03 
5.67093547e+03 5.68079040e+03 5.69064532e+03 5.70050025e+03 5.71035518e+03 
5.72021011e+03 5.73006503e+03 5.73991996e+03 5.74977489e+03 5.75962981e+03 
5.76948474e+03 5.77933967e+03 5.78919460e+03 5.79904952e+03 5.80890445e+03 
5.81875938e+03 5.82861431e+03 5.83846923e+03 5.84832416e+03 5.85817909e+03 
5.86803402e+03 5.87788894e+03 5.88774387e+03 5.89759880e+03 5.90745373e+03 
5.91730865e+03 5.92716358e+03 5.93701851e+03 5.94687344e+03 5.95672836e+03 
5.96658329e+03 5.97643822e+03 5.98629315e+03 5.99614807e+03 6.00600300e+03 
6.01585793e+03 6.02571286e+03 6.03556778e+03 6.04542271e+03 6.05527764e+03 
6.06513257e+03 6.07498749e+03 6.08484242e+03 6.09469735e+03 6.10455228e+03 
6.11440720e+03 6.12426213e+03 6.13411706e+03 6.14397199e+03 6.15382691e+03 
6.16368184e+03 6.17353677e+03 6.18339170e+03 6.19324662e+03 6.20310155e+03 
6.21295648e+03 6.22281141e+03 6.23266633e+03 6.24252126e+03 6.25237619e+03 
6.26223112e+03 6.27208604e+03 6.28194097e+03 6.29179590e+03 6.30165083e+03 
6.31150575e+03 6.32136068e+03 6.33121561e+03 6.34107054e+03 6.35092546e+03 
6.36078039e+03 6.37063532e+03 6.38049025e+03 6.39034517e+03 6.40020010e+03 
6.41005503e+03 6.41990995e+03 6.42976488e+03 6.43961981e+03 6.44947474e+03 
6.45932966e+03 6.46918459e+03 6.47903952e+03 6.48889445e+03 6.49874937e+03 
6.50860430e+03 6.51845923e+03 6.52831416e+03 6.53816908e+03 6.54802401e+03 
6.55787894e+03 6.56773387e+03 6.57758879e+03 6.58744372e+03 6.59729865e+03 
6.60715358e+03 6.61700850e+03 6.62686343e+03 6.63671836e+03 6.64657329e+03 
6.65642821e+03 6.66628314e+03 6.67613807e+03 6.68599300e+03 6.69584792e+03 
6.70570285e+03 6.71555778e+03 6.72541271e+03 6.73526763e+03 6.74512256e+03 
6.75497749e+03 6.76483242e+03 6.77468734e+03 6.78454227e+03 6.79439720e+03 
6.80425213e+03 6.81410705e+03 6.82396198e+03 6.83381691e+03 6.84367184e+03 
6.85352676e+03 6.86338169e+03 6.87323662e+03 6.88309155e+03 6.89294647e+03 
6.90280140e+03 6.91265633e+03 6.92251126e+03 6.93236618e+03 6.94222111e+03 
6.95207604e+03 6.96193097e+03 6.97178589e+03 6.98164082e+03 6.99149575e+03 
7.00135068e+03 7.01120560e+03 7.02106053e+03 7.03091546e+03 7.04077039e+03 
7.05062531e+03 7.06048024e+03 7.07033517e+03 7.08019010e+03 7.09004502e+03 
7.09989995e+03 7.10975488e+03 7.11960980e+03 7.12946473e+03 7.13931966e+03 
7.14917459e+03 7.15902951e+03 7.16888444e+03 7.17873937e+03 7.18859430e+03 
7.19844922e+03 7.20830415e+03 7.21815908e+03 7.22801401e+03 7.23786893e+03 
7.24772386e+03 7.25757879e+03 7.26743372e+03 7.27728864e+03 7.28714357e+03 
7.29699850e+03 7.30685343e+03 7.31670835e+03 7.32656328e+03 7.33641821e+03 
7.34627314e+03 7.35612806e+03 7.36598299e+03 7.37583792e+03 7.38569285e+03 
7.39554777e+03 7.40540270e+03 7.41525763e+03 7.42511256e+03 7.43496748e+03 
7.44482241e+03 7.45467734e+03 7.46453227e+03 7.47438719e+03 7.48424212e+03 
7.49409705e+03 7.50395198e+03 7.51380690e+03 7.52366183e+03 7.53351676e+03 
7.54337169e+03 7.55322661e+03 7.56308154e+03 7.57293647e+03 7.58279140e+03 
7.59264632e+03 7.60250125e+03 7.61235618e+03 7.62221111e+03 7.63206603e+03 
7.64192096e+03 7.65177589e+03 7.66163082e+03 7.67148574e+03 7.68134067e+03 
7.69119560e+03 7.70105053e+03 7.71090545e+03 7.72076038e+03 7.73061531e+03 
7.74047024e+03 7.75032516e+03 7.76018009e+03 7.77003502e+03 7.77988994e+03 
7.78974487e+03 7.79959980e+03 7.80945473e+03 7.81930965e+03 7.82916458e+03 
7.83901951e+03 7.84887444e+03 7.85872936e+03 7.86858429e+03 7.87843922e+03 
7.88829415e+03 7.89814907e+03 7.90800400e+03 7.91785893e+03 7.92771386e+03 
7.93756878e+03 7.94742371e+03 7.95727864e+03 7.96713357e+03 7.97698849e+03 
7.98684342e+03 7.99669835e+03 8.00655328e+03 8.01640820e+03 8.02626313e+03 
8.03611806e+03 8.04597299e+03 8.05582791e+03 8.06568284e+03 8.07553777e+03 
8.08539270e+03 8.09524762e+03 8.10510255e+03 8.11495748e+03 8.12481241e+03 
8.13466733e+03 8.14452226e+03 8.15437719e+03 8.16423212e+03 8.17408704e+03 
8.18394197e+03 8.19379690e+03 8.20365183e+03 8.21350675e+03 8.22336168e+03 
8.23321661e+03 8.24307154e+03 8.25292646e+03 8.26278139e+03 8.27263632e+03 
8.28249125e+03 8.29234617e+03 8.30220110e+03 8.31205603e+03 8.32191096e+03 
8.33176588e+03 8.34162081e+03 8.35147574e+03 8.36133067e+03 8.37118559e+03 
8.38104052e+03 8.39089545e+03 8.40075038e+03 8.41060530e+03 8.42046023e+03 
8.43031516e+03 8.44017009e+03 8.45002501e+03 8.45987994e+03 8.46973487e+03 
8.47958979e+03 8.48944472e+03 8.49929965e+03 8.50915458e+03 8.51900950e+03 
8.52886443e+03 8.53871936e+03 8.54857429e+03 8.55842921e+03 8.56828414e+03 
8.57813907e+03 8.58799400e+03 8.59784892e+03 8.60770385e+03 8.61755878e+03 
8.62741371e+03 8.63726863e+03 8.64712356e+03 8.65697849e+03 8.66683342e+03 
8.67668834e+03 8.68654327e+03 8.69639820e+03 8.70625313e+03 8.71610805e+03 
8.72596298e+03 8.73581791e+03 8.74567284e+03 8.75552776e+03 8.76538269e+03 
8.77523762e+03 8.78509255e+03 8.79494747e+03 8.80480240e+03 8.81465733e+03 
8.82451226e+03 8.83436718e+03 8.84422211e+03 8.85407704e+03 8.86393197e+03 
8.87378689e+03 8.88364182e+03 8.89349675e+03 8.90335168e+03 8.91320660e+03 
8.92306153e+03 8.93291646e+03 8.94277139e+03 8.95262631e+03 8.96248124e+03 
8.97233617e+03 8.98219110e+03 8.99204602e+03 9.00190095e+03 9.01175588e+03 
9.02161081e+03 9.03146573e+03 9.04132066e+03 9.05117559e+03 9.06103052e+03 
9.07088544e+03 9.08074037e+03 9.09059530e+03 9.10045023e+03 9.11030515e+03 
9.12016008e+03 9.13001501e+03 9.13986993e+03 9.14972486e+03 9.15957979e+03 
9.16943472e+03 9.17928964e+03 9.18914457e+03 9.19899950e+03 9.20885443e+03 
9.21870935e+03 9.22856428e+03 9.23841921e+03 9.24827414e+03 9.25812906e+03 
9.26798399e+03 9.27783892e+03 9.28769385e+03 9.29754877e+03 9.30740370e+03 
9.31725863e+03 9.32711356e+03 9.33696848e+03 9.34682341e+03 9.35667834e+03 
9.36653327e+03 9.37638819e+03 9.38624312e+03 9.39609805e+03 9.40595298e+03 
9.41580790e+03 9.42566283e+03 9.43551776e+03 9.44537269e+03 9.45522761e+03 
9.46508254e+03 9.47493747e+03 9.48479240e+03 9.49464732e+03 9.50450225e+03 
9.51435718e+03 9.52421211e+03 9.53406703e+03 9.54392196e+03 9.55377689e+03 
9.56363182e+03 9.57348674e+03 9.58334167e+03 9.59319660e+03 9.60305153e+03 
9.61290645e+03 9.62276138e+03 9.63261631e+03 9.64247124e+03 9.65232616e+03 
9.66218109e+03 9.67203602e+03 9.68189095e+03 9.69174587e+03 9.70160080e+03 
9.71145573e+03 9.72131066e+03 9.73116558e+03 9.74102051e+03 9.75087544e+03 
9.76073037e+03 9.77058529e+03 9.78044022e+03 9.79029515e+03 9.80015008e+03 
9.81000500e+03 9.81985993e+03 9.82971486e+03 9.83956978e+03 9.84942471e+03 
9.85927964e+03 9.86913457e+03 9.87898949e+03 9.88884442e+03 9.89869935e+03 
9.90855428e+03 9.91840920e+03 9.92826413e+03 9.93811906e+03 9.94797399e+03 
9.95782891e+03 9.96768384e+03 9.97753877e+03 9.98739370e+03 9.99724862e+03 
1.00071036e+04 1.00169585e+04 1.00268134e+04 1.00366683e+04 1.00465233e+04 
1.00563782e+04 1.00662331e+04 1.00760880e+04 1.00859430e+04 1.00957979e+04 
1.01056528e+04 1.01155078e+04 1.01253627e+04 1.01352176e+04 1.01450725e+04 
1.01549275e+04 1.01647824e+04 1.01746373e+04 1.01844922e+04 1.01943472e+04 
1.02042021e+04 1.02140570e+04 1.02239120e+04 1.02337669e+04 1.02436218e+04 
1.02534767e+04 1.02633317e+04 1.02731866e+04 1.02830415e+04 1.02928964e+04 
1.03027514e+04 1.03126063e+04 1.03224612e+04 1.03323162e+04 1.03421711e+04 
1.03520260e+04 1.03618809e+04 1.03717359e+04 1.03815908e+04 1.03914457e+04 
1.04013007e+04 1.04111556e+04 1.04210105e+04 1.04308654e+04 1.04407204e+04 
1.04505753e+04 1.04604302e+04 1.04702851e+04 1.04801401e+04 1.04899950e+04 
1.04998499e+04 1.05097049e+04 1.05195598e+04 1.05294147e+04 1.05392696e+04 
1.05491246e+04 1.05589795e+04 1.05688344e+04 1.05786893e+04 1.05885443e+04 
1.05983992e+04 1.06082541e+04 1.06181091e+04 1.06279640e+04 1.06378189e+04 
1.06476738e+04 1.06575288e+04 1.06673837e+04 1.06772386e+04 1.06870935e+04 
1.06969485e+04 1.07068034e+04 1.07166583e+04 1.07265133e+04 1.07363682e+04 
1.07462231e+04 1.07560780e+04 1.07659330e+04 1.07757879e+04 1.07856428e+04 
1.07954977e+04 1.08053527e+04 1.08152076e+04 1.08250625e+04 1.08349175e+04 
1.08447724e+04 1.08546273e+04 1.08644822e+04 1.08743372e+04 1.08841921e+04 
1.08940470e+04 1.09039020e+04 1.09137569e+04 1.09236118e+04 1.09334667e+04 
1.09433217e+04 1.09531766e+04 1.09630315e+04 1.09728864e+04 1.09827414e+04 
1.09925963e+04 1.10024512e+04 1.10123062e+04 1.10221611e+04 1.10320160e+04 
1.10418709e+04 1.10517259e+04 1.10615808e+04 1.10714357e+04 1.10812906e+04 
1.10911456e+04 1.11010005e+04 1.11108554e+04 1.11207104e+04 1.11305653e+04 
1.11404202e+04 1.11502751e+04 1.11601301e+04 1.11699850e+04 1.11798399e+04 
1.11896948e+04 1.11995498e+04 1.12094047e+04 1.12192596e+04 1.12291146e+04 
1.12389695e+04 1.12488244e+04 1.12586793e+04 1.12685343e+04 1.12783892e+04 
1.12882441e+04 1.12980990e+04 1.13079540e+04 1.13178089e+04 1.13276638e+04 
1.13375188e+04 1.13473737e+04 1.13572286e+04 1.13670835e+04 1.13769385e+04 
1.13867934e+04 1.13966483e+04 1.14065033e+04 1.14163582e+04 1.14262131e+04 
1.14360680e+04 1.14459230e+04 1.14557779e+04 1.14656328e+04 1.14754877e+04 
1.14853427e+04 1.14951976e+04 1.15050525e+04 1.15149075e+04 1.15247624e+04 
1.15346173e+04 1.15444722e+04 1.15543272e+04 1.15641821e+04 1.15740370e+04 
1.15838919e+04 1.15937469e+04 1.16036018e+04 1.16134567e+04 1.16233117e+04 
1.16331666e+04 1.16430215e+04 1.16528764e+04 1.16627314e+04 1.16725863e+04 
1.16824412e+04 1.16922961e+04 1.17021511e+04 1.17120060e+04 1.17218609e+04 
1.17317159e+04 1.17415708e+04 1.17514257e+04 1.17612806e+04 1.17711356e+04 
1.17809905e+04 1.17908454e+04 1.18007004e+04 1.18105553e+04 1.18204102e+04 
1.18302651e+04 1.18401201e+04 1.18499750e+04 1.18598299e+04 1.18696848e+04 
1.18795398e+04 1.18893947e+04 1.18992496e+04 1.19091046e+04 1.19189595e+04 
1.19288144e+04 1.19386693e+04 1.19485243e+04 1.19583792e+04 1.19682341e+04 
1.19780890e+04 1.19879440e+04 1.19977989e+04 1.20076538e+04 1.20175088e+04 
1.20273637e+04 1.20372186e+04 1.20470735e+04 1.20569285e+04 1.20667834e+04 
1.20766383e+04 1.20864932e+04 1.20963482e+04 1.21062031e+04 1.21160580e+04 
1.21259130e+04 1.21357679e+04 1.21456228e+04 1.21554777e+04 1.21653327e+04 
1.21751876e+04 1.21850425e+04 1.21948974e+04 1.22047524e+04 1.22146073e+04 
1.22244622e+04 1.22343172e+04 1.22441721e+04 1.22540270e+04 1.22638819e+04 
1.22737369e+04 1.22835918e+04 1.22934467e+04 1.23033017e+04 1.23131566e+04 
1.23230115e+04 1.23328664e+04 1.23427214e+04 1.23525763e+04 1.23624312e+04 
1.23722861e+04 1.23821411e+04 1.23919960e+04 1.24018509e+04 1.24117059e+04 
1.24215608e+04 1.24314157e+04 1.24412706e+04 1.24511256e+04 1.24609805e+04 
1.24708354e+04 1.24806903e+04 1.24905453e+04 1.25004002e+04 1.25102551e+04 
1.25201101e+04 1.25299650e+04 1.25398199e+04 1.25496748e+04 1.25595298e+04 
1.25693847e+04 1.25792396e+04 1.25890945e+04 1.25989495e+04 1.26088044e+04 
1.26186593e+04 1.26285143e+04 1.26383692e+04 1.26482241e+04 1.26580790e+04 
1.26679340e+04 1.26777889e+04 1.26876438e+04 1.26974987e+04 1.27073537e+04 
1.27172086e+04 1.27270635e+04 1.27369185e+04 1.27467734e+04 1.27566283e+04 
1.27664832e+04 1.27763382e+04 1.27861931e+04 1.27960480e+04 1.28059030e+04 
1.28157579e+04 1.28256128e+04 1.28354677e+04 1.28453227e+04 1.28551776e+04 
1.28650325e+04 1.28748874e+04 1.28847424e+04 1.28945973e+04 1.29044522e+04 
1.29143072e+04 1.29241621e+04 1.29340170e+04 1.29438719e+04 1.29537269e+04 
1.29635818e+04 1.29734367e+04 1.29832916e+04 1.29931466e+04 1.30030015e+04 
1.30128564e+04 1.30227114e+04 1.30325663e+04 1.30424212e+04 1.30522761e+04 
1.30621311e+04 1.30719860e+04 1.30818409e+04 1.30916958e+04 1.31015508e+04 
1.31114057e+04 1.31212606e+04 1.31311156e+04 1.31409705e+04 1.31508254e+04 
1.31606803e+04 1.31705353e+04 1.31803902e+04 1.31902451e+04 1.32001001e+04 
1.32099550e+04 1.32198099e+04 1.32296648e+04 1.32395198e+04 1.32493747e+04 
1.32592296e+04 1.32690845e+04 1.32789395e+04 1.32887944e+04 1.32986493e+04 
1.33085043e+04 1.33183592e+04 1.33282141e+04 1.33380690e+04 1.33479240e+04 
1.33577789e+04 1.33676338e+04 1.33774887e+04 1.33873437e+04 1.33971986e+04 
1.34070535e+04 1.34169085e+04 1.34267634e+04 1.34366183e+04 1.34464732e+04 
1.34563282e+04 1.34661831e+04 1.34760380e+04 1.34858929e+04 1.34957479e+04 
1.35056028e+04 1.35154577e+04 1.35253127e+04 1.35351676e+04 1.35450225e+04 
1.35548774e+04 1.35647324e+04 1.35745873e+04 1.35844422e+04 1.35942971e+04 
1.36041521e+04 1.36140070e+04 1.36238619e+04 1.36337169e+04 1.36435718e+04 
1.36534267e+04 1.36632816e+04 1.36731366e+04 1.36829915e+04 1.36928464e+04 
1.37027014e+04 1.37125563e+04 1.37224112e+04 1.37322661e+04 1.37421211e+04 
1.37519760e+04 1.37618309e+04 1.37716858e+04 1.37815408e+04 1.37913957e+04 
1.38012506e+04 1.38111056e+04 1.38209605e+04 1.38308154e+04 1.38406703e+04 
1.38505253e+04 1.38603802e+04 1.38702351e+04 1.38800900e+04 1.38899450e+04 
1.38997999e+04 1.39096548e+04 1.39195098e+04 1.39293647e+04 1.39392196e+04 
1.39490745e+04 1.39589295e+04 1.39687844e+04 1.39786393e+04 1.39884942e+04 
1.39983492e+04 1.40082041e+04 1.40180590e+04 1.40279140e+04 1.40377689e+04 
1.40476238e+04 1.40574787e+04 1.40673337e+04 1.40771886e+04 1.40870435e+04 
1.40968984e+04 1.41067534e+04 1.41166083e+04 1.41264632e+04 1.41363182e+04 
1.41461731e+04 1.41560280e+04 1.41658829e+04 1.41757379e+04 1.41855928e+04 
1.41954477e+04 1.42053027e+04 1.42151576e+04 1.42250125e+04 1.42348674e+04 
1.42447224e+04 1.42545773e+04 1.42644322e+04 1.42742871e+04 1.42841421e+04 
1.42939970e+04 1.43038519e+04 1.43137069e+04 1.43235618e+04 1.43334167e+04 
1.43432716e+04 1.43531266e+04 1.43629815e+04 1.43728364e+04 1.43826913e+04 
1.43925463e+04 1.44024012e+04 1.44122561e+04 1.44221111e+04 1.44319660e+04 
1.44418209e+04 1.44516758e+04 1.44615308e+04 1.44713857e+04 1.44812406e+04 
1.44910955e+04 1.45009505e+04 1.45108054e+04 1.45206603e+04 1.45305153e+04 
1.45403702e+04 1.45502251e+04 1.45600800e+04 1.45699350e+04 1.45797899e+04 
1.45896448e+04 1.45994997e+04 1.46093547e+04 1.46192096e+04 1.46290645e+04 
1.46389195e+04 1.46487744e+04 1.46586293e+04 1.46684842e+04 1.46783392e+04 
1.46881941e+04 1.46980490e+04 1.47079040e+04 1.47177589e+04 1.47276138e+04 
1.47374687e+04 1.47473237e+04 1.47571786e+04 1.47670335e+04 1.47768884e+04 
1.47867434e+04 1.47965983e+04 1.48064532e+04 1.48163082e+04 1.48261631e+04 
1.48360180e+04 1.48458729e+04 1.48557279e+04 1.48655828e+04 1.48754377e+04 
1.48852926e+04 1.48951476e+04 1.49050025e+04 1.49148574e+04 1.49247124e+04 
1.49345673e+04 1.49444222e+04 1.49542771e+04 1.49641321e+04 1.49739870e+04 
1.49838419e+04 1.49936968e+04 1.50035518e+04 1.50134067e+04 1.50232616e+04 
1.50331166e+04 1.50429715e+04 1.50528264e+04 1.50626813e+04 1.50725363e+04 
1.50823912e+04 1.50922461e+04 1.51021011e+04 1.51119560e+04 1.51218109e+04 
1.51316658e+04 1.51415208e+04 1.51513757e+04 1.51612306e+04 1.51710855e+04 
1.51809405e+04 1.51907954e+04 1.52006503e+04 1.52105053e+04 1.52203602e+04 
1.52302151e+04 1.52400700e+04 1.52499250e+04 1.52597799e+04 1.52696348e+04 
1.52794897e+04 1.52893447e+04 1.52991996e+04 1.53090545e+04 1.53189095e+04 
1.53287644e+04 1.53386193e+04 1.53484742e+04 1.53583292e+04 1.53681841e+04 
1.53780390e+04 1.53878939e+04 1.53977489e+04 1.54076038e+04 1.54174587e+04 
1.54273137e+04 1.54371686e+04 1.54470235e+04 1.54568784e+04 1.54667334e+04 
1.54765883e+04 1.54864432e+04 1.54962981e+04 1.55061531e+04 1.55160080e+04 
1.55258629e+04 1.55357179e+04 1.55455728e+04 1.55554277e+04 1.55652826e+04 
1.55751376e+04 1.55849925e+04 1.55948474e+04 1.56047024e+04 1.56145573e+04 
1.56244122e+04 1.56342671e+04 1.56441221e+04 1.56539770e+04 1.56638319e+04 
1.56736868e+04 1.56835418e+04 1.56933967e+04 1.57032516e+04 1.57131066e+04 
1.57229615e+04 1.57328164e+04 1.57426713e+04 1.57525263e+04 1.57623812e+04 
1.57722361e+04 1.57820910e+04 1.57919460e+04 1.58018009e+04 1.58116558e+04 
1.58215108e+04 1.58313657e+04 1.58412206e+04 1.58510755e+04 1.58609305e+04 
1.58707854e+04 1.58806403e+04 1.58904952e+04 1.59003502e+04 1.59102051e+04 
1.59200600e+04 1.59299150e+04 1.59397699e+04 1.59496248e+04 1.59594797e+04 
1.59693347e+04 1.59791896e+04 1.59890445e+04 1.59988994e+04 1.60087544e+04 
1.60186093e+04 1.60284642e+04 1.60383192e+04 1.60481741e+04 1.60580290e+04 
1.60678839e+04 1.60777389e+04 1.60875938e+04 1.60974487e+04 1.61073037e+04 
1.61171586e+04 1.61270135e+04 1.61368684e+04 1.61467234e+04 1.61565783e+04 
1.61664332e+04 1.61762881e+04 1.61861431e+04 1.61959980e+04 1.62058529e+04 
